No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Notes,"Pitch Speed [km/h]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [cm]","Pitch Break Ind (V) [cm]","Pitch Break (H) [cm]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [km/h]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [km/h]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]",Col50,Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [cm]","pfxz [cm]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
109,2019/09/07,10:58:33,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},L,"Coe College","Wind Up",,Bottom,,,,Fastball,,Ball,,,,,,,138.141,2.293,-0.879,2449.00,335.682,5:15,1.278,0.566,2.009,-84.130,-12.625,5.705,0.754,0.379,124.996,-6.384,-0.347,0.439,,,,,,,,,,,,-4.159,-9.205,-0.543,15.240,1.325,0.562,-37.766,0.992,-0.783,6.933,-11.542,"Coe College","Coe College",,,,,{8D6F64D1-003C-41CD-9593-5C4414A738CF},-0.379,0.772
110,2019/09/07,10:58:47,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},L,"Coe College","Wind Up",,Bottom,,,,Fastball,,"Contact Out",,,,,,,137.046,2.425,-1.707,2370.00,3.211,6:0,1.318,0.639,2.052,-108.415,-36.069,-2.023,0.932,0.150,123.936,-5.526,-1.739,0.441,,,,,,,,,,,,1.476,-26.309,-0.574,15.240,1.230,0.943,-37.429,2.227,0.274,6.402,-14.701,"Coe College","Coe College",,,,,{A86CF3D9-872F-4FED-841E-D99894AFB31B},-0.164,0.907
111,2019/09/07,10:59:25,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},L,"Coe College","Wind Up",,Bottom,,,,Slider,,Ball,,,,,,,126.403,1.085,-2.705,2523.00,47.073,7:30,1.363,0.618,1.920,-102.849,-18.368,-19.748,0.383,-0.410,115.448,-8.446,-4.579,0.478,,,,,,,,,,,,14.354,-13.351,-0.546,15.240,1.361,1.665,-34.742,0.419,2.293,5.673,-11.943,"Coe College","Coe College",,,,,{4BCE27FB-47AC-41ED-A6B7-A0FAF3ADA848},0.415,0.379
112,2019/09/07,10:59:40,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},L,"Coe College","Wind Up",,Bottom,,,,Fastball,,"Swinging Strike",,,,,,,136.105,0.104,-1.384,2339.00,161.286,11:30,1.459,0.539,2.035,-53.824,19.068,-6.459,0.689,0.109,123.710,-5.896,-1.898,0.442,,,,,,,,,,,,4.732,13.969,-0.499,15.240,1.400,0.793,-37.364,-0.152,0.869,6.965,-7.244,"Coe College","Coe College",,,,,{A298AD40-10F7-4C0E-B571-BFF001EB87FD},-0.098,0.722
113,2019/09/07,10:59:56,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},L,"Coe College",,,Bottom,,,,,,,,,,,,,124.680,1.566,-2.381,2495.00,103.308,9:30,1.302,0.647,1.904,-83.064,3.984,-16.844,0.634,-0.190,113.374,-6.692,-3.655,0.485,,,,,,,,,,,,12.199,2.885,-0.581,15.240,1.387,1.346,-34.411,0.367,1.898,5.991,-9.361,"Coe College","Coe College",,,,,{210D89E4-A7A3-47DF-9DE8-C599A0F29B0F},0.212,0.613
114,2019/09/07,11:00:12,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},L,"Coe College",,,Bottom,,,,,,,,,,,,,56.656,9.427,0.436,1682.00,180.000,12:0,3.724,0.771,3.252,-,-,-,0.092,0.334,49.599,-34.190,-3.878,1.249,,,,,,,,,,,,,,,,,,,,,,,"Coe College","Coe College",,,,,{BFD07B41-6275-4BF5-8E7E-42944EA71F11},,
115,2019/09/07,11:00:25,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},L,"Coe College","Wind Up",,Bottom,,,,Fastball,,"Contact Out",,,,,,,137.729,0.197,-1.687,2422.00,327.189,5:0,1.462,0.520,2.110,-77.463,-7.065,4.555,0.738,0.088,125.596,-5.693,-1.462,0.434,118.556,1.155,-20.135,,,,,15.808,,,0.500,-3.349,-5.195,-0.487,15.240,1.346,1.100,-37.789,0.686,-0.635,6.524,-10.794,"Coe College","Coe College",,,,,{C9717DDF-39D6-45B5-8B3C-ED7DE16D5DAE},-0.092,0.734
116,2019/09/07,11:03:28,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Quintin Berglund",{4A6B1341-4344-4595-A7D0-FAFE81158BAD},L,"Coe College","Wind Up",,Top,,,,Fastball,,"Swinging Strike",,,,,,,135.339,-0.142,-0.925,2181.00,224.720,1:30,1.441,0.174,2.313,-45.167,27.413,27.147,0.697,0.185,122.821,-5.559,1.051,0.438,,,,,,,,,,,,-20.269,20.467,-0.186,15.240,1.482,0.742,-37.425,-0.640,-3.669,8.231,-6.105,"Coe College","Coe College",,,,,{FD70107D-0BEC-4C19-9518-F8B4F3BAF79F},-0.194,0.692
117,2019/09/07,11:03:46,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Quintin Berglund",{4A6B1341-4344-4595-A7D0-FAFE81158BAD},L,"Coe College","Wind Up",,Top,,,,Fastball,,"Contact Out",,,,,,,137.878,-0.385,-0.722,2219.00,196.449,12:30,1.465,0.131,2.332,-26.080,43.804,12.933,0.885,0.007,125.038,-4.094,-0.187,0.429,,,,,,,,,,,,-9.665,32.735,-0.139,15.240,1.492,0.674,-38.164,-0.748,-1.816,8.709,-3.661,"Coe College","Coe College",,,,,{2718C12B-F459-46BA-8EAF-1337C7A7FF45},-0.016,0.885
118,2019/09/07,11:04:17,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Quintin Berglund",{4A6B1341-4344-4595-A7D0-FAFE81158BAD},L,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,136.996,1.149,-0.650,2213.00,246.724,2:15,1.486,0.155,2.326,-68.645,1.995,4.638,0.570,0.003,124.877,-8.178,-0.298,0.432,,,,,,,,,,,,-3.442,1.480,-0.141,15.240,1.543,0.458,-37.854,-0.285,-0.644,7.683,-9.533,"Coe College","Coe College",,,,,{8A839B6B-68CE-431A-BA62-1A02FFE527B7},-0.008,0.633
119,2019/09/07,11:06:45,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Camden Smyka",{F3BB4E34-A1BC-430E-B52A-EEC8F066F1DE},L,"Coe College","Wind Up",,Top,,,,Slider,,"Foul Ball",,,,,,,125.312,-0.093,0.131,2510.00,142.208,10:45,1.546,0.153,2.165,-56.042,27.986,-21.702,0.669,-0.081,114.428,-6.589,-1.836,0.473,,,,,,,,,,,,15.992,20.623,-0.159,15.240,1.613,-0.002,-34.746,-0.713,2.534,6.193,-6.543,"Coe College","Coe College",,,,,{97D35167-F43D-4B77-A825-D98BD7D61FDD},0.090,0.653
120,2019/09/07,11:07:02,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Camden Smyka",{F3BB4E34-A1BC-430E-B52A-EEC8F066F1DE},L,"Coe College",Stretch,,Top,,,,Fastball,,"Called Strike",,,,,,,135.872,0.656,-1.844,2124.00,292.271,3:45,1.492,0.115,2.308,-76.809,-4.556,11.126,0.788,-0.301,123.141,-6.091,-1.125,0.437,,,,,,,,,,,,-8.287,-3.394,-0.101,15.240,1.394,1.297,-37.322,0.716,-1.511,7.332,-10.429,"Coe College","Coe College",,,,,{E024FE36-D45B-4AC8-BAB8-826B072A86CA},0.306,0.798
121,2019/09/07,11:07:19,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Camden Smyka",{F3BB4E34-A1BC-430E-B52A-EEC8F066F1DE},L,"Coe College",Stretch,,Top,,,,Fastball,,Ball,,,,,,,136.463,-3.223,-3.353,2192.00,192.867,12:30,1.628,0.131,2.330,-11.033,61.572,14.065,0.205,-0.737,123.663,-7.375,-2.993,0.437,,,,,,,,,,,,-10.544,46.158,-0.080,15.240,1.592,2.347,-37.724,-2.929,-1.900,9.751,-1.491,"Coe College","Coe College",,,,,{C6F3E8F8-B62E-4C9A-8D16-623D8F17039E},0.729,0.249
122,2019/09/07,11:08:04,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Camden Smyka",{F3BB4E34-A1BC-430E-B52A-EEC8F066F1DE},R,"Coe College",Stretch,,Top,,,,Fastball,,Ball,,,,,,,136.437,-3.225,-1.267,2176.00,204.521,12:45,1.672,0.113,2.307,0.121,72.184,32.927,0.299,-0.146,123.988,-6.966,-0.493,0.436,,,,,,,,,,,,-24.446,53.592,-0.158,15.240,1.723,1.584,-37.828,-3.387,-4.482,9.004,0.016,"Coe College","Coe College",,,,,{6E0075A1-0BEC-4051-83AD-13726952D7E4},0.115,0.330
123,2019/09/07,11:08:24,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Camden Smyka",{F3BB4E34-A1BC-430E-B52A-EEC8F066F1DE},R,"Coe College",Stretch,,Top,,,,Fastball,,"Foul Ball",,,,,,,135.034,1.000,0.057,2172.00,188.385,12:15,1.538,0.109,2.281,-46.638,26.815,3.953,1.174,0.075,121.875,-3.921,-0.336,0.441,,,,,,,,,,,,-2.929,19.873,-0.124,15.240,1.564,0.179,-37.235,0.357,-0.528,7.761,-6.229,"Coe College","Coe College",,,,,{E6CFE79B-E0E2-46D5-9D01-6039B8E38DA0},-0.095,1.175
124,2019/09/07,11:08:47,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Camden Smyka",{F3BB4E34-A1BC-430E-B52A-EEC8F066F1DE},R,"Coe College",Stretch,,Top,,,,Fastball,,"Called Strike",,,,,,,135.710,-0.670,-0.731,2110.00,209.261,1:0,1.445,0.045,2.347,-44.210,27.974,15.673,0.583,-0.361,123.160,-5.894,-2.281,0.436,,,,,,,,,,,,-11.731,20.937,-0.120,15.240,1.439,1.516,-37.469,-0.801,-2.130,8.203,-6.008,"Coe College","Coe College",,,,,{D0D486AC-3677-4F1B-A81D-C5F217C0F3EE},0.325,0.592
125,2019/09/07,11:17:31,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Camden Smyka",{F3BB4E34-A1BC-430E-B52A-EEC8F066F1DE},R,"Coe College",Stretch,,Top,,,,Fastball,,Ball,,,,,,,134.781,0.156,0.452,2124.00,213.946,1:15,1.440,0.127,2.258,-41.873,30.710,20.672,0.908,0.465,122.833,-4.247,2.115,0.439,,,,,,,,,,,,-15.381,22.850,-0.142,15.240,1.469,-0.229,-37.374,-0.206,-2.794,7.789,-5.659,"Coe College","Coe College",,,,,{63063002-AD8A-4FF1-AE29-8ADDA13CB1FE},-0.476,0.898
126,2019/09/07,11:17:47,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Fastball,,"Called Strike",,,,,,,136.801,0.527,-0.484,2189.00,241.605,2:0,1.421,0.116,2.302,-62.821,7.824,14.473,0.673,0.045,124.648,-6.254,0.188,0.432,,,,,,,,,,,,-10.785,5.830,-0.129,15.240,1.440,0.579,-37.790,-0.065,-2.010,7.719,-8.724,"Coe College","Coe College",,,,,{01070FF4-5F9D-44BF-8747-24966A7DDF01},-0.060,0.684
127,2019/09/07,11:18:06,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Fastball,,Ball,,,,,,,136.514,2.168,0.897,2166.00,216.065,1:15,1.535,0.129,2.241,-43.531,27.720,20.187,1.535,0.585,123.820,-2.405,2.538,0.435,,,,,,,,,,,,-15.021,20.625,-0.166,15.240,1.587,-0.469,-37.730,1.091,-2.779,7.968,-5.993,"Coe College","Coe College",,,,,{16EBB41C-6EDE-42AE-8574-F7F8CB9F0775},-0.592,1.531
128,2019/09/07,11:18:31,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Fastball,,Ball,,,,,,,138.429,2.593,0.198,2175.00,286.090,3:30,1.350,0.173,2.302,-78.853,-9.914,34.370,0.948,0.551,126.138,-5.793,2.847,0.427,,,,,,,,,,,,-25.543,-7.368,-0.189,15.240,1.443,0.055,-38.250,1.058,-4.891,7.696,-11.221,"Coe College","Coe College",,,,,{53290C52-5A8B-41B4-8781-C9C341B8BE15},-0.564,0.956
129,2019/09/07,11:18:49,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Fastball,,"Foul Ball",,,,,,,136.828,0.844,-1.228,2172.00,311.212,4:15,1.397,0.115,2.301,-77.306,-7.100,8.107,0.591,-0.160,125.145,-7.032,-0.662,0.431,,,,,,,,,,,,-6.030,-5.281,-0.086,15.240,1.470,0.837,-37.771,0.016,-1.133,7.062,-10.802,"Coe College","Coe College",,,,,{D9BB6B51-DCD1-4B71-A862-3B038DF48048},0.161,0.579
130,2019/09/07,11:19:12,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Fastball,,"Foul Ball",,,,,,,138.812,0.087,-1.093,2070.00,206.590,1:0,1.339,0.084,2.398,-35.245,33.918,16.978,0.541,-0.112,125.755,-6.207,-0.236,0.426,,,,,,,,,,,,-12.761,25.495,-0.083,15.240,1.370,0.938,-38.361,-0.909,-2.408,9.207,-4.999,"Coe College","Coe College",,,,,{FBBCF3A2-2244-4C3C-92AD-26FE51760ECC},0.100,0.590
131,2019/09/07,11:19:50,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",,,Top,,,,,,,,,,,,,139.751,0.639,-0.640,2323.00,191.464,12:30,1.570,0.141,2.283,-43.448,25.453,5.162,1.149,0.016,126.119,-3.966,-0.303,0.427,143.241,23.721,6.270,,,,,93.191,,,3.721,-3.843,18.952,-0.133,15.240,1.583,0.440,-38.479,0.157,-0.735,8.756,-6.186,"Coe College","Coe College",,,,,{D7D4FD48-03EC-45BD-8A7F-AE79823C50E4},-0.016,1.143
132,2019/09/07,11:19:58,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",,,Top,,,,,,,,,,,,,87.157,5.856,-0.376,1165.00,179.876,12:0,3.006,0.286,2.998,275.670,453.565,-0.981,3.649,-0.432,75.487,-1.755,-5.166,0.671,,,,,,,,,,,,0.762,352.148,-0.359,15.240,3.422,0.990,-23.790,-2.482,0.054,4.123,15.202,"Coe College","Coe College",,,,,{2CF668CE-45B8-4BE1-A78B-83B915CFF96E},0.306,5.097
133,2019/09/07,11:21:18,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Tyrell Johnson",{0D9F25CD-2CFF-4600-A512-164EBCF4B760},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,139.259,-3.178,-2.027,2227.00,205.559,12:45,1.649,0.125,2.319,-15.112,52.858,25.279,0.355,-0.338,127.621,-6.460,-1.360,0.424,,,,,,,,,,,,-18.853,39.421,-0.118,15.240,1.631,1.802,-38.542,-2.702,-3.648,8.152,-2.181,"Coe College","Coe College",,,,,{4F096E51-901D-48D4-9C82-50E6915408ED},0.311,0.371
134,2019/09/07,11:21:52,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Tyrell Johnson",{0D9F25CD-2CFF-4600-A512-164EBCF4B760},R,"Coe College","Wind Up",,Top,,,,Fastball,,Single,,,,,,,147.386,-4.616,-0.715,1760.00,,,0.623,0.087,1.438,,,,,,,,,,137.270,10.238,2.355,,,,,55.786,,,1.614,-95.222,-26.977,-0.208,15.240,0.409,2.062,-40.541,-2.364,-18.156,17.742,-14.954,"Coe College","Coe College",,,,,{92AA94CF-9061-4D87-BE45-83AE99B163F3},-0.838,-1.735
135,2019/09/07,11:22:20,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Tyrell Johnson",{0D9F25CD-2CFF-4600-A512-164EBCF4B760},R,"Coe College",Stretch,,Top,,,,Fastball,,Ball,,,,,,,134.360,-2.068,-2.573,2177.00,242.244,2:0,1.505,0.098,2.302,-56.184,17.102,32.497,0.078,-0.402,122.970,-8.550,-0.836,0.440,,,,,,,,,,,,-24.172,12.720,-0.088,15.240,1.485,2.054,-37.062,-1.783,-4.350,7.151,-7.521,"Coe College","Coe College",,,,,{5AA13047-4B34-43AA-8B2E-A1E0D68DDF1E},0.391,0.091
136,2019/09/07,11:22:55,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Tyrell Johnson",{0D9F25CD-2CFF-4600-A512-164EBCF4B760},R,"Coe College",Stretch,,Top,,,,Fastball,,"Contact Out",,,,,,,135.715,0.516,-1.519,2075.00,242.278,2:0,1.601,0.095,2.242,-59.547,13.257,25.226,1.025,-0.054,122.745,-4.971,0.501,0.440,145.770,29.395,-17.889,,,,,92.072,,,4.731,-18.771,9.864,-0.110,15.240,1.533,1.111,-37.302,0.493,-3.399,7.703,-8.024,"Coe College","Coe College",,,,,{051AA63D-FE80-489B-958A-F546C8731618},0.058,1.047
137,2019/09/07,11:24:42,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Nolan Cavanaugh",{9AFDA1EE-B1E1-4EEA-8A35-92D08D9FA3B1},R,"Coe College",,,Bottom,,,,,,,,,,,,,63.350,16.373,2.870,2464.00,165.515,11:30,2.857,0.005,2.670,-180.774,208.713,-53.920,4.189,0.738,52.081,-8.946,2.565,1.004,,,,,,,,,,,,41.464,160.497,0.028,15.240,3.174,-1.337,-16.071,3.496,1.358,1.754,-4.553,"Coe College","Coe College",,,,,{81993E08-09B8-48E8-A32E-67430527FF10},-0.630,4.421
