date,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
3/8/2018,Owen Gubbels,Tyler Winterstein,Cole Schumacher,Matt Orozco,Brook Johnson,Kyle Hunter,Derek Kolbush,Jared Scdoris,Spencer Scheer,3,3,Tucker McHugh,8,012000000,ss,2b,3b,dh,lf,cf,1b,c,rf,Brody Murphy,,nebraska wesleyan,Brody Murphy,,9,Steele,"Auburndale, FL (Lake Myrtle Park)",5:45 pm,2:40,,,john carroll,Keohane,Zawadzki,Mo. Donnelly,Mittiga,Ferguson,McCarty,Penman,Charpentier,Anderson,1,6,Steele,11,240000000,lf,ss,1b/c,3b,dh,2b,rf,c,cf,Mayle,"chilly, mid 50s, cloudy",Mayle
4/10/2018,Jack Lasswell,Dalton Garst,Kellen Mitchell,Tyler Lewan,Will Doherty,Justin Jenson,Isalino Valencia,Luke Carroll,Nasir Ricks,2,16,Gavin Barkema,13,00003067,2b,3b,1b,ss,dh,rf,lf/cf,c,cf,Michael Hoffman,,"dubuque, univ. of","Schmitt, Adam",Paz Agudelo faced 4 batters in the 8th.,8,,"Dubuque, Iowa (Dan W. Runkle Field)",4:00,2:42,,,concorida-chicago,"VanDuser, Bryan","Silva, Joe","Massey, Andrew","Wilson, Mitch","Tyrell, Keegan","Coppin, Kevin","Frank, Jacob","Fauth, Matt","Mercado, Jose",2,5,"Rogers, Anthony",8,00000410,3b,rf,dh,2b,cf,c,1b,lf,ss,"Schmitt, Adam",40 and cloudy,Gavin Barkema
2/27/2018,David Fitzgerald,Clay Henning,Eric Willis,Blake Mahoney,Cody Hyler,Tyler Nunemaker,Zach Hovick,Clint Kannegieter,Tyler Hovick,0,2,Austin Bohling,4,0000011,1b,ss,2b,cf,c,rf,3b,dh,lf,Tanner Eckhart,,wartburg college,David Cushin,Jake Marsh faced 1 batter in the 7th.,7,,Minneapolis (U.S. Bank Stadium),11 p.m.,1:31,,,bethel university,Esteban Vela,Sam Horner,Mitch Butvil,Austin Ledin,Bo Lovdahl,Joey Fredric,Michael Wesn,John Horner,Jake Schuber,1,1,Jake Marsh,6,0000001,2b,cf,lf/c,c,1b,3b,rf,dh,ss,Michael Bohl,Indoors,Austin Bohling
5/5/2018,Hickey,Larsen,Bohn,Parks,Sarkon,Jancsy,Kelly,Ventrelle,Lyle,1,10,Villasenor,11,700030X,cf,rf,c,lf,1b,dh,2b,3b,ss,Villasenor,,univ. of chicago,Tyler Boesel,,7,,"Grinnell, Iowa (Pioneer Park)",1:37 pm,1:32,Home Plate: Mike KellyFirst: Brigham Phillips,LUT,luther college,Jake Vogt,Joe McKibben,Trent Athmann,Bryce Hingst,Mitch Bruggers,Tommy Gleason,Gannon Jordahl,Jared Swanson,Kelby Johnson,3,0,Calvin Brinda,4,0000000,cf,rf,c,1b,3b,dh,lf,2b,ss,Tyler Boesel,"75, sunny, 12 mph WSW",Villasenor
3/12/2018,Jack Lasswell,Dalton Garst,Thomas Kempf,Will Doherty,Jarad Clevenger,Tyler Imrich,Gabriel Panza,Michael Hoffman,Brandon Ramos,2,2,Gavin Barkema,5,0010001,2b,3b,1b,dh,cf,lf,c,ss,rf,Doug Van Dyke,,"dubuque, univ. of",Doug Van Dyke,,7,,"Tucson, Ariz. (Kino Sports Complex)",3:00 pm,1:57,,,augsburg univ.,Jordan DeCroock,Clayton Bodine,Zach Bakko,Walker Rogers,Jordan Peoples,Donovan Tomony,Dylan Foote,Keane Turner,Chris Steinhoff,3,4,Dayton Danielson,8,0000103,cf,ss,lf,3b,dh,1b,c,2b,rf,Dayton Danielson,,Dayton Danielson
5/5/2018,Bryce Rheault,Peyton Renning,Devin Wagenman,Coleman Roberts,Joe Rock,Porter Sartor,Parker Truesdell,Nick Henrichs,Ryley McGregor,0,10,Casey Hendricks,13,010000603,ss,lf,cf,rf,1b,3b,2b,c,dh,Gage Smart,BVU,buena vista,Gage Smart,,9,,"Storm Lake, Iowa (BVU/SL HS Field)",1:00pm,1:30,Home Plate: Jon FyeFirst: Ben Engstrand,WAR,wartburg,JoJo McNair,Eric Willis,Blake Mahoney,Zach Hovick,Cody Hyler,Emmanuel JEffery,Parker Ridge,David Fitzgerald,Clay Henning,0,15,Tony Rex,18,202113411,lf,2b,cf,1b,c,dh,3b,rf,ss,Tanner Eckhart,,Tanner Eckhart
3/11/2018,R. Moriarty,C. Pengilly,B. Panning,J. Lundquist,N. Lindberg,C. Clemensen,B. Peterson,Matt Berkner,Sam Archer,2,5,D Rademacher,9,010110011,lf/cf,ss,cf/p,1b,rf,2b,3b,dh/lf,c,C. Johnson,,gustavus adolphus,C. Johnson,C. Johnson faced 2 batters in the 5th.,9,,"Pleasant Hill, IA (Southeast Polk HS)",,,,LUT,luther college,Jake Halverson,Jake Vogt,Bryce Hingst,Derek McCready,Tommy Gleason,Mitch Bruggers,Matt Clark,Trent Athman,Jared Swanson,1,10,Sean Westendorf,12,001114300,ss,cf,1b,dh,lf,3b,rf,c,2b,Joey Cardamon,,Joey Cardamon
3/17/2018,Jakob Freele,Alex Loberger,Anthony Corrado,Adrian Bethel,Paden Kottwitz,Will Lee,Shawn O'Connell,John,Rian Arreazola,1,0,Ernie Robrecht,0,000000000,cf,c,p,rf,1b,2b,3b,lf,ss,Anthony Corrado,,northland college,Anthony Corrado,,9,,"Independence, Iowa (Mustang Park)",12 pm,1:46,,LUT,luther college,Jake Vogt,Trent Athman,Bryce Hingst,Derek McCready,Mitch Bruggers,Tommy Gleason,Matt Clark,Kelby Johnson,Jared Swanson,0,1,Colin Coffey,6,000000100,cf/ss,c,1b,dh,3b,lf,rf,ss,2b,Colin Coffey,,Colin Coffey
4/20/2018,Jack Lasswell,Dalton Garst,Kellen Mitchell,Will Doherty,Thomas Kempf,Justin Jenson,Tyler Imrich,Tyler Lewan,Nasir Ricks,2,11,Chase Kueter,13,00030422X,2b,3b,1b,c,dh,rf,lf,ss,cf,Chase Kueter,,"dubuque, univ. of",Tanner Eckhart,,9,,"Dubuque, Iowa (Dan W. Runkle Field)",3:00,5:02,,WAR,wartburg,JoJo McNair,Eric Willis,Blake Mahoney,Tyler Nunemaker,Zach Hovick,Cody Hyler,David Fitzgerald,Parker Ridge,Clay Henning,3,2,Darren Kilpatrick,5,002000000,lf,2b,cf,dh,1b,c,rf,3b,ss,Tanner Eckhart,,Chase Kueter
3/23/2018,Austin Konagel,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Michael Muto,Luke Fennelly,2,7,Tanner Fallon,10,210202000,2b,rf,1b,lf,cf,3b,dh,c,ss,Nick Spiess,LOR,loras,Nolan Even,Liston faced 1 batter in the 6th.,9,Tom Kunzer,"Dubuque, Iowa (Petrakis Park)",5:10 PM,2:40,Even faced 2 batters in the 7th.,SIM,simpson,Jared Herzog,Hunter Hillygus,Noah Sacco,Trey Kehoe,Brandon Urias,Scott Meier,Nathan Carlin,Tanner Jansen,Cameron Liston,1,9,Tom Kunzer,8,021004200,cf,rf/1b,lf,1b,3b,2b,ss,c/rf,dh/p,Curt Castenson,30's / Windy,J Lowery
5/1/2018,Jack Lasswell,Dalton Garst,Kellen Mitchell,Justin Jenson,Tyler Lewan,Zach McCoy,Jarad Clevenger,Will Doherty,Nasir Ricks,0,2,Nathan Schneiderman,5,00000110X,2b,3b,1b,rf,dh,ss,lf,c,cf,Jordan Nelson,,"dubuque, univ. of",Joey Cardamon,,9,Nathan Schneiderman,"Dubuque, Iowa (Dan W. Runkle Field)",3:00,4:51,,LUT,luther college,Jake Vogt,Jake Halverson,Trent Athmann,Bryce Hingst,Mitch Bruggers,Joe McKibben,Derek McCready,Cole Jensen,Kelby Johnson,0,0,Joey Cardamon,13,000000000,cf,ss,c,1b,3b,rf,dh,lf,2b,Joey Cardamon,,Nick Sewruk
3/20/2018,Wyatt Ulrich,Jack Wingerd,Max Jackson,Jeron Terres,Thomas Meland,Jack Schramel,Michael Gruber,Dominick Schleper,Brennan Swan,3,16,Ben Etzell,19,55120021X,rf,lf,cf,1b,dh,3b,ss,c,2b,Joey Stock,,st. john's univ.,Casey Hendricks,,9,,"Tucson, Ariz. (Kino Sports Field 5)",9:00am,2:40,,BVU,buena vista,Bryce Rheault,Coleman Roberts,Peyton Renning,Devin Wagenman,Tyler Tennyson,Alex Savary,Porter Sartor,Tyler Stoltze,Parker Truesdell,3,7,Collin Jurgensmeier,11,420000010,ss,rf,lf,cf,1b,dh,3b,c,2b,Casey Hendricks,,Jake Dickmeyer
5/4/2018,Bryce Rheault,Peyton Renning,Devin Wagenman,Coleman Roberts,Joe Rock,Porter Sartor,Parker Truesdell,Nick Henrichs,Ryley McGregor,1,11,Tyler Heineman,16,01202051X,ss,lf,cf,rf,1b,3b,2b,c,dh,Eric LaRue,BVU,buena vista,Benjamin Milewski,Rex faced 1 batter in the 6th.,9,,"Storm Lake, Iowa ()",6:00pm,2:30,,WAR,wartburg,JoJo McNair,Eric Willis,Blake Mahoney,Zach Hovick,Cody Hyler,Tyler Nunemaker,Parker Ridge,David Fitzgerald,Clay Henning,1,5,Chris Tomkins,9,102000011,lf,2b,cf,1b,c,dh,3b,rf,ss,Benjamin Milewski,,Eric LaRue
4/12/2018,Jared Herzog,Scott Meier,Noah Sacco,Hunter Hillygus,Trey Kehoe,Truman Schmitt,Kolton Arnold,Nathan Carlin,Alec Hensley,5,7,Devon Veach,11,022010011,cf,2b,lf,1b,dh,c,3b,ss,rf,Tanner Jansen,SIM,simpson,Colin Sexton,Jansen faced 2 batters in the 8th.,9,,"Indianola, Iowa (McBride Field)",3:06 pm,2:32,Home Plate: Patrick McIlhonFirst: Jason Kramer,DBQ,dubuque,Jack Lasswell,Dalton Garst,Kellen Mitchell,Thomas Kempf,Will Doherty,Jarad Clevenger,Tyler Lewan,Isalino Valencia,Nasir Ricks,4,14,Nathan Schneiderman,14,000003038,2b,3b,1b,dh,c,rf,ss,lf,cf,Chase Kueter,"68, p cloudy, ne 13 mph",Nathan Schneiderman
4/21/2018,Garrett Saunders,Trevor Kimm,Joe Rebik,Ryan Garrett,Tanner Wood,Nick Strysik,Ryan Bouwman,Coy Moore,Anthony Fumagalli,2,13,Rece Martin,16,10800031,ss,c,lf,3b,rf,dh,1b,cf,2b,Zach Edwards,CEN,central,Curt Castenson,Coble faced 2 batters in the 8th.,8,,"Pella, Iowa (Central College)",4:10 p.m,2:50,,SIM,simpson,Jared Herzog,Scott Meier,Noah Sacco,Hunter Hillygus,Trey Kehoe,Kolton Arnold,Truman Schmitt,Nathan Carlin,Brandon Urias,1,3,Ethan Coble,5,00300000,cf,2b,lf,rf,1b,dh,c,ss,3b,Curt Castenson,53 and cloudy,Rece Martin
5/5/2018,Garrett Saunders,Trevor Kimm,Joe Rebik,Ryan Garrett,Kyle Crampton,Coy Moore,Patrick Diemer,Ryan Bouwman,Anthony Fumagalli,3,3,Marcus Wenzel,7,020001000,ss,c,lf,3b/1b,dh,cf,rf,1b,2b,Tanner Wood,CEN,central,Tanner Wood,,9,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.,2:25,Home Plate: Lee PrzybylskiFirst: Todd Savage,LOR,loras,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,0,13,Tyler Tomaka,13,250000006,2b,c,rf,1b,lf,cf,3b,dh,ss,Ben Milks,"81 degrees, sunny",Ben Milks
3/17/2018,Thomas Rivet,Cale Hall,Jacob Heller,K. O'Malley,Nick Ricci,Colton Conn,Chris Frantz,Chase Hall,Zach Schulte,4,3,Ben West,6,0000012,dh,ss,1b,c,rf,2b,lf,3b,cf,Ben Wheaton,,trine,Ben Wheaton,,7,,"Westfield, Ind. (Grand Park)",12:00 PM,1:55,,LOR,loras,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,4,10,Nick Spiess,15,0150211,2b,c,rf,1b,lf,cf,3b,dh,ss,Nick Spiess,,Nick Spiess
3/23/2018,Jake Halverson,Jake Vogt,Trent Athman,Bryce Hingst,Derek McCready,Matt Clark,Mitch Bruggers,Tommy Gleason,Kelby Johnson,1,5,Joey Cardamon,9,100004X,ss,cf,c,1b,dh,rf,3b,lf,2b,Joey Cardamon,LUT,luther college,Egan Bonde,,7,,"Decorah, Iowa (Luther College)",4:15PM,1:30,Home Plate: Garret GriffinFirst: Eric Olson,BVU,buena vista,Bryce Rheault,Ryley McGregor,Peyton Renning,Devin Wagenman,Tyler Tennyson,Coleman Roberts,Nick Henrichs,Porter Sartor,Parker Truesdell,1,2,Tate Holmes,5,0200000,ss,dh,lf,cf,1b,rf,c,3b,2b,Egan Bonde,46 partly sunny,Joey Cardamon
3/18/2018,Noah Salasky,CJ Yoannou,Charlie Patrick,Sam Comer,Nolan Lavender,Elliot Shebek,Brayden White,Austin Shirley,Maclain Neal,2,6,Max Bohrer,6,000000060,2b,ss,rf,1b,3b,lf,c,cf,dh,Grant Rademacher,,depauw,Grant Rademacher,,9,,"Greencastle, Ind. (Walker Field)",Noon,2:40,,LOR,loras,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,1,13,Nolan Even,13,122003140,2b,c,rf,dh,lf,cf,3b,1b,ss,Brad Schwind,45 degrees,Brad Schwind
4/27/2018,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,1,1,Sean Conneely,9,000010000,2b,c,rf,1b,lf,cf,3b,dh,ss,Brad Schwind,LOR,loras,Brad Schwind,,9,,"Dubuque, Iowa (Petrakis Park)",6:00 PM,2:19,,DBQ,dubuque,Jack Lasswell,Dalton Garst,Kellen Mitchell,Justin Jenson,Thomas Kempf,Zach McCoy,Jarad Clevenger,Will Doherty,Nasir Ricks,2,10,Doug Knight,14,030002023,2b,3b,1b,rf,dh,ss,lf,c,cf,Doug Van Dyke,,Doug Van Dyke
5/17/2018,"Quade, Jeremy","Outlaw, Eric","Mateja, Michael","Wisz, Mike","Carmody, John","Weilbacher, Colin","Marinec, Rob","Scott, Ryan","Sutherland, Matt",0,8,"Schaefer, Patrick",16,300012101,cf,2b,3b,lf,1b,rf,c,dh,ss,"Hoh, Russell",,north central,Nathan Schneiderman,,9,,"Duluth, MN (Wade Stadium)",3:00 PM,2:28,Home Plate: Kyle KlinkFirst: Michael McGloonSecond Base: Trent HaldimanThird Base: Michael Monita,DBQ,dubuque,Jack Lasswell,Dalton Garst,Kellen Mitchell,Justin Jensen,Thomas Kempf,Zach McCoy,Jarad Clevenger,Will Doherty,Tyler Imrich,4,7,Nathan Schneiderman,9,300020200,2b,3b,1b,cf,dh,ss,rf,c,lf,Chase Kueter,"Sunny, Breezy, Chilly","Schaefer, Patrick"
3/18/2018,Owen Gubbels,Spencer Scheer,Joel Maxwell,Derek Kolbush,Jared Scdoris,Kyle Hunter,Cole Schumacher,Bradyn Thomas,Justus Stocks,1,5,Riley Ward,8,02011100X,ss,dh,lf,1b,c,cf,3b,2b,rf,Riley Ward,,nebraska wesleyan,Max Christoff,,9,,"Lincoln, Neb. (NWU field)",2:30PM,2:20,,,presentation,Johnny Radomskly,Cameron Guevara,Jesse Spangler,Anthony Guzman,Max Christoff,Marcus Warscher,Blake Crain,Ty Mullholland,Andrew Wright,1,0,Max Christoff,2,000000000,lf,ss,cf,1b,p,rf,3b,c,2b,Max Christoff,,Riley Ward
3/6/2018,Blake Mahoney,Chase Jamison,Eric Willis,Zach Hovick,Cody Hyler,Clint Kannegieter,Tyler Nunemaker,Clay Henning,David Fitzgerald,1,4,Austin Bohling,6,10200001X,cf,lf,2b,3b,c,rf,dh,ss,1b,Tony Rex,,wartburg,B. Eliadis,,9,Austin Bohling,"Auburndale, Florida (Lake Myrtle #8)",9:45 am,2:01,,,thomas more,Ben Laumann,J. Whitford,S. Lawrence,J. Boeckmann,Sam Hauer,Joe Goedde,B. Reynolds,Blaise Oster,Tyler Smith,5,1,Justin Ward,4,000010000,2b,ss,1b,rf,c,dh,lf,cf,3b,B. Eliadis,55 and sunny,Tony Rex
3/9/2018,Jared Herzog,Noah Sacco,Hunter Hillygus,Truman Schmitt,Trey Kehoe,Scott Meier,Nathan Carlin,Brandon Urias,Tanner Jansen,1,2,Colin Sexton,7,2000000,cf,lf,1b,c,dh,2b,ss,3b,rf,Curt Castenson,,simpson,Curt Castenson,,7,"Dziergas, Tim","Tucson, Ariz. (Kino Sports Complex)",7:21 pm,2:25,,,marian,"Walker, Jordan","Bastien, Nick","Falish, Jake","Dziergas, Tim","Dugandzic, Nick","Gates, Josh","Slywka, Travis","Meyer, Sean","Sottile, Anthony",0,5,"Dziergas, Tim",10,2011010,2b,cf,ss,1b/p,dh,rf,3b,c,lf,"Martin, Garrett","69, clear","Martin, Garrett"
4/11/2018,Blake Mahoney,Parker Ridge,Eric Willis,Zach Hovick,Cody Hyler,Tyler Nunemaker,Clint Kannegieter,Tyler Hovick,Clay Henning,1,15,Nathan Brown,12,03011307,cf,3b,2b,1b,c,rf,dh,lf,ss,Darren Kilpatrick,WAR,wartburg college,Liston,Liston faced 1 batter in the 5th.,8,Nathan Brown,"Waverly, Iowa (Hertel Field)",6 p.m.,2:50 hr,Lowery faced 3 batters in the 8th.,SIM,simpson,Herzog,Meier,Sacco,Hillygus,Kehoe,Schmitt,Arnold,Carlin,Liston,2,5,Lowery,13,02200010,cf,2b,lf,rf,1b,c,3b,ss,p/dh,Liston,,Austin Bohling
4/17/2018,P. Sanders,D. James,B. Powers,K. Shutter,T. Hannah,J. Woodard,Ballantine,M. Fusco,A. Recker,3,2,A. Ward,5,100010000,dh,cf,ss,c,lf,rf,1b,3b,2b,T. Janczur,,knox college,T. Janczur,,9,Doug Knight,"Galesburg, Ill. (Blodgett Field)",5:00 pm,2:00,Home Plate: Kevin FerrisFirst: Paul Keitel,,"dubuque, univ. of",Jack Lasswell,Dalton Garst,Kellen Mitchell,Thomas Kempf,Luke Carroll,Jarad Clevenger,Tyler Imrich,Zach McCoy,Isalino Valencia,4,5,Doug Knight,10,020101010,2b,3b,1b,dh,c,rf,lf,ss,cf,Michael Hoffman,Clear,Michael Hoffman
3/1/2018,Jake Halverson,Cole Jensen,Jake Vogt,Bryce Hingst,Derek McCready,Tommy Gleason,Mitch Bruggers,Trent Athman,Kelby Johnson,1,18,Tyler Boesel,14,201(10)50X,ss,rf,cf/3b,1b,dh,lf,3b,c,2b/ss,Joey Cardamon,,luther college,Tyler Rolland,Rolland faced 4 batters in the 4th.,7,,Minneapolis (US Bank Stadium),12:30 am,2:15,,,carleton college,Griffin Bolte,Josh Small,Wilson Battle,Austin Heuer,Nicholas Onomiya,Brendon Fischel,Chris Lasch,Matt Rubin,Logan Crowl,0,0,Wilson Battle,3,0000000,rf,ss,dh/p,1b,c,3b,2b,lf,cf,Tyler Rolland,Dome,Joey Cardamon
4/7/2018,McNair,Fitzgerald,Willis,"Hovick, Z",Hyler,Mahoney,Ridge,Nunemaker,Henning,1,3,Kilpatrick,6,0010200,lf,rf,2b,1b,c,cf,3b,dh,ss,"Milewski, B",WAR,wartburg college,"Milewski, B",Hovey faced 2 batters in the 3rd.,7,Tyler Tomaka,"Waverly, Iowa (Hertel Field)",3:24 pm,2:00 hr,"Milewski, B faced 1 batter in the 5th.",LOR,loras,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,1,4,Tyler Tomaka,8,2100100,2b,c,rf,1b,lf,cf,3b,dh,ss,Robert Hovey,,Erik Edminster
4/2/2018,Jared Herzog,Scott Meier,Noah Sacco,Hunter Hillygus,Trey Kehoe,Truman Schmitt,Brandon Urias,Kolton Arnold,Alec Hensley,3,3,Ethan Coble,7,00000021,cf,ss,lf,1b,dh,c,3b,2b/3b,rf,Tanner Jansen,SIM,simpson,Tanner Jansen,Jansen faced 3 batters in the 5th.,8,,"Indianola, Iowa (McBride Field)",2:18 pm,2:36,Kunzer faced 4 batters in the 5th.,WAR,wartburg,JoJo McNair,David Fitzgerald,Eric Willis,Zach Hovick,Cody Hyler,Blake Mahoney,Parker Ridge,Tyler Nunemaker,Clay Henning,1,17,Emmanuel Jeffery,19,00007118,lf,rf,2b,1b,c,cf,3b,dh,ss,Darren Kilpatrick,"38, cloudy, SE 14 mph",Darren Kilpatrick
4/26/2018,Z. Stone,Wichman,Breard,Jamesson,Larson,Bryant,Irwin,Schwartz,Tanon,2,2,H. Davis,4,0000020,dh,rf,1b,3b,ss,cf,lf,c,2b,Greenwald,COR,cornell college,Greenwald,,7,,"Mount Vernon, Iowa (Ash Park)",7:08 pm,2:13,Home Plate: Mike FedererFirst: Brigham Phillips,COE,coe college,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Grant Henning,Daniel Berger,Riley LeGrand,Jacob Henry,Nolan Arp,TJ Johnson,2,14,Zach Kammin,14,1251140,rf,cf,1b,c,dh,lf,3b,2b,ss,Alex Timp,"70, Clear, Winds SW at 12 mph",Alex Timp
3/4/2018,Klinehoffer,Thomas,Bostater,Shenefield,J.Burkett,Buckingham,Schlade,Barna,Kasberg,5,8,Storer,6,121013X,3b,dh,1b,2b,cf,rf,c,lf,ss,Schaller,,ohio northern,Brody Murphy,Schaller faced 1 batter in the 6th.,7,Storer,"Auburndale, Fla. (Lake Myrtle Park #1)",1 pm,2:21,,NWU,nebraska wesleyan,Owen Gubbels,Tyler Winterstein,Cole Schumacher,Brook Johnson,Kyle Hunter,Matt Orozco,James Babic,Dalton Vergith,Justus Stocks,2,4,Dalton Hinrichs,5,0010102,ss,2b,3b,lf,cf,dh,1b,c,rf/cf,Brody Murphy,,Schaller
3/30/2018,Justus Stocks,Owen Gubbels,Spencer Scheer,Derek Kolbush,Cole Schumacher,Tyler Winterstein,Kyle Hunter,Jared Scdoris,Brook Johnson,5,5,Tucker McHugh,9,000010301,rf,ss,dh,1b,3b,2b,cf,c,lf,Jesse Maguire,NWU,nebraska wesleyan,Jesse Maguire,,9,Austin Bohling,"Lincoln, Neb, (NWU Field)",12:04 pm,2:30,Home Plate: Heath KramerFirst: Curtis Carlson,WAR,wartburg,Eric Willis,David Fitzgerald,Blake Mahoney,Zach Hovick,Cody Hyler,Joseph Baumann,Clint Kannegieter,Tyler Hovick,Clay Henning,1,7,Austin Bohling,11,000020302,2b,1b,cf,3b,c,dh,rf,lf,ss,Tanner Eckhart,,Tanner Eckhart
3/5/2018,N. LaBella,C. Manderson,N. Palmer,D. Natalizio,J. Rodriguez,N.Vanderbeck,S.Vanderbeck,D. Earl,J. Andrews,4,16,N. Palmer,16,4332022,1b,c,ss/p,3b,cf,dh,rf,lf,2b,J. VanBeber,,suny poly,Tucker McHugh,,7,,"Lakeland, FL (Polk State College)",11:45 AM,3:30,,NWU,nebraska wesleyan,Owen Gubbels,Tyler Winterstein,Brook Johnson,Matt Orozco,Jared Scdoris,Derek Kolbush,Bradyn Thomas,Wyatt Stute,Justus Stocks,1,15,Tucker McHugh,14,3272010,ss,3b,lf,c,dh,1b,2b,rf,cf,Connor Cech,"71 degrees, sunny",N. Palmer
3/10/2018,Blake Mahoney,Clay Henning,Zach Hovick,Ryan King Jr.,Cody Hyler,Eric Willis,David Fitzgerald,Clint Kannegieter,JoJo McNair,1,1,Darren Kilpatrick,4,000000100,cf,ss,3b,dh,c,2b,1b,rf,lf,Tony Rex,,wartburg,Tony Rex,,9,,"Lakeland, Fla. (Henley Field)",6:00 pm,2:33,,,salve regina,Dylan Ketch,Zack Smith,Alex Perry,Dacey,DeFusco,Eremian,Vargas,Sam Brito,Cieszko,1,6,Tom Beliveau,12,102012000,lf,rf,1b,dh,cf,2b/3b,c,3b,ss,Maybach,,Maybach
3/10/2018,Tellier,O'Neil,Knell,Ramirez,Michael,Curran,Baker,Vasquez,Vartanian,1,8,Streich,11,07010000X,cf,2b,3b,ss,rf,dh,c,1b,lf,Cronin,,umass dartmouth,Dylan Gotto,Reardon faced 4 batters in the 7th.,9,,"Auburndale, Fla. (Henley Field)",2:00 PM,2:20,,WAR,wartburg,Blake Mahoney,Eric Willis,Zach Hovick,Cody Hyler,Ryan King Jr.,Tyler Nunemaker,Tyler Hovick,David Fitzgerald,Clay Henning,1,3,Nathan Brown,8,000000300,cf,2b,3b,c,dh,rf,lf,1b,ss,Dylan Gotto,"71 degrees, partly cloudy",Cronin
4/28/2018,Jared Herzog,Scott Meier,Noah Sacco,Hunter Hillygus,Trey Kehoe,Truman Schmitt,Kolton Arnold,Nathan Carlin,Tanner Jansen,0,0,J Lowery,4,000000000,cf,2b,lf,1b,p/dh,c,3b,ss,rf,Trey Kehoe,SIM,simpson,Trey Kehoe,Sexton faced 1 batter in the 8th.,9,,"Indianola, Iowa (McBride Field)",5:25 pm,2:24,Home Plate: Ronald AcunaFirst: Todd Savage,BVU,buena vista,Bryce Rheault,Ryley McGregor,Coleman Roberts,Peyton Renning,Devin Wagenman,Joe Rock,Keaton King,Tyler Stoltze,Ryan Steim,1,6,Nick Henrichs,10,020110200,ss,rf,dh,lf,cf,1b,3b,c,2b,Egan Bonde,"62, sunny, wind NE at 7",Egan Bonde
4/17/2018,P. Sanders,D. James,B. Powers,K. Shutter,T. Hannah,J. Woodard,A. Ward,N. Piller,A. Recker,0,6,J. Barreca,9,001014X,dh,cf,ss,c/3b,lf,rf,1b,3b,2b,L. Thake,,knox college,Nick Sewruk,,7,,"Galesburg, Ill. (Blodgett Field)",2:00 pm,2:00,Home Plate: Paul KeitelFirst: Kevin Ferris,,"dubuque, univ. of",Jack Lasswell,Dalton Garst,Will Doherty,Justin Jenson,Kellen Mitchell,Thomas Kempf,Tyler Imrich,Tyler Lewan,Nasir Ricks,4,5,Nathan Schneiderman,11,0003101,2b,3b,c,rf,1b,dh,lf,ss,cf,Tyler Carlson,Clear,J. Barreca
4/20/2018,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Grant Henning,Jacob Henry,Tyler Dralle,Cameron Frazier,Nolan Arp,TJ Johnson,3,5,TJ Deardorff,10,002000300,rf,cf,1b,c,3b,lf,dh,2b,ss,Andrew Schmit,COE,coe college,Andrew Schmit,,9,Andy Bower,"Cedar Rapids, Iowa (Bill Quinby Field)",2:57 pm,2:13,Home Plate: Allen SteklFirst: Bret Miell,BVU,buena vista,Bryce Rheault,Peyton Renning,Devin Wagenman,Coleman Roberts,Tyler Tennyson,Porter Sartor,Ryley McGregor,Nick Henrichs,Parker Truesdell,1,10,Andy Bower,13,03221002X,ss,lf,cf,rf,1b,3b,dh,c,2b,Gage Smart,"59, Sunny, Winds SE at 7 mph",Gage Smart
