date,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
4/27/2018,Riley Ward,Owen Gubbels,Derek Kolbush,Tyler Winterstein,Matt Orozco,Cole Schumacher,Joel Maxwell,Dalton Vergith,Kyle Hunter,3,1,Dalton Hinrichs,3,001000000,ss,2b,1b,3b,dh,rf,lf,c,cf,Jesse Maguire,NWU,nebraska wesleyan,Jesse Maguire,,9,,"Lincoln, Neb. (NWU Field)",2:58 pm,2:22,Home Plate: Rex EngstrandFirst: Ben Engstrand,LUT,luther,Jake Vogt,Jake Halverson,Trent Athmann,Bryce Hingst,Mitch Bruggers,Joe McKibben,Derek McCready,Jared Swanson,Gannon Jordahl,2,6,Sean Westendorf,13,202000011,cf,ss,c,1b,3b,rf,dh,2b,lf,Joey Cardamon,"78 degrees, sunny",Joey Cardamon
5/4/2018,Garrett Saunders,Trevor Kimm,Joe Rebik,Tanner Wood,Ryan Garrett,Kyle Crampton,Coy Moore,Ryan Bouwman,Anthony Fumagalli,4,5,Zach Edwards,12,200000201,ss,c,lf,rf,3b/1b,dh,cf,1b,2b,Nick Long,CEN,central,Nick Long,,9,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.,2:34,Home Plate: Rex EngstrandFirst: Mike Kelly,LOR,loras,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,2,10,Nolan Even,17,121110310,2b,c,rf,1b,lf,cf,3b,dh,ss,Nick Spiess,"Sunny, 76 degrees",Nick Spiess
3/15/2018,Alex Cappitelli,Jonny Corning,Ryan Earle,Matt Jeye,Danny Rose,Chase Pratt,Tanner Fulkerson,AJ Ferrara,Kevin Walek,1,10,Sam Phipps,12,000720100,cf,2b,1b/p,rf,lf,c,3b,dh,ss,Nolan Webb,,wesleyan univ.,Nolan Webb,Jake Alonzo faced 2 batters in the 6th.,9,,"Tucson, Ariz. (Stadium)",3:00pm,3:40,,BVU,buena vista,Bryce Rheault,Peyton Renning,Devin Wagenman,Coleman Roberts,Nick Henrichs,Porter Sartor,Tyler Tennyson,Tyler Stoltze,Ryan Steim,1,15,Nick Henrichs,18,710023002,ss,lf,cf,rf,dh/p,3b,1b,c,2b,Casey Hendricks,,Andy Bower
4/28/2018,JoJo McNair,Eric Willis,Blake Mahoney,Zach Hovick,Cody Hyler,Tyler Nunemaker,David Fitzgerald,Parker Ridge,Clay Henning,0,3,Austin Bohling,8,01000002X,lf,2b,cf,1b,c,dh,rf,3b,ss,Benjamin Milewski,WAR,wartburg college,Tanner Wood,,9,Austin Bohling ,"Waverly, Iowa (Hertel Field)",1 p.m.,2:03 hr,First: Josh Mara,CEN,central college,Garrett Saunders,Trevor Kimm,Joe Rebik,Ryan Garrett,Kyle Crampton,Coy Moore,Patrick Diemer,Kaiden Fiebelkorn,Anthony Fumagalli,5,1,Dylan Diveney,3,000000001,ss,c,lf,1b/3b,dh,cf,rf,3b,2b,Tanner Wood,,Benjamin Milewski
3/4/2018,Isaac Evans,Cameron Frazier,Kyle Alvarado,Jacob Burns,Jordan Kaplan,Daniel Berger,Grant Henning,Thomas Simon,Jacob Henry,3,9,Tyler Dralle,15,10400004X,cf,rf,2b,lf,1b,dh,c,3b,ss,Jack Greene,,coe college,Ben Davis,Whittaker faced 2 batters in the 4th.,9,,"Winter Haven, Fla. (ChainOLakes Stadium)",8:57 am,2:58,,,saint vincent,Tanner Yard,Matt Morrone,Eddie Kilkeary,Bobby Finn,Patrick McElfish,Nick LaCava,Ramon Milke,Parker Janosko,Shane Fajt,2,8,Matt Evans,13,021300020,3b,cf,lf,1b,dh,2b,rf,c,ss,Matt Whittaker,"53, Sunny, Winds N at 7 mph",Tyler Dralle
3/13/2018,Tyler Imrich,Jack Lasswell,Dalton Garst,Thomas Kempf,Gabriel Panza,Will Doherty,Michael Hoffman,Jarad Clevenger,Brandon Ramos,2,6,Brian Sholty,9,011002101,lf,2b,3b,1b,c,dh,ss,cf,rf,Jordan Nelson,,"dubuque, univ. of",Jordan Nelson,"Logan, S. faced 3 batters in the 7th.",9,,"Tucson, AZ (Kino Stadium)",3:00 PM,3:29,,,framingham state,Aaron Williams,Anthony Venuti,Jordan Pallazola,Cameron Borrelli,Kyle Pileski,Matthew Brockett,Jeff Besozzi,Andrew Curtis,Joe Ambrosino,2,15,Alex Erwin,15,050222220,rf,2b,c,1b,lf,ss,dh,cf,3b,Matt Fogarty,,Kevin Scerra
5/5/2018,Garrett Saunders,Dan Weir,Joe Rebik,Tanner Wood,Ryan Garrett,Kyle Crampton,Michael Collins,Anthony Fumagalli,Corey Broxson,2,1,Spencer Davidson,4,0000000010,ss,c,lf,cf,3b,1b,dh,2b,rf,Dylan Diveney,CEN,central,Spencer Davidson,,10,Tyler Tomaka,"Pella, Iowa (Kuyper Athl. Complex)",3:55 p.m,2:46,Home Plate: Todd SavageFirst: Lee Pryzbylski,LOR,loras,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Michael Muto,Luke Fennelly,1,2,Tyler Tomaka,6,0000000011,2b,dh,rf,1b,lf,cf,3b,c,ss,Brad Schwind,"82 degres, sunny",Erik Edminster
3/17/2018,Owen Gubbels,Bradyn Thomas,Brook Johnson,Matt Orozco,Cole Schumacher,Spencer Scheer,Kyle Hunter,Derek Kolbush,Justus Stocks,3,1,Josh Seifert,4,000001000,ss,2b,lf,c,3b,dh,cf,1b,rf,Brody Murphy,,nebraska wesleyan,Brody Murphy,,9,,Lincoln Neb (Sherman Field),7PM,2:25,,,presentation,Jesse Spangler,Cameron Guevara,Anthony Guzman,Jace Wyatt,Max Christoff,Johnny Radomskly,Zane Hunt,Josh Tabor,Blake Crain,2,6,Austin Crain,8,100003020,cf,ss,1b,c,3b,lf,rf,dh,2b,Joey Wollman,,Joey Wollman
3/6/2018,Yard,Morrone,Kilkeary,Finn,McElfish,LaCava,Milke,Janosko,Fajt,2,6,Parks,7,2021010,3b,cf/rf,lf,1b,dh,2b,rf,c,ss,Gillespie,,saint vincent,Gillespie,,7,,"Winter Haven, Fla. (Chain O'Lakes Stad.)",10 a.m.,2:44,,CEN,central,Garrett Saunders,Coy Moore,Ryan Bouwman,Tanner Wood,Trevor Kimm,Joe Rebik,Kyle Crampton,Chris Riddle,Kaiden Fiebelkorn,1,18,Rece Martin,21,1152351,ss,cf,1b,rf,c,lf,dh,2b,3b,AJ Pierce,"73 degrees, sunny",Rece Martin
5/2/2018,Isaac Evans,Kevin DeLaney,Jordan Kaplan,Grant Henning,Jacob Burns,Tyler Dralle,Thomas Simon,Nolan Arp,Matthew Schrader,0,9,TJ Johnson,13,20001024X,cf,rf,1b,c,lf,dh,3b,2b,ss,Jack Greene,COE,coe college,Tyler Steward,,9,,"Cedar Rapids, Iowa (Bill Quinby Field)",4:05 pm,2:33,Home Plate: Keith MundtFirst: Kevin Ferris,CEN,central,Garrett Saunders,Trevor Kimm,Joe Rebik,Ryan Garrett,Tanner Wood,Kyle Crampton,Coy Moore,Ryan Bouwman,Anthony Fumagalli,0,0,Marcus Wenzel,3,000000000,ss,c,lf,3b,rf,dh,cf,1b,2b,Tyler Steward,"76, Cloudy, Winds W at 9 mph",Jack Greene
3/30/2018,Justus Stocks,Owen Gubbels,Spencer Scheer,Derek Kolbush,Brook Johnson,Matt Orozco,Tyler Winterstein,Joel Maxwell,Kyle Hunter,2,9,Sam Condello,10,1112030100,rf,ss,3b,1b,lf,c,2b,dh,cf,Hayden Parker,NWU,nebraska wesleyan,Sam Condello,Stute faced 1 batter in the 7th.,10,,"Lincoln, Neb. (NWU Field)",3:03 pm,3:27,Home Plate: Curtis CarlsonFirst: Heath Kramer,WAR,wartburg,JoJo McNair,David Fitzgerald,Eric Willis,Blake Mahoney,Ryan King Jr.,Cody Hyler,Zach Hovick,Parker Ridge,Clay Henning,0,10,Nathan Brown,9,2103011101,lf,rf,2b,cf,dh,c,1b,3b,ss,Benjamin Milewski,"57 degrees, sunny",Nathan Brown
3/25/2018,Eric Willis,David Fitzgerald,Blake Mahoney,Zach Hovick,Cody Hyler,Clint Kannegieter,Adam Sacia,Tyler Nunemaker,Clay Henning,0,3,Austin Bohling,10,00110001X,2b,1b,cf,3b,c,dh,lf,rf,ss,Benjamin Milewski,,wartburg,Mayfield,Game played atGCS Credit Union Ballpark,9,Austin Bohling,"Sauget, Ill. (GCS Ballpark)",12:56 pm,2:21,,,rose-hulman,Cody,Shipley,Robeson,Burnside,Stachowski,Thomas,Calabrese,Camp,Donnelly,4,0,Brogan,5,000000000,2b,ss,lf,rf,1b,dh,c,cf,3b,Mayfield,"Cloudy, 44, Wind: ENE 13 mph",Benjamin Milewski
3/30/2018,Jarad Clevenger,Dalton Garst,Thomas Kempf,Will Doherty,Tyler Lewan,Tyler Imrich,Jack Lasswell,Cody Kramschuster,Isalino Valencia,1,11,Nick Sewruk,12,00201800X,dh,3b,1b,c,ss,lf,2b,cf,rf,Doug Van Dyke,,"dubuque, univ. of",Lucas Robbins,"Timp, A. faced 3 batters in the 5th.",9,Nick Sewruk,"Dubuque, Iowa (Dan W. Runkle Field)",2:30,5:00,,COE,coe college,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Thomas Simon,Jacob Burns,Jacob Henry,Grant Henning,Kyle Alvarado,TJ Johnson,0,7,David Keaton,11,000401002,rf,cf,1b,dh,lf,3b,c,2b,ss,Alex Timp,45 degrees,Doug Van Dyke
3/2/2018,Getz,Lamb,Ralls,Hodges,Marsh,Wolff,Wood,Pearce,Dix,2,7,Wolff,10,00012022X,ss,cf,c,1b,rf,3b/p,dh,lf/3b,2b,Alender,,greenville,Nathan Schneiderman,,9,,"Greenville, Ill. (Robert E Smith Field)",3 pm,2:55,,,"dubuque, univ. of",Tyler Imrich,Dalton Garst,Tyler Lewan,Thomas Kempf,Will Doherty,Kellen Mitchell,Jack Lasswell,Jarad Clevenger,Josh Pawlowski,5,6,Nathan Schneiderman,14,000013020,lf,3b,ss,1b,c,dh,2b,rf,cf,Doug Van Dyke,"50 degrees, Sunny",Wolff
4/20/2018,Garrett Saunders,Trevor Kimm,Joe Rebik,Ryan Garrett,Ryan Bouwman,Tanner Wood,Coy Moore,Patrick Diemer,Anthony Fumagalli,3,13,Rece Martin,11,40000522X,ss,c,lf,3b,1b,p/dh,cf,rf,2b,Tanner Wood,CEN,central,Tom Kunzer,,9,,"Pella, Iowa (Central College)",3 p.m.,3:18,,SIM,simpson,Jared Herzog,Scott Meier,Noah Sacco,Hunter Hillygus,Trey Kehoe,Truman Schmitt,Kolton Arnold,Nathan Carlin,Brandon Urias,1,9,J Lowery,13,240100110,cf,2b,lf,rf,1b,c,dh,ss,3b,Tanner Jansen,54 and cloudy,Tyler Steward
3/17/2018,Eric Willis,Clay Henning,Blake Mahoney,Zach Hovick,Cody Hyler,Adam Sacia,Clint Kannegieter,Tyler Nunemaker,David Fitzgerald,0,2,Chris Tomkins,6,000000200,2b,ss,cf,3b,c,lf,rf,dh,1b,Tanner Eckhart,,wartburg,Tanner Eckhart,,9,Formella,"Waverly, Iowa (Hertel Field)",4:42pm,2:44,,,concordia chicago,Tyrell,Silva,Massey,Wilson,Roberts,Rodriguez,Garcia,Calle,Mercado,0,4,Formella,8,100020001,cf,rf,1b,2b,dh,c,3b,lf,ss,Gregory,47 Sunny Slight Wind In,Gregory
3/4/2018,David Fitzgerald,Clay Henning,Eric Willis,Blake Mahoney,Cody Hyler,Zach Hovick,Clint Kannegieter,Tyler Nunemaker,Tyler Hovick,3,10,Chris Tomkins,12,00000(10)00X,1b,ss,2b,cf,c,3b,rf,dh,lf,Tanner Eckhart,,wartburg,N. Guarino,J. Dobratz faced 4 batters in the 6th.,9,,"Auburndale, Fla. (Lake Myrtle Park)",5:00 PM,2:13,,,clark university,N. Jordan,K. Bonicki,T. Downing,Z. Kelley,K. Herko,D. Lefebvre,J. Huber,S. Mooney,K. Shaw,2,1,J. Graham,3,000010000,2b,ss,3b,1b,lf,cf,dh,c,rf,N. Guarino,64,Tanner Eckhart
3/4/2018,Smith,Lewis,Durand,Steen,Clark,Bassett,Fisher,Diaz,Padilla,5,1,Smith,5,000000010,cf/p,2b,p/dh,1b,c,rf/cf,3b,lf,ss,Durand,,blackburn,Durand,,9,,"Jacksonville, Ill. (Lenz Field)",10:00 AM,2:40,Home Plate: Lorenz EvansFirst: Jim Fluder,LOR,loras,Austin Konagel,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Michael Muto,Richard Bryza,Thomas Greffly,Luke Fennelly,1,8,Erik Edminster,9,320002010,2b,rf,1b,lf,cf,c,3b,dh,ss,Nick Spiess,Clear and Sunny 45 Degrees,Nick Spiess
5/10/2018,Jack Lasswell,Dalton Garst,Kellen Mitchell,Justin Jensen,Thomas Kempf,Zach McCoy,Jarad Clevenger,Will Doherty,Tyler Imrich,0,11,Chase Kueter,16,11032031,2b,3b,1b,cf,dh,ss,rf,c,lf,Chase Kueter,,"dubuque, univ. of",Colin Coffey,,8,,"Cedar Rapids, Iowa (Veterans Stadium)",4:58 pm,2:03,Home Plate: Allen SteklFirst: Jacob KoppThird Base: Brett Meil,LUT,luther college,Jake Vogt,Jake Halverson,Trent Athmann,Bryce Hingst,Mitch Bruggers,Joe McKibben,Derek McCready,Tommy Gleason,Kelby Johnson,3,1,Calvin Brinda,4,00100000,cf,ss,c,1b,3b,rf,dh,lf,2b,Colin Coffey,"76 degrees, sunny",Chase Kueter
4/28/2018,Riley Ward,Owen Gubbels,Nick Bruno,Tyler Winterstein,Matt Orozco,Cole Schumacher,Joel Maxwell,Jared Scdoris,Kyle Hunter,4,5,Connor Cech,11,0000031010,ss,2b,1b,3b,dh,rf,lf,c,cf,Brody Murphy,NWU,nebraska wesleyan,Tucker McHugh,,10,,"Lincoln, Neb. (NWU Field)",12:00 pm,3:00,Home Plate: Rex EngstrandFirst: Ben Engstrand,LUT,luther,Jake Vogt,Jake Halverson,Trent Athmann,Bryce Hingst,Mitch Bruggers,Joe McKibben,Derek McCready,Gannon Jordahl,Kelby Johnson,2,10,Nate Loch,16,0000022015,cf/2b,ss,c,1b,3b,rf,dh,lf,2b,Tyler Boesel,,Nate Loch
3/1/2018,Griffin Bolte,Josh Small,Wilson Battle,Nicholas Onomiya,Brendon Fischel,Chris Lasch,Keenan Moore,Matt Rubin,Logan Crowl,3,0,Blake Anderson,4,0000000,rf,ss,1b,dh,3b,2b,c,lf,cf,Ben Frerichs,,carleton college,Ben Frerichs,,7,,"Minneapolis, Minn. (US Bank Stadium)",11:00 pm,,,LUT,luther college,Jake Halverson,Cole Jensen,Jake Vogt,Bryce Hingst,Derek McCready,Mitch Bruggers,Tommy Gleason,Trent Athman,Spencer Olson,1,7,Nate Loch,9,0011023,ss,rf,2b,1b,dh,3b,lf,c,cf,Colin Coffey,,Colin Coffey
