attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
100,"Apr 03, 2012",censim1,1,Michael Jontz,NA,Sam Stetzel,Mike Furlong,Adam Ariola,Jordan Judkins,Jace Ahrendsen,Allen Mann,Seth Carson,Max Seeman,1,7,Mike Werkheiser,7,101122X,lf,NA,cf,ss,2b,3b,dh,rf,1b,c,Ryan Dusil,"central college
",Central College,Jose Rodriguez,,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",12:56 pm   ,1:39   ,HP: Matt Bedeaux  1B: Jay Weich,"simpson college
",Simpson College,Jake Barr,NA,Tyler Crandell,Tyler Craig,Michael Chia,Grant Thomas,Ethan Hale,Tyler Pawletzki,Blake Heitmeier,Brett Crable,4,2,Brian Birks,9,2000000,lf,NA,ss,1b,3b,c,2b,rf,dh,cf,Jose Rodriguez,,Ryan Dusil
150,"May 10, 2012",iiac03,,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Adam Nisenson,Sean Raisch,Spencer Sobba,John Delaplane,Brennan Melloy,JD Hunter,0,10,Drew Arends,17,001210141,2b,NA,rf,cf,1b,lf/p,c,dh,ss,3b,Wade Morris,"coe college
",Coe College,Michael Schinstock,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",4 p.m.   ,2:52   ,HP: Paul Keitel  1B: Kevin Farris  3B: Dean Kirkpatrick,"wartburg college
",Wartburg College,Andrew Krehbiel,Ryan Doty,Craig Kerper,Blake Wilson,Tony Stenberg,Ryan Powers,Michael Schinstock,Jake Raecker,Levi Montague,Jackson Litterer,3,9,Michael Schinstock,10,010000044,cf,p/2b,lf,c,1b,3b,rf/p,dh,ss,2b,Ryan Doty," sunny, 70 degrees",Drew Arends
50,"Mar 02, 2012",dbqgvle2,,Pilcher,NA,Goldsmith,Trager,J. Massengil,Souhrada,Bryan,Smith,Wallace,Lawson,6,4,McFarland,12,010021000,cf,NA,2b,3b,ss,lf,dh,1b,c,rf,McMullen,"greenville
",Greenville,McMullen,,9.0,Y,,"Greenville, Ill. (Robert E Smith Field)",2:30 pm   ,3:00   ,,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nick Martin,Christopher Briggs,Zakary Kilpatrick,Nathan Lucas,Spencer Kuehn,Jordan Gawronski,Vince Parisi,Aaron Laskowski,1,11,Elliott Visuri,13,210170000,ss,NA,2b,dh,lf,1b,rf,3b,c,cf,Kalen Mace,,Kalen Mace
232,"Apr 24, 2012",coecor2,2,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Adam Nisenson,Spencer Sobba,Sean Raisch,Josh McQuillen,JD Hunter,Brennan Melloy,1,13,Ben Strellner,13,361012X,2b,NA,rf/cf,cf,1b,c,lf,dh,3b,ss,Alex Korth,"coe college
",Coe College,Beriah Quick,,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:45 pm   ,2:00   ,HP: Scott Behn  1B: Ryan Farnsworth,"cornell college
",Cornell College,Joe Gerace,NA,Milton Kurschner,Zach Rogers,Charlie Muir,Chris Rana,Justin Brown,Ryan Nordtvedt,Alex Schnebbe,Juan Flores,6,1,Tyler Thorne,3,1000000,cf,NA,2b/ss,lf/ss,rf,1b,3b,c,dh,ss,Beriah Quick," 69 Degrees, Fair",Alex Korth
62,"Apr 13, 2012",corsim2,2,Joe Gerace,NA,Milton Kurschner,Zach Rogers,Charlie Muir,Ryan Nordtvedt,Chris Rana,Beriah Quick,Justin Brown,Juan Flores,1,0,Tyler Thorne,1,0000000,cf,NA,1b,ss,rf,c,dh,lf,3b,2b,Jeremy Ryan,"cornell college
",Cornell College,Jeremy Ryan,,7.0,Y,,"Mount Vernon, Iowa (Ash Park)",7:02 PM   ,2:01   ,HP: Paul Keitel  2B: Randy Schult,"simpson college
",Simpson College,Jake Barr,NA,Tyler Crandell,Tyler Craig,Michael Chia,Grant Thomas,Tyler Pawletzki,Colton Calvert,Ethan Hale,Brett Crable,1,11,Kyle Ruehle,11,1442000,lf,NA,ss,1b,3b,c,rf,dh,2b,cf,Kyle Ruehle," 51 Degrees, Wind S 18 MPH",Kyle Ruehle
250,"May 05, 2012",bvuwar2,1,Andrew Krehbiel,NA,Ryan Doty,Blake Wilson,Tony Stenberg,Ryan Powers,Jake Raecker,Michael Schinstock,Levi Montague,Joseph Grote,2,1,Chase Hirschauer,7,0001000,cf,NA,p,c,1b,3b,lf,rf,ss,2b,Ryan Doty,"wartburg college
",Wartburg College,Ryan Doty,,7.0,Y,,"Waverly, IA (Hertel Field)",1 p.m.   ,1:26 hr   ,HP: Brett Miell  1B: Ryan My,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Nick Schlect,Ryan Scheetz,Joe Paletta,Jesse Munsterman,Brock Yossi,Neil Eddie,Dillon Plath,Ryan Titman,1,2,James Stone,2,0010001,2b,NA,lf,1b,dh,rf,3b,c,cf,ss,Jon Ringblom,,Jon Ringblom
104,"Mar 03, 2012",simrfrd2,,Ethan Hale,NA,Brett Crable,Jake Barr,Tyler Craig,Tyler Crandell,Grant Thomas,Colton Calvert,Pedro Rosa,Michael Chia,0,7,Chris Dorff,5,000025X,2b,NA,cf,lf,1b,ss,c,rf,dh,3b,Aaron Young,"simpson college
",Simpson College,"Rich, K",,7.0,Y,,Gene Autry,12:00 PM   ,1:54 PM   ,,rockford college,Rockford College,"Bucey, K",NA,"Billesbach,R","Dercks, J","Miller, K","Streed, D","Nicholson, J","Grimes, M","Gorsuch, J","Szytz, M",2,0,"Wolf, Z",5,0000000,lf,NA,rf,ss,3b,1b,dh,cf,c,2b,"Rich, K", Sunny and Windy,Aaron Young
70,"Mar 16, 2012",lorccm1,1,Doschadis,NA,Rahman,M.Olson,Gilson,B.Olson,Guler,Lindberg,Hiedeman,Hinkemeyer,0,2,Frappier,7,000011X,lf,NA,ss,cf,dh,rf,1b,c,3b,2b,Frappier,concordia-moorhead,Concordia-Moorhead,Ben Cottrell,,7.0,Y,,"Minneapolis, MN (HHH Metrodome)",2:00 PM   ,1:30   ,,"loras college
",Loras College,Mike Canevello,NA,Clay Henricksen,B.J. Juergens,Billy Kass,Travis Olson,Alex Rodriguez,Eric DeSousa,Jordan Ries,Mike Pudlo,1,1,Ben Cottrell,2,0000001,rf,NA,c,1b,cf,dh,2b,3b,lf,ss,Ben Cottrell,,Frappier
,"Mar 10, 2012",lutccm2,2,Chris Reynolds,NA,Austen Graham,Ryan Bahnemann,Chris Erikson,Mitch Obey,Andy Briggs,Matt Larson,Kevin Bradley,Ian Fitzgerald,0,1,Joel Martin,5,0010000,2b,NA,ss,3b,1b,rf,lf,dh,c,cf,Matt Reynolds,"luther college
",Luther College,Matt Reynolds,,7.0,Y,,"Minneapolis, MN (Metrodome)",11:59 pm   ,  ,,concordia-moorhead,Concordia-Moorhead,Doschadis,NA,Rahman,M.Olson,Gilson,B.Olson,Guler,Lindberg,Hiedeman,Hinkemeyer,0,8,Simmons,14,0130040,lf,NA,ss,cf,dh,rf,1b,c,3b,2b,Krueger,,Krueger
50,"Mar 04, 2012",cenrmus,,Sekardi,NA,Boecker,Turner,Dayton,Morgan,Govia,Del Toro,Tomczyk,Wilson,1,4,Marrujo,4,0003100,rf,NA,cf,lf,dh,1b,c,3b,ss,2b,Heard,robert morris-spring,Robert Morris-Spring,Heard,,7.0,Y,,"Jacksonville, Ill. (Lenz Field)",Noon   ,2:20   ,,"central college
",Central College,Michael Jontz,NA,Sam Stetzel,Mike Furlong,Adam Ariola,Allen Mann,Seth Carson,Jordan Judkins,Jake Effron,Josh Stanton,0,15,Dirk Lindaman,17,2000364,lf,NA,cf,ss,2b,rf,1b,3b,dh,c,Ryan Dusil,,Mike Werkheiser
65,"Mar 19, 2012",lutcart1,,Chris Reynolds,NA,Thomas Weber,Chris Erikson,Ryan Bahnemann,Andy Briggs,Matt Larson,Mitch Obey,Kevin Bradley,Austen Graham,2,13,Matt Reynolds,14,00304015X,2b,NA,dh,1b,3b,cf,lf,rf,c,ss,Danny Smith,"luther college
",Luther College,"Salzman,J",,9.0,Y,,"Tucson, Ariz. (Kino Complex Field 4)",2:46 pm   ,2:41   ,HP: Jim Stone  2B: Tony Fleming,#14 carthage,#14 Carthage,"Eickmeyer,T",NA,"D'Angelo,C","Aiello,Joey","Kozlowski,Z","Richer, Matt","Pusateri,K","Wasche,Mike","Frye,Kyle","Bailey, Drew",3,7,"Salzman,J",10,000025000,cf,NA,lf,1b,2b,dh,3b,c,rf,ss,"Dahm,Danny"," Cold and windy, 48 wind NW11",Matt Reynolds
,"Mar 23, 2012",lutuwsu1,1,Chris Reynolds,NA,Thomas Weber,Chris Erikson,Ryan Bahnemann,Kevin Bradley,Peter Sandstedt,Mitch Obey,Austen Graham,Ian Fitzgerald,1,2,Andy Nelson,7,0000020,2b,NA,lf,1b,3b,c,dh/3b,rf/lf,ss/2b,cf/rf,Matt Reynolds,"luther college
",Luther College,Matt Reynolds,,7.0,Y,,"Tucson, AZ (Kino Sports Complex)",  ,  ,,uw-superior,UW-Superior,Remund,NA,Soderquist,J. Miller,Evanson,Veith,Fairbanks,Marshall,Ahrens,Dittel,1,19,Beers,21,5620006,ss,NA,cf,c,1b,3b,rf,lf,dh,2b,G. Miller,,G. Miller
,"Mar 03, 2012",corcsaw2,2,Gavin,NA,Mehuron,Stotz,Wylie,Martin,Lapple,Greenwood,O'Connor,Fredette,0,4,Doucette,5,201000001,2b,NA,ss,1b,cf,3b,dh,lf,c,rf,Gillan,colby-sawyer college,Colby-Sawyer College,Zach Rogers,,9.0,Y,,"Auburndale, Fla.",1:19 PM   ,2:41   ,,"cornell college
",Cornell College,Joe Gerace,Beriah Quick,Juan Flores,Zach Rogers,Milton Kurschner,Charlie Muir,Chris Rana,Craig Furstenau,Andrew Burdick,Justin Brown,3,3,Zach Rogers,9,100020000,cf,p/lf,2b,ss/p,3b/ss,dh,1b,c,rf,lf,Beriah Quick," Mostly sunny, windy, 85",Doucette
195,"Apr 24, 2012",dbqlor1,1,Andrew Danna,NA,Nick Martin,Christopher Briggs,Spencer Kuehn,Todd Whited,Jordan Gawronski,Vince Parisi,Aaron Laskowski,Ryan Tackitt,3,0,Joshua Eastman,6,0000000000,dh/ss,NA,2b,1b,rf,lf,3b,c,cf,ss,Paul Krenger,"dubuque, univ. of","Dubuque, Univ. of",Joshua Eastman,,10.0,Y,,"Dubuque, Iowa (UD Baseball Field)",1:00   ,2:35   ,HP: E.Olson  1B: S.Schroed,"loras college
",Loras College,Mike Canevello,NA,Billy Kass,B.J. Juergens,Travis Olson,Jordan Ries,Danny Fahlgren,Mike Pudlo,Eric DeSousa,Joe Walker,1,1,Spencer Radabaugh,4,0000000001,rf,NA,cf,1b,dh,lf,c,ss,3b,2b,Adam Schwoebel," 60, Cloudy",Spencer Radabaugh
200,"Mar 30, 2012",bvucoe1,,Dillon Plath,NA,Nick Schlect,Ryan Scheetz,Joe Paletta,Weston Foxx,Brock Yossi,Neil Eddie,Jesse Munsterman,Ryan Titman,2,6,Ian Grigsby,10,202100010,cf,NA,lf,1b,dh,2b,3b,c,rf,ss,Jon Ringblom,"buena vista university
",Buena Vista Univ.,Jon Ringblom,,9.0,Y,,"Storm Lake, Iowa (BVU/SL Field)",6:00pm   ,2hr30min   ,,"coe college
",Coe College,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Adam Nisenson,Sean Raisch,Kaileb Armbruster,JD Hunter,Spencer Sobba,Aaron Peller,5,8,Connor Alberhasky,12,000700001,2b,NA,rf,cf,1b,dh,3b,ss,c,lf,Wade Morris,,Wade Morris
125,"Mar 09, 2012",cenbabs,,Gonzalez,NA,Nixon,Jonasson,Kortmann,Miller,Hocking,Collins,Martinez,Matvichuk,0,0,Shaddock,5,000000000,cf,NA,dh,1b,3b,rf,lf,c,2b,ss,Swanton,babson (mass.),Babson (Mass.),Swanton,,9.0,Y,,"Fort Myers, Fla. (Lee County Parks)",3:15 p.m   ,5:35 p.m   ,,"central college
",Central College,Michael Jontz,NA,Sam Stetzel,Mike Furlong,Adam Ariola,Allen Mann,Seth Carson,Jordan Judkins,Tom Weissbeck,Max Seeman,0,12,Judson McKown,17,002051013,lf,NA,cf,ss,2b,rf,1b,3b,dh,c,Joel Pulliam,,Joel Pulliam
168,"May 07, 2012",lutwar3,,Andrew Krehbiel,NA,Craig Kerper,Blake Wilson,Tony Stenberg,Ryan Powers,Michael Schinstock,Jake Raecker,Levi Montague,Jackson Litterer,3,4,Joseph Moen,6,02200000X,cf,NA,lf,c,1b,3b,rf,dh,ss,2b,Marcus Walczyk,"wartburg college
",Wartburg College,Alex Byom,,9.0,Y,,"Waverly, IA (Hertel Field)",5:59pm   ,2:18hrs   ,HP: Scott Behn  1B: Ryan Ecklund,"luther college
",Luther College,Chris Reynolds,NA,Chris Erikson,Matt Larson,Ryan Bahnemann,Kevin Bradley,Austen Graham,Andrew Nelson,Eric Pittman,Ian Fitzgerald,2,2,Matt McKinney,4,010000001,2b,NA,rf,lf,3b,c,dh,1b,ss,cf,Alex Byom,,Marcus Walczyk
128,"Apr 01, 2012",corrip2,2,Bosquez,NA,McFarland,Schumacher,Grambow,Schreiber,Sawyer,Bayreuther,Paul,Hughes,1,5,Fish,8,03000200X,2b,NA,1b,cf,3b,dh,rf,ss,lf,c,Pierce,ripon college,Ripon College,Zach Rogers,,9.0,Y,,"Ripon, Wis. (Francis Field)",2:40 pm   ,2:20   ,HP: Rob Ruhle  1B: Tim Haldiman,"cornell college
",Cornell College,Joe Gerace,NA,Justin Brown,Charlie Muir,Milton Kurschner,Ryan Nordtvedt,Chris Rana,Alex Schnebbe,Andrew Burdick,,3,3,Tyler Thorne,10,000020010,cf,NA,2b,rf,ss,c,1b,3b,lf,,Zach Rogers, 68 Degrees and Sunny,Pierce
175,"May 02, 2012",bvucen3,,Mike Furlong,NA,Sam Stetzel,Michael Jontz,Erik Sipes,Seth Carson,Adam Ariola,Jordan Judkins,Allen Mann,Max Seeman,2,3,Joel Pulliam,6,00010002X,ss,NA,cf,lf,dh,1b,2b,3b,rf,c,Joel Pulliam,"central college
",Central College,Griffin Hatten,,9.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3:00 pm   ,2:00   ,HP: Patrick McIline  2B: Ricardo Alvero,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Nick Schlect,Ryan Scheetz,Brock Yossi,Neil Eddie,Eric Croghan,Dillon Plath,Ryan Titman,,2,1,Brennan Holm,4,000010000,2b,NA,cf,1b,3b,c,lf,rf,ss,,Jesse Munsterman,,Joel Pulliam
125,"Mar 16, 2012",cenlas,,Michael Jontz,NA,Sam Stetzel,Mike Furlong,Jace Ahrendsen,Jordan Judkins,Adam Ariola,Seth Carson,Allen Mann,Josh Stanton,1,6,Judson McKown,9,21000003X,lf,NA,cf,ss,dh,3b,2b,1b,rf,c,Ryan Dusil,"central college
",Central College,M. Pitts,,9.0,Y,,"Fort Myers, Fla. (Lee County Park)",12:00 pm   ,  ,,lasell (mass.),Lasell (Mass.),M. Mahoney,NA,J. Sullivan,B. Stachura,C. Cavanaugh,J. Salkovitz,C. Mitchell,K. Post,K. Fitzsimmo,M. Sammarco,1,3,M. Pitts,10,000102000,c,NA,2b,3b,cf,1b,lf,dh,ss,rf,M. Pitts,,Judson McKown
56,"Apr 27, 2012",dbqlut1,,Chris Reynolds,NA,Chris Erikson,Matt Larson,Ryan Bahnemann,Kevin Bradley,Matt Reynolds,Eric Pittman,Andrew Nelson,Ian Fitzgerald,2,6,Alec Knop,14,00201012X,2b,NA,rf/1b,lf,3b,c,dh,ss,1b,cf,Augie Lindmark,"luther college
",Luther College,Kyle Staats,,9.0,Y,,"Decorah, Iowa (Luther College)",3:00 pm   ,2:30   ,HP: Ryan Ekland  1B: Brent Miell,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nick Martin,Christopher Briggs,Zakary Kilpatrick,Spencer Kuehn,Todd Whited,Jordan Gawronski,Conor Kelley,Aaron Laskowski,1,3,Joshua Eastman,7,000200001,ss,NA,2b,1b,dh,rf,lf,3b,c,cf,Kyle Staats, Cloudy and Cold,Augie Lindmark
85,"Mar 05, 2012",coecuc1,,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Adam Nisenson,Brennan Melloy,Spencer Sobba,JD Hunter,Aaron Peller,,5,2,Connor Alberhasky,11,001000100,2b,NA,rf,cf,1b,ss,c,3b,lf,,Sean Raisch,#25 coe college,#25 Coe College,Sean Raisch,,9.0,Y,,"Mesa, Ariz. (Snedigar Park)",1:00 pm   ,2:25   ,,"concordia university chicago
",Concordia Chicago,Eichholzer,NA,Miller,Skala,Stephens,Even,Gier,Fioravanti,Weis,Zubrzycki,0,10,Conlin,14,002200330,rf,NA,cf,c,lf,3b,dh,1b,ss,2b,Cox,,Cox
50,"Mar 01, 2012",warari,,"Juhl, Jeremy",NA,VanNatta,Schmidt,Barker,Cecchi,Serna,Stewart,Sandberg,Concialdi,3,3,Martin,6,0010001001,ss,NA,cf,2b,dh,3b,rf,1b,c,lf,McIntosh,augustana (ill.),Augustana (Ill.),Jackson Litterer,,10.0,Y,,"Winter Haven, FL",  ,  ,,"wartburg college
",Wartburg College,Craig Kerper,NA,Andrew Krehbiel,Ryan Powers,Drew Yoder,Blake Wilson,Michael Schinstock,Ryan Doty,Levi Montague,Joseph Grote,3,2,Jackson Litterer,10,0200000000,lf,NA,cf,ss,dh,c,rf,3b,1b,2b,Scott Benson,,Martin
122,"Mar 04, 2012",coerfrd,,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Sean Raisch,Adam Nisenson,Brennan Melloy,Patton Hofer,JD Hunter,Aaron Peller,2,16,Tyler Hixson,14,02041036X,2b,NA,rf,cf,dh,1b,ss,c,3b,lf,Wade Morris,#25 coe college,#25 Coe College,"Moore, J",,9.0,Y,,"Chandler, Ariz. (Snedigar Complex)",11:00 am   ,2:42   ,,rockford college,Rockford College,"Bucey, K",NA,"Billesbach,R","Dercks, J","Miller, K","Streed, D","Nicholson, J",Daughenbaugh,"Wiltshire, T","Szytz, M",5,3,"Gillette, S",7,000000300,lf,NA,rf,ss,3b,1b,dh,cf/lf,c,2b,"Moore, J", Sunny,Wade Morris
65,"Mar 02, 2012",lormsoe,,Stasik,NA,Ziller,Vlaj,Ricciardi,Bakke,Witt,Poeske,Hilgendorf,Magyar,0,7,Brossard,11,000021040,cf,NA,2b,ss,1b,dh,rf,c,lf,3b,Miklosi,milw. school of eng.,Milw. School of Eng.,Miklosi,,9.0,Y,,"Winter Haven, FL (Chain of Lakes #2)",9:00 ET   ,2:35   ,,"loras college
",Loras College,Mike Canevello,NA,Travis Olson,B.J. Juergens,Billy Kass,Eric DeSousa,Alex Rodriguez,Danny Fahlgren,Nick Battalini,Mike Pudlo,2,10,Spencer Radabaugh,18,100042201,rf,NA,dh,1b,cf,3b,2b,c,lf,ss,Austin Safranski,,Austin Safranski
155,"Apr 07, 2012",cendbq3,2,Andrew Danna,NA,Nick Martin,Christopher Briggs,Spencer Kuehn,Brock Grubbs,Nicholas Baldocchi,Vince Parisi,Aaron Laskowski,Kyle Duggan,2,1,Kyle Staats,5,0100000,ss,NA,2b,1b,rf,dh,3b,c,cf,lf,Todd Whited,"dubuque, univ. of","Dubuque, Univ. of",Todd Whited,,7.0,Y,,"Dubuque, Iowa (UD Baseball Field)",12:50   ,1:30   ,HP: Fields  1B: Mill,"central college
",Central College,Mike Furlong,NA,Adam Ariola,Sam Stetzel,Seth Carson,Jordan Judkins,Michael Jontz,Allen Mann,Erik Sipes,Max Seeman,1,4,Judson McKown,4,0000040,ss,NA,2b,cf,1b,3b,lf,rf,dh,c,Dirk Lindaman," 61, Partly Cloudy",Judson McKown
50,"Feb 27, 2012",warfrank,,Johnson,NA,Windler,Stoia,Wilson,Osowski,Houston,Klinedinst,Reyher,Frey,2,4,Powers,10,00100201X,rf,NA,cf,ss,c,1b,dh,3b,2b,lf,Glaze,franklin college,Franklin College,Ryan Doty,,9.0,Y,,"Winter Haven, FL",  ,  ,,"wartburg college
",Wartburg College,Craig Kerper,NA,Andrew Krehbiel,Ryan Powers,Drew Yoder,Michael Schinstock,Blake Wilson,Erik Rasmussen,Levi Montague,Joseph Grote,1,3,Ryan Doty,9,000201000,lf,NA,cf,ss,dh,rf,c,1b,3b,2b,Ryan Doty,,Powers
100,"May 05, 2012",corlor3,,Mike Canevello,NA,Clay Henricksen,Billy Kass,B.J. Juergens,Travis Olson,Mike Pudlo,Eric DeSousa,Mark Jablonski,Joe Walker,1,4,Spencer Radabaugh,8,11000020X,rf,NA,c,cf,1b,dh,ss,3b,lf,2b,Austin Safranski,"loras college
",Loras College,Zach Rogers,,9.0,Y,,"Dubuque, Iowa (Petrakis Park)",1:00 PM   ,2:08   ,,"cornell college
",Cornell College,Joe Gerace,NA,Juan Flores,Zach Rogers,Chris Rana,Charlie Muir,Beriah Quick,Ryan Nordtvedt,Milton Kurschner,Justin Brown,3,2,Beriah Quick,12,010000001,cf,NA,ss,p/lf,1b,rf,lf/p,c,2b,3b,Zach Rogers," Mostly sunny, 71 degrees",Austin Safranski
55,"Apr 03, 2012",lorlut2,2,Mike Canevello,NA,Clay Henricksen,Billy Kass,Travis Olson,Mike Pudlo,B.J. Juergens,Jordan Ries,Eric DeSousa,Joe Walker,0,6,Spencer Radabaugh,8,200031X,rf,NA,c,cf,dh,ss,1b,lf,3b,2b,Adam Schwoebel,"loras college
",Loras College,Danny Smith,,7.0,Y,,"Dubuque, Iowa (Petrakis Park)",5:45   ,2:10   ,,"luther college
",Luther College,Chris Reynolds,NA,Thomas Weber,Matt Larson,Chris Erikson,Kevin Bradley,Ryan Bahnemann,Austen Graham,Andrew Nelson,Ian Fitzgerald,2,4,Augie Lindmark,9,1010110,2b,NA,dh,lf,rf/1b,c,3b,ss,1b,cf,Danny Smith,,Jeremy Gerardy
85,"Feb 18, 2012",simmi,,S. Gates,NA,J. Roussel,W. Perkins,D. Respess,K. Shumaker,D. Leonard,S. Doucet,W. Elmore,J. Myers,2,11,Z. Romano,13,10220105X,2b,NA,rf,c,dh,3b,cf,ss,1b,lf,W. Chenoweth,millsaps college,Millsaps College,Chris Dorff,,9.0,Y,,"Clarksville, Ark. (Lonnie Qualls Field)",10:00 am   ,3:00   ,,"simpson college
",Simpson College,Brett Crable,NA,Jake Barr,Tyler Craig,Tyler Crandell,Colton Calvert,Michael Chia,Taylor Nelson,Grant Thomas,Blake Heitmeier,3,10,Chris Dorff,15,000721000,cf,NA,lf,1b,ss,rf,2b,dh,c,3b,Aaron Young,,Z. Romano
200,"Apr 20, 2012",cencoe1,,Mike Furlong,NA,Sam Stetzel,Michael Jontz,Erik Sipes,Seth Carson,Adam Ariola,Jordan Judkins,Allen Mann,Max Seeman,5,6,Judson McKown,10,10212000X,ss,NA,cf,lf,dh,1b,2b,3b,rf,c,Joel Pulliam,#30 central college,#30 Central College,Wade Morris,,9.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3:00 pm   ,1:51   ,HP: Matt Bedeaux  2B: Mike Kelly,"coe college
",Coe College,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Adam Nisenson,Sean Raisch,Brennan Melloy,Spencer Sobba,AJ Reuter,JD Hunter,1,5,Drew Arends,9,010030001,2b,NA,rf,cf,1b,lf,ss,c,dh,3b,Wade Morris,,Joel Pulliam
54,"Mar 08, 2012",simsmmn2,2,Jake Barr,Chris Dorff,Tyler Crandell,Tyler Craig,Taylor Nelson,Michael Chia,Grant Thomas,Colton Calvert,Blake Heitmeier,Brett Crable,0,2,Chris Dorff,6,1001000,c,lf,ss,1b,dh,2b,c,pr,3b,dh,Chris Dorff,"simpson college
",Simpson College,Chris Dorff,,7.0,Y,,"Phoenix, Ariz.",2:00   ,2:00   ,,"st. mary's
",Saint Mary's,P. Krieger,NA,Lulic,Gannon,Swanson,Salgado,Geraghty,K. Servais,LaNasa,DeBruin,2,4,Krysiak,7,1000021,cf,NA,c,rf,dh,1b,ss,1b,2b,pr,DeBruin,,DeBruin
111,"Apr 12, 2012",simgrn,,Jake Barr,NA,Tyler Crandell,Tyler Craig,Michael Chia,Grant Thomas,Tyler Pawletzki,Colton Calvert,Blake Heitmeier,Ethan Hale,1,9,Travis Mateer,9,110310012,cf/lf,NA,dh,1b,3b,c,lf,rf,ss,2b,Jose Rodriguez,"simpson college
",Simpson College,Eric Jones,,9.0,Y,,"Indianola, Iowa (McBride Field)",4:00 pm   ,2:32   ,HP: Micah Shull  1B: Ronald Acuna,"grinnell college
",Grinnell College,Downick,NA,Goldfien,Nodzenski,Skelly,Gray,Spacapan,Markey,Inafuku,Davis,2,11,Kelley,18,100204031,2b,NA,ss,c,rf,1b,dh,lf,3b,cf,Sales," Cloudy, 61; Wind S at 10",Ormond
113,"Apr 09, 2012",coemon,,Tyler Leadley,NA,Scott DeAngelis,Nick Stein,Adam Nisenson,Sean Raisch,Brennan Melloy,JD Hunter,Jory Heckenberg,Aaron Peller,2,6,Alex Korth,11,00112110X,rf,NA,2b,cf,1b,dh,ss,3b,c,lf,Phil Richmond,"coe college
",Coe College,Milsteadt,,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:00 pm   ,2:20   ,HP: Don Hart  1B: Chuck Epperson,"monmouth college
",Monmouth,Baudino,NA,Humphrey,Ruyle,Glenn,Johnson,Winkler,Gaither,Crandall,Comstock,3,2,Myers,6,200000000,ss,NA,cf,3b,dh,lf,c,1b/c,2b,rf,Kempel," 59 Degrees, Sunny/Windy",Phil Richmond
34,"Apr 17, 2012",lorari3,,VanDuyne,NA,"Juhl, Jeremy",Barker,Stewart,Schmidt,Cecchi,Serna,Sandberg,VanNatta,3,1,Martin,5,000000100,rf,NA,ss,lf,1b,2b,3b,cf,c,dh,Hodgman,augustana (ill.),Augustana (Ill.),Martin,,9.0,Y,,"Moline, Illinois (Swanson/Brunner)",7:00 PM   ,2:19   ,,"loras college
",Loras College,Mike Canevello,NA,Clay Henricksen,Billy Kass,B.J. Juergens,Jordan Ries,Travis Olson,Mike Pudlo,Eric DeSousa,Joe Walker,1,2,Spencer Radabaugh,7,000000101,rf,NA,c,cf,1b,lf,dh,ss,3b,2b,Adam Schwoebel,,Austin Safranski
