attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
135,"Mar 16, 2008",loruwsp2,2,Adam Gross,NA,Nick Olberding,Alex Miklo,Don Pirkle,Clark Egdorf,John Schroeder,Brock Schneden,Tyler Shireman,Ben Kuebel,4,6,Clark Egdorf,7,0030030,cf,NA,ss,2b,1b,dh/p,c,rf,lf,3b,Kevin Moriarity,"loras college
",Loras College, (1-0),,7.0,Y,Moriarity (1-1),"Port Charlotte, FLA (N. Charlotte County)",1:45 PM   ,2:40   ,,#9 wis.-stevens point,#9 Wis.-Stevens Point,J. Hojnacki,NA,Archambeau,B. Frank,D. Coe,J. Surman,T Schlosser,S. Larsen,G. Bloom,J. Bushong,3,17,K. Thompson,15,4140233,cf,NA,rf,1b,dh,lf,2b,3b,c,ss,J. Delorit,J
115,"Mar 18, 2008",cenaug1,1,Anthony Bazant,NA,Jake Jadlowski,Michael Edwards,Derek Knutson,Jeremy Kippley,Caleb Rangel,Blake Smith,B.J. Pilling,Ben Tressel,2,5,Jeremy Kippley,3,0212000,cf,NA,ss,lf,c,1b/p,rf,dh,2b,3b,Adam Squires,"central college
",Central College,Squires (0-2),,7.0,Y,Urseth,"Mesa, Ariz. (Gene Autry Field)",11:30 am   ,2:30   ,,augsburg (minn.),Augsburg (Minn.),Stomberg,NA,E.Olson,Henry,Andersen,Ludwig,Davis,Blunt,Williamson,Rasmussen,2,6,Urseth,11,0005100,cf,NA,ss,c,1b,dh,3b,2b,rf,lf,Urseth,None
100,"Mar 13, 2008",coesew,,Irwin,NA,Morris,Burns,Pogue,Hinkle,Dean,Cassedy,Pederson,Reilly,3,6,Burns,9,410001000,3b,NA,cf,p,ss,c,lf,1b,rf,2b,Burns,sewanee,Sewanee,Burns (),,9.0,Y,Gaynor (4),"Orlando, Fla. (Sperling Park)",1:30 pm   ,  ,,"coe college
",Coe College,Tyler McAllister,NA,R Baranowski,Cody Smith,Pat Richmond,Ryan Schisler,Nick McKenzie,Trent Svehla,Nick Robertson,Eric Hanna,3,10,Mike Gaynor,18,230020120,c,NA,2b/ss,cf,1b,dh,3b,lf,rf,ss,Alec Lewis,Lewis (1-1)
299,"Apr 26, 2008",corlor2,2,Adam Gross,NA,Nick Olberding,Clark Egdorf,Don Pirkle,John Schroeder,Brock Schneden,Tim Andrews,Alex Miklo,Ben Kuebel,1,13,Nick Miller,14,228001X,cf,NA,ss,dh,1b,c,rf,lf,2b,3b,Kevin Moriarity,"loras college
",Loras College,Bose (4-2),,7.0,Y,,"Dubuque, Iowa (Petrakis Park)",3:40   ,2:15   ,,"cornell college
",Cornell College,Michael Tierney,NA,Ben Rudman,Casey Korn,Tyler Downing,Anthony Cozzi,Michael Thompson,Matthew Bliven,Cameron Gallegos,,1,3,Jeff Boyle,8,2010000,cf,NA,lf,3b/ss,1b,rf,c,ss,2b,,Jim Bose,Moriarity (5-4)
97,"Apr 13, 2008",cordbq1,1,Michael Tierney,NA,Tad Barry,Casey Korn,Tyler Downing,Matthew Shimanovsky,Ben Rudman,Andy Krekel,Matthew Bliven,Cameron Gallegos,0,8,Michael Bartine,11,01000250X,cf,NA,rf,3b,1b,dh,lf,c,ss,2b,Jim Bose,"cornell college
",Cornell College,"Doonan, C",,9.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",3:10 PM   ,2:27   ,HP: Ted Timbrook  2B: Woody Mill,"dubuque, univ. of","Dubuque, Univ. of",Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Theodore Bishop,Ron Manthe,Chris Dahle,4,6,Tony Bladel,16,011001120,2b,NA,cf,1b,ss,3b,rf,dh,c,lf,Cody Doonan,Bose (4-1)
98,"May 04, 2008",cendbq2,1,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Matt Lampugnano,Bill Albee,Justin Shaffer,3,2,Andy Crane,4,0020000,2b,NA,cf,3b,ss,1b,c,rf,dh,lf/rf,Cody Doonan,"dubuque, univ. of","Dubuque, Univ. of","Doonan, C",,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",1 p.m.   ,2:00   ,HP: Blair Gleason  1B: Kyle Knutt,"central college
",Central College,Ben Tressel,NA,Caleb Rangel,Michael Edwards,Derek Knutson,Anthony Bazant,Jake Jadlowski,Blake Smith,Justin Owens,Jared Lackey,0,7,Dayton Glasgow,11,0222001,3b,NA,dh,1b,lf,cf,ss,c,2b,rf,Dayton Glasgow,Glasgow (6-1)
55,"Apr 01, 2008",cenlor1,1,Adam Gross,NA,Alex Miklo,Nick Olberding,Tim Andrews,John Schroeder,Don Pirkle,Brock Schneden,Nathan Roling,Ben Kuebel,2,10,Matt Barilla,9,321103X,cf,NA,2b,ss,lf,c,1b,rf,dh,3b,Bryan Geertgens,"loras college
",Loras College,Squires (1-3),,7.0,Y,,"Dubuque, IA (Petrakis Park)",3:30   ,1:55   ,,"central college
",Central College,Ben Tressel,NA,Anthony Bazant,Jake Jadlowski,Michael Edwards,Caleb Rangel,Derek Knutson,Blake Smith,Justin Owens,Aaron Heffernan,4,6,Jeremy Kippley,7,5001000,3b,NA,rf,ss,1b,lf,c,dh,2b,cf,Adam Squires,Barilla (2-3)
100,"Mar 09, 2008",bvumidl2,,Jacoby,NA,Womack,Huggins,Koehn,Willis,Hampton,McCain,Drumm,Stouffer,2,2,Stosich,4,00011000,2b,NA,lf,1b,3b,rf,cf,dh,ss,c,Burdine,midland lutheran,Midland Lutheran,Stosich (),,8.0,Y,,Omaha Westside HS,12:00 pm   ,2:20   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Mark Blum,Kevin Kloewer,Jeff Weisenborn,Steve Johnston,Andy Compton,Tyler Case,2,4,Brandon Pietrzyk,8,00110002,ss,NA,2b,lf,3b,c,dh,1b,rf,cf,Christian Dekker,Pietrzyk (1-0)
75,03/21/08,lorstev,,Rasulo,NA,Skocypec,Ackermann,Frustaci,Meerendonk,Daniele,Andrews,Silva,Girnys,2,0,Sota,6,000000000,cf,NA,rf,c,1b,3b,ss,lf,dh,2b,Picerno,stevens ins. of tech,Stevens Ins. of Tech,Picerno (0-5),,9.0,Y,,"Sarasota, Fla. (Twin Lakes Park)",9:30 am   ,2:20   ,,"loras college
",Loras College,Adam Gross,NA,Alex Miklo,Nick Olberding,Don Pirkle,John Schroeder,Tim Andrews,Brock Schneden,Tyler Shireman,Ben Kuebel,1,6,Tim Carty,13,100100310,cf,NA,2b,ss,1b,c,dh,rf,lf,3b,Tim Carty,Carty (2-0)
105,"Mar 16, 2008",cenham3,,Anthony Bazant,NA,Jake Jadlowski,Michael Edwards,Derek Knutson,Jeremy Kippley,Caleb Rangel,Blake Smith,David Lakin,Ben Tressel,2,8,Dayton Glasgow,12,0010130012,cf,NA,ss,lf,c,1b,rf,dh,2b,3b,Kyle Fuerstenburg,"central college
",Central College,"Martin, B ()",,10.0,Y,,"Chandler, Ariz. (Sneidler Field)",9:10 am   ,2:35   ,,hamline (minn.),Hamline (Minn.),"Kaczrowski,",NA,"Grupe, J","Bennett, A","Smith, B",Humerickhous,"Hughes, L","Rogers, T","McGee, J","Fuller, S",3,7,"Martin, B",12,2101001101,ss,NA,lf,cf,rf,1b,c,dh,2b,3b,"Huls, K",Glasgow (1-0)
86,"Apr 21, 2008",corgrn1,,Michael Tierney,NA,Tad Barry,Casey Korn,Tyler Downing,Jim Bose,Matthew Shimanovsky,Ben Rudman,Andy Krekel,Cameron Gallegos,1,12,David de Besche,11,51050001X,cf,NA,rf/lf,ss,1b,3b,dh,lf,c,2b,Adam Butler,"cornell college
",Cornell College,Platt (3-2),,9.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",5:04 PM   ,2:17   ,,"grinnell college
",Grinnell,Takabuki,NA,Unsell,Maloney,Clark,Rosenbaum,Prouty,Sollo,Malewitz,Chavez,4,3,Sollo,5,110001000,rf,NA,ss,1b,dh/3b,lf,cf,3b/p,c,2b,Platt,Butler (2-2)
75,"May 08, 2008",iiac1,,Jeff Riddle,NA,Alex Ross,Jake Waddle,Jeff Hiatt,Ben Schott,Matthew Bruhn,Mark Weber,Steve Beckman,Alex Thomas,2,3,Paul Pichelmann,10,020000100,2b,NA,rf,c,ss,1b,lf,dh,3b,cf,Joe Nelson,"luther college
",Luther College,J,,9.0,Y,(4-3),"Cedar Rapids, IA (Daniels Park)",1 p.m.   ,2:22   ,HP: Jeff Frese  1B: Scott Behn  3B: Ryan My,"loras college
",Loras College,Adam Gross,NA,Nick Olberding,Clark Egdorf,Don Pirkle,John Schroeder,Brock Schneden,Tim Andrews,Alex Miklo,Ben Kuebel,0,6,Brad Joniec,11,110301000,cf,NA,ss,dh,1b,c,rf,lf,2b,3b,Matt Barilla,Barilla (4-6)
66,"Apr 04, 2008",dbqsim1,1,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Ron Manthe,Bill Albee,Chris Dahle,1,9,Andy Crane,15,10102203X,2b,NA,cf,dh,ss,3b,rf,c,1b,lf,Tadd Boals,"dubuque, univ. of","Dubuque, Univ. of",,,9.0,Y,Kain (1-3),"Dubuque, Iowa (Chlapaty Field)",3:30 pm   ,2:33   ,HP: Dennis Schroeder  1B: Blair Gleeson,"simpson college
",Simpson College,Jason Hayes,NA,Beau Kaplan,Jason McClaflin,Dave Johnson,Chris Jones,Jesse Reis,Cory Dawson,Curt Bjork,Jeff Kinkel-Schuster,1,4,Justin Stoffa,9,000000202,dh,NA,rf,3b,ss,lf,2b,1b,c,cf,Trent Kain,"Boals, T"
75,"Apr 14, 2008",cengrn2,,Ben Tressel,NA,Anthony Bazant,Jake Jadlowski,Michael Edwards,Caleb Rangel,Derek Knutson,Blake Smith,Justin Owens,Aaron Heffernan,0,11,Kristofer Ozga,17,0120017,3b,NA,rf,ss,1b,dh,lf,c,2b,cf,Trevor Talbott,"central college
",Central College,Berdelle (2-1),,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3 p.m.   ,1:54   ,HP: Joe Nelson  1B: Tim Mill,"grinnell college
",Grinnell,Unsell,NA,Prouty,Takabuki,Maloney,Clark,Mendoza,Roder,Wilcox,Rosenbaum,3,1,Rosenbaum,5,1000000,2b,NA,cf,rf,1b,3b,ss,dh,c,lf/p,Berdelle,Talbott (3-1)
102,"Feb 26, 2008",sto-war1,1,Jerrold Martijn,NA,Danny Rose,Aaron Saeugling,Mike Johnson,Kyle Jones,Isiah Stevens,Scott Mangin,Jacob Miksell,Zach Nagle,2,3,Mike McGivern,6,0002100,cf/p,NA,ss,p/2b,3b,rf,1b,lf,c,2b,Aaron Saeugling,"wartburg college
",Wartburg College,J,,7.0,Y, (0-1),"Minneapolis, Minn. (HHH Metrodome)",7:05 pm   ,9:25 pm   ,,"st. olaf college
",St. Olaf College,Josh Maus,NA,Luke Gagnon,Carson Jones,T. Mathison,Tyler Jones,A. Grinde,Jason Hollar,T. Johnson,P. Wadzinski,1,4,Alex Sommer,5,0000004,ss,NA,2b,cf,3b,rf,lf,dh,1b,c,Paul Johnson,Alex Sommer (1-0)
125,"Mar 29, 2008",bvucen2,1,Mark Blum,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Kevin Kloewer,Joe Alexander,Michael Hoffman,Brad Blum,Tyler Case,1,3,Christian Dekker,6,200001X,3b,NA,2b,dh,rf,c,1b,lf,ss,cf,Christian Dekker,"buena vista university
",Buena Vista Univ.,Mahan (3-1),,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",Noon   ,1:58   ,HP: Matt Badeaux  1B: Ricardo Alverio,"central college
",Central College,Anthony Bazant,NA,Jake Jadlowski,Michael Edwards,Derek Knutson,Caleb Rangel,Blake Smith,Jeremy Kippley,Justin Owens,Ben Tressel,2,0,Brett Mahan,4,0000000,cf,NA,ss,lf,c,rf,dh,1b,2b,3b,Brett Mahan,Dekker (1-0)
76,"Mar 30, 2008",dbqccw2,2,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Matt Lampugnano,Alex Larson,Bill Albee,Chris Dahle,0,13,Troy Strom,12,00000(13)X,2b,NA,cf,dh,ss,3b,rf,c,1b,lf,Troy Strom,"dubuque, univ. of","Dubuque, Univ. of",,,7.0,Y,Mihlsimmer (0-1),"Dubuque, Iowa (Chlapaty Field)",3:20 pm   ,2:29   ,HP: Jason Norman  1B: Blair Gleason,carroll college,Carroll College,Karpinski,NA,Simons,Infusino,Marlin,Elliott,Sturtevant,Ryan,Koenigs,Melms,3,3,Pattengale R,5,1020000,lf,NA,2b,rf,ss,1b,c,dh,3b,cf,Belknap,"Strom, T"
100,"Mar 9, 2008",coeram1,1,Sbarra,NA,Cacchiola,Paxton,Jimenez,Manges,Rabinowitz,Sita,Deredita,Gaven,1,5,McDonough,9,010310X,cf,NA,ss,dh,rf,lf,1b,3b,2b,c,McDonough,ramapo college,Ramapo College,Nicholson,,7.0,Y,,"Orlando, Fla. (Lyman High School)",12:00 pm   ,  ,,"coe college
",Coe College,Tyler McAllister,NA,Jeff Wagner,Cody Smith,Pat Richmond,Nick Robertson,R Baranowski,Andy Oberhoffer,Ryan Schisler,Eric Hanna,1,0,Ryan Nicholson,3,0000000,c,NA,lf,cf,1b,rf,2b/ss,dh,3b,ss,Ryan Nicholson,McDonough
100,"Apr 04, 2008",lorwar1,,Patrick Grau,NA,Danny Rose,Jerrold Martijn,Aaron Saeugling,Mike Johnson,Kyle Jones,A.J. Lewis,Isiah Stevens,Jacob Miksell,4,13,Mike McGivern,11,016032100,lf,NA,ss,cf,2b,3b,rf,dh,1b,c,Billy Schmitt,"wartburg college
",Wartburg College,M,,9.0,Y,n (1-1),"Waverly, IA (Hertel Field)",6 p.m.   ,2:57   ,HP: Tim Dunphy  1B: Merle Whitch,"loras college
",Loras College,Adam Gross,NA,Alex Miklo,Nick Olberding,Tim Andrews,John Schroeder,Don Pirkle,Clark Egdorf,Brock Schneden,Ben Kuebel,5,14,Bryan Geertgens,10,611000501,cf,NA,2b,ss,lf,c,1b,dh,rf,3b,Kyler Laurie,Geertgens (2-2)
75,"Mar 29, 2008",lutwar2,1,Jake Waddle,NA,Jeff Riddle,Alex Ross,Ben Schott,Jeff Hiatt,Alex Thomas,Mark Weber,Steve Beckman,Joe Thompson,1,1,Nate Todd,3,0000001,c,NA,2b,lf,1b,ss,cf,dh,3b,rf,Nate Todd,"luther college
",Luther College,(2-1),,7.0,Y,Todd (1-2),"Decorah, Iowa (Luther College)",1:00 pm   ,1:40   ,HP: Mike Gansmer  1B: Adam Riley,"wartburg college
",Wartburg College,Jerrold Martijn,NA,Danny Rose,Aaron Saeugling,Mike Johnson,Kyle Jones,Isiah Stevens,Jacob Miksell,Patrick Grau,Zach Nagle,3,2,Luke Albert,6,0000002,cf,NA,2b,dh,3b,rf,1b,c,lf,ss,Luke Albert,L
241,"May 03, 2008",simbet2,2,Littlefield,NA,R. Lang,B. Carr,D. Hegman,T. Kramer,J. Slick,K. Darling,B. Tokar,K. Pulford,0,4,K. McCracken,9,1020001,2b,NA,lf,3b,dh,ss,rf,c,1b,cf,M. Johnson,"bethel university
",Bethel University,M,,7.0,Y, (),"Arden Hills, MN (Hargis Park)",3:45 PM   ,  ,,"simpson college
",Simpson College,Joe Pogge,NA,Jason McClaflin,Cory Dawson,Chris Jones,Jesse Reis,Curt Bjork,Jeff Kinkel-Schuster,Beau Kaplan,Corey Rasmussen,2,5,Keaton Sansgaard,8,2010200,dh,NA,3b,1b,lf,2b,c,cf,rf,ss,Jake Ritchey,Ritchey (6-1)
59,"Mar 20, 2008",bvucss2,2,Mark Blum,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Kevin Kloewer,Andy Compton,Joe Alexander,Brad Blum,Tyler Case,2,6,Matt Bissen,10,1000302,3b,NA,2b,dh,lf,c,rf,1b,ss,cf,Michael Hoffman,"buena vista university
",Buena Vista Univ.,,,7.0,Y,Hoffman (),"Minneapolis, MN (Metrodome)",1:50   ,3:50   ,,st. scholastica,St. Scholastica,"Eller, B.",NA,"Peterson, C.","Claugherty,S","Kraushaar, S","Carlson, D.","Gerten, S.","Kolodge, P.","Link, J.","Wojtysiak, K",0,8,"Gerten, S",7,1601000,cf,NA,dh,1b,lf,2b,3b,c,rf,ss,"Burg, P","Burg, P"
,"Mar 01, 2008",coraur1,1,Tad Barry,NA,Ben Rudman,Jim Bose,Tyler Downing,Matthew Shimanovsky,Michael Thompson,Matthew Bliven,Anthony Cozzi,Cameron Gallegos,2,1,David de Besche,7,0100000,cf,NA,lf,3b,1b,dh,c,ss,rf,2b,Casey Korn,"cornell college
",Cornell College,,,7.0,Y,Korn,"Leesburg, Fla.",10 AM   ,  ,,aurora university,Aurora University,"Infantino, J",NA,Fitzgerald K,"Wellner, T.","Warner, D.","Damore, J.","Diaz, M.","Anklam, M.","Kosmicki, R.","Krippel, L.",0,8,"Meyer, Matt",9,0200114,rf,NA,3b,cf,lf,ss,1b,dh,c,2b,"Mueller, K","Mueller, K"
113,05/15/08,warweb1,,Danny Rose,NA,Jerrold Martijn,Aaron Saeugling,Kyle Jones,Mike Johnson,A.J. Lewis,Zach Nagle,Isiah Stevens,Scott Mangin,1,2,Aaron Saeugling,5,01100000X,2b,NA,cf,p,rf,3b,c,ss,1b,lf,Aaron Saeugling,"wartburg college
",Wartburg College,ng (6-0),,9.0,Y,"McKinley, E (4-4)","Moline, Illinois (Swanson/Brunner)",3:33 pm   ,1:39   ,HP: Paul Cusack  1B: Kevin Ferris  2B: Kerry Nichols  3B: Kevin Wirth,webster univ. (mo.),Webster Univ. (Mo.),"Raetzloff, A",NA,"Umfleet, D","Fuiten, A","Steen, G","Huey, D","Schaefer, C","Starnes, K","Combs, J","Shelton, N",1,0,"McKinley, E",4,000000000,2b,NA,rf,lf,1b,cf,dh,3b,c,ss,"McKinley, E",A
,"Mar 14, 2008",cenbowd2,2,Anthony Bazant,NA,Jake Jadlowski,Michael Edwards,Derek Knutson,Jeremy Kippley,Caleb Rangel,Justin Owens,Charlie Eastlund,Ben Tressel,2,18,Doug Eisenman,19,220662X,cf,NA,ss,lf,dh,1b,rf,2b,c,3b,Mike Luce,"central college
",Central College,Potter (0-1),,7.0,Y,,"Chandler, Ariz. (Chandler CC)",3 p.m.   ,2:30   ,,bowdoin (maine),Bowdoin (Maine),Garner,NA,Auger,Berte,Duchette,Gorman,Koperniak,Comizio,Kozens,Marquit,1,13,Potter,13,7020301,cf,NA,c,1b,lf,3b,dh,rf,2b,ss,Potter,Eisenman (1-0)
200,"Apr 20, 2008",bvuwar3,,Danny Rose,NA,Zach Nagle,Jerrold Martijn,Aaron Saeugling,A.J. Lewis,Mike Johnson,Isiah Stevens,Kyle Jones,Scott Mangin,3,10,Danny Rose,14,102502X,2b,NA,ss,cf,dh,c,3b,1b,rf,lf,Luke Albert,"wartburg college
",Wartburg College,(5-1),,7.0,Y,Dupic (4-1),"Waverly, Iowa (Hertel Field)",3:00 p.m   ,2:17   ,HP: Ryan Meyer  1B: Eric Oberbrockling,"buena vista university
",Buena Vista Univ.,Mark Blum,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Kevin Kloewer,Michael Hoffman,Nathan Halupnick,Brad Blum,Tyler Case,1,8,Cody Aldrich,15,0003401,3b,NA,2b,dh,rf,c,lf,1b,ss,cf,Kyle Dupic,L
107,"Apr 16, 2008",coecor3,,Michael Tierney,NA,Tad Barry,Casey Korn,Tyler Downing,Jim Bose,Matthew Shimanovsky,Ben Rudman,Andy Krekel,Cameron Gallegos,1,4,David de Besche,11,020101000,cf,NA,rf,ss,1b,3b,dh,lf,c,2b,Adam Butler,"cornell college
",Cornell College,Butler (1-2),,9.0,Y,,Mount Vernon (Ash Park Field),6:00 PM   ,2:41   ,,"coe college
",Coe College,Tyler McAllister,NA,Jeff Wagner,Cody Smith,Pat Richmond,Ryan Schisler,Ryan Velvick,Ryan Baranowski,Steven Zamora,Eric Hanna,2,12,Mike Gaynor,17,001060230,c,NA,lf,cf,1b,rf,3b,2b,dh,ss,Alec Lewis,Lewis (4-2)
100,"Mar 12, 2008",coenjcu2,,R. Sumner,NA,A. Decibus,J. Fulgencio,L. Acosta,A. Mackow,T. Burke,J. Pardo,E. Gonzalo,M. Hoyer,1,8,C. Smith,17,210004100,dh,NA,2b,ss,1b,rf,3b,c,cf,lf,C. Smith,new jersey city,New Jersey City,C,,9.0,Y,),"Orlando, Fla. (Pat Thomas Stadium)",10 a.m.   ,  ,,"coe college
",Coe College,Tyler McAllister,NA,R Baranowski,Cody Smith,Pat Richmond,Ryan Schisler,Nick Robertson,Paul Endriss,Trent Svehla,Eric Hanna,2,9,Lee Boyse,10,100701000,c,NA,2b/ss,cf/p,1b,dh,rf,3b,lf,ss,Ryan Rayhill,Smith (1-0)
95,"Apr 19, 2008",cenlut1,,Jeff Riddle,NA,Alex Ross,Jake Waddle,Jeff Hiatt,Ben Schott,Matthew Bruhn,Zack Topping,Steve Beckman,Alex Thomas,0,12,Max Flaig,19,31052010X,2b,NA,rf/lf,c,ss,1b,lf/cf,dh,3b,cf,Joe Nelson,"luther college
",Luther College,(2-1),,9.0,Y,Kippley (1-2),"Decorah,Iowa (Luther College)",3:00 pm   ,2:30   ,HP: Brain Moore  1B: Jon Applegren,"central college
",Central College,Ben Tressel,NA,Anthony Bazant,Jake Jadlowski,Michael Edwards,Caleb Rangel,Derek Knutson,Blake Smith,Justin Owens,Aaron Heffernan,0,8,Kyle Fuerstenburg,12,000000404,3b,NA,rf,ss,1b,dh,lf,c,2b,cf,Jeremy Kippley,J
75,"Mar 29, 2008",corsim3,2,Tad Barry,NA,Ben Rudman,Casey Korn,Tyler Downing,Matthew Shimanovsky,Michael Tierney,Matthew Bliven,Andy Krekel,Cameron Gallegos,4,1,David de Besche,3,0000001,rf,NA,lf,3b,1b,dh,cf,ss,c,2b,Jim Bose,"cornell college
",Cornell College,Bose (2-1),,7.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",3:20 pm   ,1:37   ,,"simpson college
",Simpson College,Jason Hayes,NA,Beau Kaplan,Jason McClaflin,Chris Jones,Cory Dawson,Dave Johnson,Jesse Reis,Curt Bjork,Jeff Kinkel-Schuster,1,8,Jake Ritchey,13,0040130,dh,NA,rf,3b,lf,1b,ss,2b,c,cf,Jake Ritchey,Ritchey (2-0)
100,"Apr 05, 2008",cenash2,2,Ben Tressel,NA,Anthony Bazant,Jake Jadlowski,Michael Edwards,Caleb Rangel,Derek Knutson,Blake Smith,Jeremy Kippley,Justin Owens,0,1,Adam Squires,2,001000X,3b,NA,cf,ss,1b,rf,lf,c,dh,2b,Kristofer Ozga,"central college
",Central College,Handzus (0-7),,7.0,Y,Squires (3),"Pella, Iowa (Kuyper Athl. Complex)",3:12 pm   ,1:35   ,HP: Dean Kirkpatrick  1B: Matt Badeaux,ashford university,Ashford University,Sukut,NA,Becker,Steve,Wojciechowsk,Cummings,Misitano,Turner,VanBlaricome,Schmitt,2,0,Handzus,5,0000000,cf,NA,lf,rf,1b,dh,3b,2b,ss,c,Handzus,Ozga (1-1)
200,"May 04, 2008",coewar3,,Danny Rose,NA,Steve Chamberlin,Jerrold Martijn,Kyle Jones,Mike Johnson,A.J. Lewis,Isiah Stevens,Scott Mangin,Patrick Grau,3,14,Danny Rose,16,000(11)30X,ss,NA,2b,cf,dh,3b,c,1b,lf,rf,Luke Albert,"wartburg college
",Wartburg College, (1-1),,7.0,Y,Rayhill (0-2),"Waverly, Iowa (Hertel Field)",6:30 pm   ,2:00   ,,"coe college
",Coe College,Cody Smith,NA,Paul Endriss,Ryan Schisler,Pat Richmond,Ryan Baranowski,Tyler McAllister,Nick McKenzie,Jeff Wagner,Eric Hanna,0,10,Cody Smith,10,0072100,cf,NA,lf,3b,1b,2b,c,dh,rf,ss,Lee Boyse,D
188,"May 03, 2008",corlut2,2,Jeff Riddle,NA,Alex Ross,Jake Waddle,Jeff Hiatt,Ben Schott,Matthew Bruhn,Zack Topping,Steve Beckman,Alex Thomas,4,5,Joe Nelson,6,122000X,2b,NA,rf/lf,dh,ss,1b,lf,c,3b,cf,Joe Nelson,"luther college
",Luther College,(4-2),,7.0,Y,Butler (2-4),Decorah (Luther College),4:00   ,1:56   ,HP: Adam Riley  1B: Mike Gansen,"cornell college
",Cornell College,Michael Tierney,NA,Jim Bose,Casey Korn,Tyler Downing,Matthew Shimanovsky,Ben Rudman,Andy Krekel,Tad Barry,Cameron Gallegos,3,3,Michael Bartine,4,0010002,cf,NA,3b,ss,1b,dh,lf,c,rf,2b,Adam Butler,J
100,"Apr 29, 2008",simgrn2,,Joe Pogge,NA,Jason McClaflin,Chris Jones,Jesse Reis,Dave Johnson,Curt Bjork,Tyler Larson,Beau Kaplan,Jeff Kinkel-Schuster,3,11,Cory Dawson,9,00304103X,dh,NA,3b,lf,2b,ss,1b,c,rf,cf,Shane Akers,"simpson college
",Simpson College,Platt (3-4),,9.0,Y,Dawson (2),"Indianola, IA (McBride Field)",2:04 pm   ,2:43   ,HP: Joe Nelson  1B: Heath Bank,"grinnell college
",Grinnell,Prouty,NA,Sollo,Maloney,Roder,Mendoza,Fletcher,Malewitz,Chavez,Suryn,3,8,Takabuki,15,000330002,cf,NA,3b/2b,dh,rf,ss,1b,c,2b/p,lf,Rosenbaum,Sansgaard (4-2)
50,"Mar 12, 2008",simpres,,Beau Kaplan,NA,Jason McClaflin,Cory Dawson,Chris Jones,Dave Johnson,Curt Bjork,Jesse Reis,Jared Swim,Corey Rasmussen,1,4,Chris Jones,6,00100201X,rf,NA,1b,dh,lf/p,3b,c,2b,cf,ss,Jake Ritchey,"simpson college
",Simpson College,Pickrel (0-1),,9.0,Y,Jones (1),"Chandler, AZ (Snediger Field 1)",11 a.m.   ,2:30   ,,presentation college,Presentation College,Koopman,NA,Cunningham,Ellingson,Monson,Harry,Babcock,Mahoney,Sudbeck,Heien,1,2,Elkjer,9,000001001,cf,NA,lf,c,1b,rf,2b,ss,dh,3b,Pickrel,Ritchey (1-0)
