attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
53,"Apr 18, 2010",bvugac2,2,An. Woitas,NA,T. Miller,Al. Woitas,C. Eul,T. Herman,C. Sukalski,K. Rains,D. Block,M. Johnson,2,6,T. Miller,11,10020021,rf,NA,cf,3b,lf,p,ss,2b,1b,c,T. Herman,"gustavus adolphus
",Gustavus Adolphus,Reggie Kock,,8.0,Y,,"St.Peter,Minn. (Gustie Field)",3:35   ,2:05   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Brett Wilson,Mark Blum,Neil Eddie,Andy Compton,1,5,Reggie Kock,10,12010100,ss,NA,2b,cf,lf,dh,3b,1b,c,rf,Michael Dirkx," Sunny, 60's",T. Miller
130,"Apr 17, 2010",corlor2,,Ben Kuebel,NA,Clay Henricksen,John Schroeder,Calvin Rea,BJ Juergens,Austin Brown,Kyle Soeder,Derek Bergan,Jordan Ries,2,10,Eric Rife,11,600202X,3b,NA,dh,c,lf,1b,cf,rf,ss,2b,Kevin Moriarity,"loras college
",Loras College,Charlie Muir,,7.0,Y,,"Dubuque,IA (Petrakis Park)",1:00PM   ,1:48   ,,"cornell college
",Cornell College,Matt Pfister,NA,Ryan Fincham,David Bartine,Ryan Clausen,J.T. Pells,Zach Rogers,Ryan Nordtvedt,Milton Kurschner,Matthew Bliven,2,0,Andrew Patzke,10,0000000,lf,NA,cf,rf,1b,dh,3b,c,2b,ss,Charlie Muir,,Kevin Moriarity
92,"Mar 26, 2010",cordbq1,,Matt Pfister,NA,David Bartine,Andrew Patzke,Ryan Clausen,Matthew Shimanovsky,Zach Rogers,J.T. Pells,Andy Krekel,Matthew Bliven,3,11,Jesse Searls,9,11120006X,rf,NA,cf,lf,1b,2b,3b,dh,c,ss,Charlie Muir,"cornell college
",Cornell College,Todd Whited,,9.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",6:05 PM   ,3:00   ,HP: Toby Formiller  2B: Daniel Graw,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nicholas Martin,Nathan Lucas,Todd Whited,Aaron Laskowski,Brock Grubbs,Alexander Larson,Kyle Duggan,Jesse Lawler,3,10,Austin Linderwell,12,004014001,ss,NA,2b,1b,rf/p,3b,dh,c,lf,cf,Mark Hennessy,,Justin Brown
130,"Apr 02, 2010",cendbq2,1,Andrew Danna,NA,Nicholas Martin,Alexander Larson,Brock Grubbs,Nathan Lucas,Todd Whited,Philip Elking,Jeffrey Stevens,Jesse Lawler,2,2,Nicholas Martin,5,0000200,ss,NA,2b/p,c,dh,1b,lf,3b,rf,cf,Kalen Mace,"dubuque, univ. of","Dubuque, Univ. of",Kalen Mace,,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",1 p.m.   ,2   ,,"central college
",Central College,Mike Furlong,NA,Ben Tressel,Caleb Rangel,Jarred Lackey,Josh Stanton,Ryan Allison,Anthony Miller,Jason Hassman,Allen Mann,0,7,Doug Eisenman,9,2100103,ss,NA,2b,p,rf,c,cf,3b,1b,lf,Caleb Rangel," cloudy, mild",Caleb Rangel
300,"May 1, 2010",cenlor1,1,Ben Kuebel,NA,Clay Henricksen,John Schroeder,Calvin Rea,BJ Juergens,Kyle Soeder,Austin Brown,Jordan Ries,Derek Bergan,7,13,Spencer Radabaugh,15,202405X,3b/ss,NA,dh,c,lf,1b,rf,cf,2b,ss,Kevin Moriarity,"loras college
",Loras College,Bret Bell,,7.0,Y,,"Dubuque, Iowa (Petrakis Park)",1:00 PM   ,2:17   ,,"central college
",Central College,Mike Furlong,NA,Ben Tressel,Caleb Rangel,Jarred Lackey,Ryan Allison,Anthony Miller,Josh Stanton,Jason Hassman,Allen Mann,0,12,Bret Bell,13,4240110,ss,NA,2b,lf,rf,dh,3b,c,1b,cf,Corey Eisenmann,,Cole Boge
,"Mar 10, 2010",lorsjme1,,Campbell,NA,Saunders,Lee,Grant-Roy,Keneborus,Moran,LaBatte,Brown,Burdin,0,2,Murray,5,0100001,ss,NA,dh,c,1b,cf/rf,lf,rf,3b,2b,Murray,st. joseph's (me.),St. Joseph's (Me.),Murray,,7.0,Y,,"Auburndale, FL (Lake Myrtle #4)",12:30 PM   ,2:47 PM   ,,"loras college
",Loras College,Mike Canevello,NA,John Schroeder,Ben Kuebel,Calvin Rea,Austin Brown,BJ Juergens,Travis Olson,Kyle Soeder,Kevin Harlander,1,3,Kyler Laurie,8,1000020,ss,NA,c,3b,dh,cf,1b,2b,lf,rf,Austin Safranski," Sunny, 75 degrees",Austin Safranski
50,"Mar 13, 2010",cengetty,,Mike Furlong,NA,Anthony Miller,Caleb Rangel,Jarred Lackey,Ryan Allison,Ben Chestnut,Josh Stanton,Jason Hassman,Ben Tressel,1,4,Dirk Lindaman,10,000001003,ss,NA,3b,lf,rf,cf,dh,c,1b,2b,Corey Eisenmann,"central college
",Central College,Corey Eisenmann,,9.0,Y,,"Vero Beach, Fla. (Field 5)",3:30 pm   ,3:00   ,,gettysburg (pa.),Gettysburg (Pa.),K Langhauser,NA,C Riera,M Backus,M Karis,D Roy,C Simard,C O'Brien,C Barrows,Stadtmueller,3,11,K Conklin,16,301002131,cf,NA,rf,3b,p,lf,ss,1b,c,2b,M Karis,,M Karis
,"Mar 06, 2010",corgvle2,2,Hobar,NA,Mondragon,Neece,Hobbie,Hubbard,Covert,Wallace,Massengill,,3,14,Voyles,10,4320401,2b,NA,ss,1b,cf,3b,lf,c,rf,,Winter,greenville college,Greenville College,Nick Norris,,7.0,Y,,"Greenville, Ill. (Robert E Smith Field)",3:35 PM   ,2:25   ,,"cornell college
",Cornell College,Matt Pfister,NA,Matthew Shimanovsky,Andrew Patzke,Ryan Clausen,Zach Rogers,Mark Corbeil,Ryan Nordtvedt,David Bartine,Matthew Bliven,1,13,Nick Norris,13,2203402,rf,NA,2b,lf,dh,3b,1b,c,cf,ss,Charlie Muir,,Voyles
115,"Feb 20, 2010",simozrk2,,Turner,NA,Driedric,Dietz,Hogan,Briggs,Powers,Schmeck,J. Robbins,Clark,2,5,B. Smith,15,000031010,2b,NA,cf,c,1b,3b,ss,lf,dh,rf,Conner,univ of the ozarks,Univ of the Ozarks,Conner,,9.0,Y,,Clarksville Ark. (Lonnie Qualls Field),2:30   ,2:50   ,,"simpson college
",Simpson College,Corey Rasmussen,NA,Zach Smith,Scott Ethell,Dave Johnson,Brad Agan,Colton Calvert,Bobby Bieniek,Grant Thomas,Tyler Pearson,1,9,Mike Huyser,15,000350010,cf,NA,2b,3b,ss,dh,rf,1b,c,lf,Kyle Hanna,,Kyle Hanna
392,"May 14, 2010",iiacbb06,,Corey Rasmussen,NA,Dave Johnson,Scott Ethell,Colton Calvert,Tyler Crandell,Drew Yarkosky,Justin Svehla,Ethan Hale,Zach Smith,3,10,Paul Brown,13,11311300X,cf,NA,ss,3b,rf,lf,c,1b,2b,dh,Paul Brown,"simpson college
",Simpson College,Darin Schneider,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",7:15 pm   ,2:25   ,HP: Todd Franzen  1B: Scott Forsberg  3B: Ted Timbrook,"luther college
",Luther College,Jeff Riddle,NA,Chris Reynolds,Ben Schott,Zack Topping,Steve Beckman,Mitchel Obey,Ryan Bahnemann,Joe Thompson,Kevin Bradley,1,4,Max Flaig,5,010000300,2b,NA,cf,1b,dh,ss,lf/rf,3b,rf,c,Darin Schneider," 61, Fair, Winds W at 6 mph",Paul Brown
55,"Mar 14, 2010",cenmu,,Mike Furlong,NA,Ben Tressel,Caleb Rangel,Jarred Lackey,Ryan Allison,Anthony Miller,Jason Hassman,Blake Smith,David Lakin,0,8,Doug Eisenman,13,102030011,ss,NA,2b,lf,rf,cf,3b,1b,c,dh,D.J. Glasgow,"central college
",Central College,C Harper,,9.0,Y,,"Vero Beach, Fla. (Field 2)",8 am   ,2:30   ,,muhlenberg (pa.),Muhlenberg (Pa.),D Fisher,NA,S Alfano,E Pomroy,J DiCecilia,J Nusbaum,B Beck,B Spindler,C Lynch,J Muha,3,7,C Harper,16,300020101,ss,NA,rf,2b,1b,cf,dh,3b,c,lf,C Harper,,Doug Eisenman
125,"May 08, 2010",dbqsim1,1,Nicholas Martin,NA,Alexander Larson,Andrew Danna,Todd Whited,Austin Linderwell,Philip Elking,Jeffrey Stevens,Klayton Breitbach,Kyle Duggan,1,6,Todd Whited,11,024000X,2b,NA,c,ss,p,3b,1b,cf,rf,lf,Todd Whited,"dubuque, univ. of","Dubuque, Univ. of",Clint Rhodes,,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",1 p.m.   ,1:55   ,,"simpson college
",Simpson College,Ethan Hale,NA,Corey Rasmussen,Scott Ethell,Colton Calvert,Drew Yarkosky,Zach Smith,Justin Svehla,Tyler Pearson,Tyler Crandell,2,2,Clint Rhodes,8,0020000,2b,NA,cf,3b,rf,c,dh,1b,lf,ss,Clint Rhodes," cloudy cold,",Todd Whited
142,"Mar 18, 2010",simdckn2,2,Corey Rasmussen,NA,Dave Johnson,Scott Ethell,Brad Agan,Colton Calvert,Tyler Pawletzki,Tyler Larson,Drew Yarkosky,Zach Smith,1,6,Jose Rodriguez,8,0020013,cf,NA,ss,3b,1b,rf,lf,dh,c,2b,Mike Huyser,"simpson college
",Simpson College,Mike Huyser,,7.0,Y,,"Phoenix, Ariz. (Snedigar #1)",  ,  ,,dickinson,Dickinson,M Schuster,NA,J Kaufman,T Rosa,E Farha,B Sciambi,M Tuneski,B Marchant,E Hennessy,A Sterling,1,7,B Friedman,11,4000003,lf,NA,ss,1b,dh,3b,2b,rf,c,cf,G Horan,,G Horan
100,"Mar 07, 2010",cengrn2,,Goldfien,NA,Sollo,Roder,Suryn,Gray,Pierce,Prouty,Kemis,Davis,5,6,Knoll,8,0510000,2b,NA,3b,rf,lf,1b,dh,cf,c,ss,Myers,"grinnell college
",Grinnell College,Myers,,7.0,Y,,"Fulton, Mo. (Saucier field)",10:00 am   ,2:40   ,,"central college
",Central College,Mike Furlong,NA,Anthony Miller,Jarred Lackey,Ryan Allison,Josh Stanton,David Lakin,Jason Hassman,Ben Tressel,,2,18,Joel Pulliam,16,8070120,ss,NA,3b,rf,cf,c,2b,1b,lf,,Caleb Rangel,,Caleb Rangel
,"Mar 07, 2010",corfont2,2,Fisher,NA,Tolan,Nikolaisen,Kraemer,Burlison,Hernandez,Bradley,Head,Hunt,1,9,Wiley,8,070200X,cf,NA,2b,rf,1b,ss,3b,dh,c,lf,Ketcherside,"fontbonne university
",Fontbonne,David Bartine,,7.0,Y,,"St. Louis, Mo.",4:00 PM   ,  ,,"cornell college
",Cornell College,Matthew Shimanovsky,NA,Andrew Patzke,Ryan Clausen,Matt Pfister,J.T. Pells,Ryan Fincham,Andy Krekel,Matthew Bliven,,3,2,Zach Rogers,5,1000010,2b,NA,3b,1b,lf,rf,cf,c,ss,,David Bartine,,Ketcherside
100,"Apr 27, 2010",bvucen2,2,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Mark Blum,Brett Wilson,Tyler Case,Brock Yossi,0,10,Brandon Pietrzyk,15,020602X,ss,NA,2b,rf,lf,c,1b,dh,cf,3b,Steve Johnston,"buena vista university
",Buena Vista Univ.,Caleb Rangel,,7.0,Y,,"Storm Lake, Iowa (BVU/S.L. Complex)",5:30pm   ,2:17   ,,"central college
",Central College,Mike Furlong,NA,Ben Tressel,Caleb Rangel,Jarred Lackey,Ryan Allison,Anthony Miller,Josh Stanton,Jason Hassman,Allen Mann,0,3,Bret Bell,8,1020000,ss,NA,2b,dh,rf,lf,3b,c,1b,cf,Ryan Goetzinger,,Kyle Dupic
473,"May 16, 2010",iiacbb10,,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Mark Blum,Brett Wilson,Tyler Case,Brock Yossi,2,9,Brandon Pietrzyk,12,00000054X,ss,NA,2b,rf/p,lf,c,1b,dh,cf,3b,Jarad George,"buena vista university
",Buena Vista Univ.,Ryan Doty,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",12:03 pm   ,2:17   ,HP: Chris Oberbroeckling  1B: Jeff Frese  3B: Ryan My,"wartburg college
",Wartburg College,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Billy Schmitt,Nate Lahr,Levi Montague,Matt Knabel,Steve Chamberlin,1,4,Danny Rose,9,000001003,rf,NA,ss/p,cf,dh,1b,lf,3b/ss,c,2b,Ryan Doty," 61, Cloudy, Winds E at 10 mph",Kyle Dupic
90,03/08/10,warcuc1,,Linsner,NA,Ignatowski,Skala,Isaac,Slechta,Tropp,Rush,Miller,Romano,1,3,Buss,7,03000000X,lf,NA,ss,c,1b,3b,2b,dh,cf,rf,Thorsen,"concordia university chicago
",Concordia-Chicago,Brad Watson,,9.0,Y,,"Chandler, AZ (Snedigar Sportsplex)",7:40p   ,1:55   ,HP: Don Rolfe  1B: Tim Hatfield,"wartburg college
",Wartburg College,Collin Frampton,NA,Danny Rose,Patrick Grau,Drew Yoder,Ben Roemmich,Nate Lahr,Scott Benson,Jacob Miksell,Steve Chamberlin,1,0,Scott Benson,7,000000000,dh,NA,ss,cf,1b,rf,lf,3b,c,2b,Brad Watson,,Thorsen
31,"May 07, 2010",lorwar1,,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Billy Schmitt,Nate Lahr,Ryan Doty,Jacob Miksell,Steve Chamberlin,0,11,Brad Watson,14,00003143,rf,NA,ss,cf,dh,1b,lf,3b,c,2b,Brad Watson,"wartburg college
",Wartburg College,Nick Panvino,,8.0,Y,,"Waverly, Iowa (Hertel Field)",6:06 PM   ,1:57   ,HP: Bill Boyd  1B: Ken Robbin,"loras college
",Loras College,Clay Henricksen,NA,John Schroeder,BJ Juergens,Calvin Rea,Austin Brown,Kyle Soeder,Spencer Radabaugh,Travis Olson,Ben Kuebel,3,1,Greg Farrey,4,01000000,dh,NA,c,1b,lf,cf,rf,3b,2b,ss,Nick Panvino,,Brad Watson
101,"Apr 27, 2010",lutwar2,2,Chris Reynolds,NA,Matthew Bruhn,Ben Schott,Mark Weber,Mitchel Obey,Ryan Bahnemann,Zack Topping,Steve Beckman,Kevin Bradley,2,2,Augie Lindmark,7,1010000,2b/3b,NA,cf,1b,lf,rf,3b,dh,ss,c,Jeff Riddle,"luther college
",Luther College,Jeff Riddle,,7.0,Y,,"Decorah, IA (Luther College)",2:50   ,2:10   ,,"wartburg college
",Wartburg College,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Billy Schmitt,Nate Lahr,Ryan Doty,Jacob Miksell,Steve Chamberlin,0,8,Scott Benson,16,1420001,rf,NA,ss,cf,dh,1b,lf,3b,c,2b,Dan Grosser,,Dan Grosser
57,03/11/10,warrfrd,,Standridge,NA,Clay,Nicholson,Stanfield,Catalano,Dercks,Shaver,Asbury,Polster,5,11,Bates,10,210043010,lf,NA,cf,3b,rf,1b,ss,c,dh,2b,Patterson,rockford college,Rockford College,Bates,,9.0,Y,,"Chandler, AZ (Snedigar Complex)",9:30 am   ,2:59   ,,"wartburg college
",Wartburg College,Collin Frampton,NA,Danny Rose,Patrick Grau,Drew Yoder,Nate Lahr,Ben Roemmich,Scott Benson,Jacob Miksell,Steve Chamberlin,5,12,Scott Benson,16,200025201,dh,NA,ss,cf/p,1b,lf,rf/cf,3b/p,c,2b,Billy Schmitt, Sunny and clear,Nathan Underberg
100,"Mar 14, 2010",bvuwcmo2,2,Young,NA,Grose,Jett,Reynolds,Genetti,White,Mallette,Hoag,"Gesling, J.",3,4,Ten Eyck,6,2200000,cf,NA,2b,1b,rf,dh,3b,lf,c,ss,Brotherton,westminster (mo.),Westminster (Mo.),Brotherton,,7.0,Y,,"Fulton, Mo. (Saucier Field)",3:45   ,2:10   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Andy Compton,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Brett Wilson,Neil Eddie,Tyler Case,Michael Stephenson,2,6,Brandon Pietrzyk,6,2011101,ss,NA,dh/rf,rf/p,lf,1b/c,3b,c,cf,2b,Steve Johnston,,Luke Probasco
41,"Apr 05, 2010",lutsmum2,2,Ryan,NA,Warren,Swanson,Olberding,Swenson,Tessmer,Archambault,Geraghty,Ferguson,3,6,Kronebusch,9,3110001,ss,NA,cf,dh,3b,rf,lf,1b,2b,c,Timmons,saint mary's (minn.),Saint Mary's (Minn.),Jerrod Torkelson,,7.0,Y,,"Winona, Minn. (Max Molock Field)",4:35   ,2:00   ,,"luther college
",Luther College,Chris Reynolds,NA,Matthew Bruhn,Ben Schott,Zack Topping,Mark Weber,Jeff Riddle,Mitchel Obey,Joe Thompson,Matt Reynolds,2,5,Jerrod Torkelson,10,1110200,3b,NA,lf,1b,c,dh,2b,cf,rf,ss,Augie Lindmark," Overcast, 50s",Kronebusch
151,"Mar 20, 2010",lutncc2,2,Robinson,NA,Scott,Abraham,Corrigan,Turek,McGowan,Wulbecker,Burke,Romanello,1,10,Herman,14,261001X,ss,NA,cf,rf,c,dh,lf,1b,2b,3b,Herman,"north central
",North Central,Max Flaig,,7.0,Y,,"Winter Haven, FL (Chain O'Lakes #3)",2:15   ,2:25   ,,"luther college
",Luther College,Jeff Riddle,NA,Chris Reynolds,Mark Weber,Zack Topping,Ben Schott,Joe Thompson,Mitchel Obey,Ryan Bahnemann,Steve Beckman,4,1,Greg Siems,6,0000001,2b,NA,cf,dh,c,1b,rf,lf,3b,ss,Max Flaig,,Herman
150,"Apr 13, 2010",bvuwar3,,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Billy Schmitt,Nate Lahr,Dan Marshall,Jacob Miksell,Steve Chamberlin,1,3,Scott Benson,10,0000020001,rf,NA,ss,cf,1b,p,lf,3b,c,2b,Billy Schmitt,"wartburg college
",Wartburg College,Kyle Dupic,,10.0,Y,,"Waverly, Iowa (Hertel Field)",5:39 pm   ,2:30   ,HP: Eric Frese  1B: Ryan Mey,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Michael Stephenson,Michael Hoffman,Kevin Kloewer,Mark Blum,Brett Wilson,Andy Compton,Tyler Case,Brock Yossi,1,2,Kyle Dupic,5,0001100000,ss,NA,2b,lf,c,1b,dh,rf,cf,3b,Michael Dirkx,,Scott Benson
131,"May 05, 2010",coecor3,,David Bartine,NA,Matt Pfister,Zach Rogers,Ryan Clausen,J.T. Pells,Ryan Fincham,Matthew Shimanovsky,Andy Krekel,Matthew Bliven,1,6,Nick Norris,11,00300021,rf,NA,lf,3b,1b,dh,cf,2b,c,ss,Andrew Patzke,"cornell college
",Cornell College,Andrew Patzke,,8.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",6:02 PM   ,2:51   ,HP: Taylor Umland  1B: Don Umland,"coe college
",Coe College,Adam Nisenson,NA,Pat Richmond,Nick Stein,Ryan Schisler,Ryan Velvick,Kevin Schuver,Jacob Schwind,Kaileb Armbruster,Scott DeAngelis,0,19,Zach Picciotti,22,51100228,rf,NA,1b,cf,lf,ss,c,dh,3b,2b,Alec Lewis," 60 degrees, wind 30W",Alec Lewis
100,"Apr 16, 2010",cenlut1,,Mike Furlong,NA,Ben Tressel,Jarred Lackey,Ryan Allison,Anthony Miller,Josh Stanton,Jason Hassman,Allen Mann,,4,14,Doug Eisenman,13,00501080X,ss,NA,2b,rf,lf,3b,c,1b,cf,,Caleb Rangel,"central college
",Central College,Jerrod Torkelson,,9.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3 p.m.   ,3:07   ,,"luther college
",Luther College,Jeff Riddle,NA,Chris Reynolds,Ben Schott,Mark Weber,Ryan Bahnemann,Matthew Bruhn,Mitchel Obey,Steve Beckman,Kevin Bradley,2,12,Augie Lindmark,17,220201221,2b,NA,cf,1b,dh,3b,lf,rf,ss,c,Danny Smith,,Bret Bell
68,"Apr 13, 2010",corsim3,2,Matt Pfister,NA,David Bartine,Andrew Patzke,Ryan Clausen,Matthew Shimanovsky,Zach Rogers,Ryan Nordtvedt,Ryan Fincham,Milton Kurschner,2,1,Adam Harrington,4,0100000,lf,NA,rf,dh,1b,2b,3b,c,cf,ss/2b,Jesse Searls,"cornell college
",Cornell College,Jesse Searls,,7.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",7:30 PM   ,1:56   ,,"simpson college
",Simpson College,Corey Rasmussen,NA,Zach Smith,Dave Johnson,Scott Ethell,Colton Calvert,Bobby Bieniek,Justin Svehla,Grant Thomas,Tyler Crandell,1,5,Chris Dorff,8,0104000,cf,NA,2b,ss,3b,rf,dh,1b,c,lf,Paul Brown,,Kyle Hanna
88,"Apr 22, 2010",corclke,,Matt Pfister,NA,David Bartine,Zach Rogers,J.T. Pells,Matthew Shimanovsky,Ryan Fincham,Ryan Clausen,Andy Krekel,Matthew Bliven,2,2,Adam Butler,8,001000100,lf,NA,rf,3b,dh,2b,cf,1b,c,ss,Charlie Muir,"cornell college
",Cornell College,Justin Brown,,9.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",6:01 PM   ,2:36   ,,clarke college,Clarke College,"Munson, J.",NA,"Molitor, D.","Jimenez, M.","Briggs, C.","Krasselt, J.","Harvat, T.","McKinlay, A.","Kelly, R.","Kelley, C.",0,4,"O'Connor, S.",10,200000011,cf,NA,lf,3b,1b,2b,dh,rf,ss,c,"Mabeus, S.",,"O'Connor, S."
83,"Mar 22, 2010",lutucny1,1,J. Hotaling,NA,Brown,Dexter,Ranalli,Flavin,T. Heck,Mckelligan,E. Peck,Johnson,2,5,B. McLaughli,10,1020200,cf,NA,ss,dh,lf,3b,rf,1b,c,2b,S. Roberts,union (n.y.) college,Union (N.Y.) College,S. Roberts,,7.0,Y,,"Auburndale, FL (Lake Myrtle Field)",3:12 pm   ,2:48   ,HP: Steve Nickolay  2B: Rob Robinson,"luther college
",Luther College,Jeff Riddle,NA,Joe Thompson,Mark Weber,Zack Topping,Ben Schott,Chris Reynolds,Steve Beckman,Ryan Bahnemann,Matthew Bruhn,2,21,Phil Lundberg,15,3477000,2b,NA,rf,dh,c,1b,cf,ss,3b,lf,Darin Schneider,,Darin Schneider
71,"Mar 31, 2010",lutmlc1,1,Jeff Riddle,NA,Chris Reynolds,Ben Schott,Zack Topping,Mark Weber,Ryan Bahnemann,Joe Thompson,Steve Beckman,Kevin Bradley,1,15,Phil Lundberg,14,651201X,2b,NA,cf/3b,1b,dh,lf/1b,3b,rf,ss,c,Greg Siems,"luther college
",Luther College,Haugly,,7.0,Y,,"Decorah, Iowa (Luther College)",2:00 pm   ,1:40   ,,martin luther,Martin Luther,Holzhueter,NA,Gurgel,Janke,Morgan,Schultz,Hering,Dorn,Briney,Korth,3,0,Marquardt,2,0000000,ss,NA,rf,3b,dh,cf,c,1b,2b,lf,Haugly,,Greg Siems
,"Feb 28, 2010",cornwdf,,JOHNSON,NA,GONZALES,DEPABLOS,RAK,WASSENAAR,LEO,QUESADA,NOBOA,JONES,2,17,MARCUS,16,182123X,ss,NA,2b,1b,rf,c,3b,lf,dh,cf,TEASLEY,northwood university,Northwood University,Justin Brown,,7.0,Y,,"Cocoa, Fla.",12:00 PM   ,  ,,"cornell college
",Cornell College,Matt Pfister,NA,Matthew Shimanovsky,Andrew Patzke,Ryan Clausen,J.T. Pells,Ryan Fincham,Zach Rogers,Andy Krekel,Matthew Bliven,2,6,Nathan Jepsen,9,0204000,rf,NA,2b,lf,1b,dh,cf,3b,c,ss,Justin Brown,,TEASLEY
,"Mar 19, 2010",lutfon,,Fisher,NA,Bradley,Burlison,Kraemer,Richardson,Tovar,Ketcherside,Mathis,O'Rourke,7,11,Peterson,16,001410131,cf,NA,lf,ss,1b,dh,3b,rf,c,2b,Jackson,"fontbonne university
",Fontbonne,Jackson,,9.0,Y,,"Winter Haven, FL (Lake Myrtle #3)",5:00 pm   ,  ,,"luther college
",Luther College,Jeff Riddle,NA,Chris Reynolds,Mark Weber,Zack Topping,Ben Schott,Steve Beckman,Joe Thompson,Kevin Bradley,Matthew Bruhn,6,18,Danny Smith,18,903021021,2b,NA,cf,3b,dh,1b,ss,rf,c,lf,Cody Hyland,,Jerrod Torkelson
70,"Apr 24, 2010",coewar3,,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Billy Schmitt,Nate Lahr,Ryan Doty,Matt Knabel,Steve Chamberlin,2,15,Drew Babinat,16,0064401,rf,NA,ss,cf,dh,1b,lf,3b,c,2b,Nate Rost,"wartburg college
",Wartburg College,Ryan Doty,,7.0,Y,,"Waverly, Iowa (Hertel Field)",2:03 pm   ,2:30   ,HP: Jeff Frese  1B: Ryan Mey,"coe college
",Coe College,Nick Stein,NA,Adam Nisenson,Pat Richmond,Ryan Schisler,Kevin Schuver,Kaileb Armbruster,Ryan Velvick,John Logan,Scott DeAngelis,1,18,Ben Strellner,17,3052233,cf,NA,rf,1b,lf,c,3b,ss,dh,2b,Kevin Baranowski,,Josh Barber
115,"May 01, 2010",corlut2,2,Jeff Riddle,NA,Chris Reynolds,Ben Schott,Mark Weber,Ryan Bahnemann,Matthew Bruhn,Steve Beckman,Joe Thompson,Kevin Bradley,2,8,Jeff Riddle,13,005021X,p,NA,2b,1b,lf,3b,cf,ss,rf,c,Jeff Riddle,"luther college
",Luther College,Jesse Searls,,7.0,Y,,"Decorah, IA (Luther Colleg)",2:50   ,1:40   ,,"cornell college
",Cornell College,Matt Pfister,NA,David Bartine,Zach Rogers,Ryan Clausen,Matthew Shimanovsky,Mark Corbeil,Ryan Fincham,Ryan Nordtvedt,Matthew Bliven,0,0,Nick Norris,3,0000000,lf,NA,rf,3b,1b,2b,dh,cf,c,ss,Jesse Searls,,Jeff Riddle
102,"May 04, 2010",simgrn2,,Takabuki,NA,Goldfien,Roder,Nodzenski,Sollo,Skelly,Blumenreich,Fletcher,Davis,1,4,Christoff,9,000000301,2b,NA,ss,rf,c,3b,cf,dh,1b,lf,Ormond,"grinnell college
",Grinnell College,Ormond,,9.0,Y,,"Grinnell, Iowa (North Diamond)",3 pm   ,2:17   ,,"simpson college
",Simpson College,Ethan Hale,NA,Corey Rasmussen,Dave Johnson,Scott Ethell,Colton Calvert,Zach Smith,Brad Agan,Grant Thomas,Tyler Crandell,0,5,Chris Dorff,12,400010000,ss/2b,NA,cf,dh,3b,rf,2b,1b,c,lf/ss,Kyle Hanna," Sunny, windy, 75 degrees",Kyle Hanna
