attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
58,"Mar 17, 2010",lorclke,,"Munson, J.",NA,"Kelly, R.","Jimenez, M.","Krasselt, J.","Harvat, T.","Judd, J.D.","Briggs, C.","Molitor, D.","Gust, J.",4,13,"Mabeus, S.",17,30110800X,cf,NA,ss,3b,rf,dh,2b,1b,lf,c,"Cross, B.",clarke college,Clarke College,Cole Boge,,9.0,Y,,"Peosta, Iowa (A.J. Spiegel Park)",04:30 pm   ,2:43   ,,"loras college
",Loras College,Mike Canevello,NA,Ben Kuebel,John Schroeder,Calvin Rea,Austin Brown,BJ Juergens,Clay Henricksen,Travis Olson,Kevin Harlander,1,5,Nick Panvino,7,000031010,ss,NA,3b,c,lf,cf,1b,dh,2b,rf,Cole Boge,,"Cross, B."
,"Mar 27, 2010",bvumon,,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Mark Blum,Neil Eddie,Brett Wilson,Tyler Case,4,10,Matt Bissen,10,22300012X,ss,NA,2b,rf,lf,1b,dh,c,3b,cf,Ryan Wuebker,"buena vista university
",Buena Vista Univ.,Hinkle,,9.0,Y,,"Rock Island, Ill.",11:00am   ,  ,,"monmouth college
",Monmouth College,Ruyle,NA,Weidner,Kamm,Davis,Underwood,Baggio,Donnan,Comstock,Shaver,5,6,Scott,9,010020021,3b,NA,rf,ss,lf,dh,1b,c,cf,2b,Hinkle,,Ryan Wuebker
,"Mar 08, 2010",dbqfin1,1,Brey,NA,Beauchamp,Hicks,Naugle,Williams,Newberry,Mahler,McGaha,Roscoe,0,5,Cooper,3,0000005,rf,NA,cf,ss,3b,2b/p,p/2b,1b,c,lf,Newberry,findlandia univ.,Findlandia Univ.,Newberry,,7.0,Y,,Fort Myers (Terry Park - 2),10:00   ,2:15   ,,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nicholas Martin,Nathan Lucas,Alexander Larson,Brock Grubbs,Philip Elking,Jeffrey Stevens,Kyle Duggan,Jesse Lawler,2,19,Austin Linderwell,18,8110162,ss,NA,2b,1b,c,dh,3b,rf,lf,cf,Mark Hennessy,,Mark Hennessy
157,"Apr 10, 2010",lorsim3,2,Corey Rasmussen,NA,Zach Smith,Dave Johnson,Scott Ethell,Colton Calvert,Brad Agan,Justin Svehla,Grant Thomas,Tyler Crandell,0,5,Paul Brown,8,0001301,cf,NA,2b,ss,3b,rf,dh,1b,c,lf,Mike Huyser,"simpson college
",Simpson College,Nick Panvino,,7.0,Y,,"Indianola, Iowa (McBride Field)",3:36   ,1:54   ,HP: Patrick McIhon  1B: Kevin Frost,"loras college
",Loras College,Kyle Barton,NA,Clay Henricksen,John Schroeder,Calvin Rea,BJ Juergens,Kyle Soeder,Austin Brown,Spencer Radabaugh,Ben Kuebel,2,4,Nick Panvino,10,0030100,2b,NA,dh,c,lf,1b,rf,cf,3b,ss,Nick Panvino, PCldy; 68; wind NNE 13 mph,Paul Brown
75,"Mar 19, 2010",cenuws2,2,Cummings,NA,Schlangen,Loegering,Labelle,Ahrens,Lucius,Lagadin,Miller,Williamson,2,8,Tyndall,13,311120X,2b,NA,cf,lf,rf,1b,3b,dh,c,ss,Wink,"wis.-superior
",Wis.-Superior,D.J. Glasgow,,7.0,Y,,"Vero Beach, Fla. (Field 5)",2:30 pm   ,2:00   ,,"central college
",Central College,Mike Furlong,NA,Ben Tressel,Caleb Rangel,Jarred Lackey,Josh Stanton,Ryan Allison,Anthony Miller,Blake Smith,Jason Hassman,1,5,Bret Bell,9,0020300,ss,NA,2b,lf,rf,dh,cf,3b,c,1b,D.J. Glasgow,,Wink
345,"Apr 03, 2010",coesim1,1,Nick Stein,NA,Adam Nisenson,Pat Richmond,Ryan Schisler,Ryan Velvick,Kevin Schuver,John Logan,Kaileb Armbruster,Scott DeAngelis,1,4,Alec Lewis,8,030001X,cf,NA,rf,1b,lf,ss,c,dh,3b,2b,Alec Lewis,"coe college
",Coe College,Clint Rhodes,,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",2:00 pm   ,1:35   ,,"simpson college
",Simpson College,Corey Rasmussen,NA,Dave Johnson,Scott Ethell,Brad Agan,Colton Calvert,Justin Svehla,Grant Thomas,Tyler Pawletzki,,1,3,Clint Rhodes,8,3000000,cf,NA,ss,3b,dh,rf,1b,c,lf,,Clint Rhodes,,Alec Lewis
100,"Mar 27, 2010",cenwar2,1,Mike Furlong,NA,Ben Tressel,Jarred Lackey,Ryan Allison,Josh Stanton,Anthony Miller,Jason Hassman,David Lakin,,2,0,D.J. Glasgow,2,0000000,ss,NA,lf,rf,cf,c,3b,1b,2b,,Caleb Rangel,"central college
",Central College,Caleb Rangel,,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",Noon   ,1:45   ,HP: Partick McIlhon  1B: Randy Schult,"wartburg college
",Wartburg College,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Nate Lahr,Billy Schmitt,Dan Marshall,Matt Knabel,Steve Chamberlin,3,6,Brad Watson,8,0110040,rf,NA,ss,cf,1b,lf,dh,3b,c,2b,Brad Watson,,Brad Watson
146,"Apr 10, 2010",cencor2,1,Matt Pfister,NA,David Bartine,Matthew Shimanovsky,Ryan Clausen,Andrew Patzke,Zach Rogers,Ryan Fincham,Andy Krekel,Milton Kurschner,1,7,David Bartine,9,0330010,lf/rf,NA,rf/p,2b,1b,dh/lf,3b,cf,c,ss,Justin Brown,"cornell college
",Cornell College,Justin Brown,,7.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",12:58 PM   ,2:12   ,HP: Schulte  2B: Umland,"central college
",Central College,Mike Furlong,NA,Ben Tressel,Jarred Lackey,Ryan Allison,Anthony Miller,Josh Stanton,Blake Smith,Jason Hassman,Allen Mann,1,10,Doug Eisenman,11,2320030,ss,NA,2b,rf,lf,3b,c,dh,1b,cf,Caleb Rangel,,Dirk Lindaman
31,"Apr 02, 2010",corwar1,,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Billy Schmitt,Nate Lahr,Scott Benson,Matt Knabel,Steve Chamberlin,3,11,Ryan Doty,13,20051201,rf,NA,ss,cf,1b,p,lf,3b,c,2b,Billy Schmitt,"wartburg college
",Wartburg College,Charlie Muir,,8.0,Y,,"Waverly, Iowa (Hertel Field)",11:36AM   ,1:56   ,HP: Adam Riley  1B: Alek Clark,"cornell college
",Cornell College,Matt Pfister,NA,David Bartine,Matthew Shimanovsky,Ryan Clausen,Zach Rogers,Ryan Fincham,J.T. Pells,Andy Krekel,Matthew Bliven,3,1,Nick Norris,5,00000010,lf,NA,rf,2b,1b,3b,cf,dh,c,ss,Charlie Muir,,Billy Schmitt
55,"Mar 20, 2010",dbqmusk2,,W. Carder,NA,F. Wright,B. Whiteman,E. Spitzer,C. Newell,Whittington,Hardcastle,N. Raymond,T. Stevens,0,4,A. VanDine,7,210100X,ss,NA,rf,c,lf,1b,dh,2b,cf,3b,A. VanDine,muskingum university,Muskingum University,Landon Klostermann,,7.0,Y,,Muskingum University (Mose Morehead Field),3:30 PM   ,5:15 PM   ,,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nicholas Martin,Nathan Lucas,Todd Whited,Aaron Laskowski,Alexander Larson,Noah Mahlik,Jeffrey Stevens,Philip Elking,1,0,Landon Klostermann,3,0000000,ss,NA,2b,1b,rf,3b,c,lf,cf,dh,Landon Klostermann,,A. VanDine
274,"Apr 16, 2010",bvusim1,,Corey Rasmussen,NA,Zach Smith,Dave Johnson,Scott Ethell,Colton Calvert,Bobby Bieniek,Justin Svehla,Drew Yarkosky,Tyler Crandell,2,0,Clint Rhodes,8,000000000,cf,NA,2b,ss,3b,rf,dh,1b,c,lf,Clint Rhodes,"simpson college
",Simpson College,Clint Rhodes,,9.0,Y,,"Indianola, Iowa (McBride Field)",6:08 pm   ,1:52   ,HP: Rich Choponis  1B: Kevin Frost,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Brett Wilson,Mark Blum,Tyler Case,Brock Yossi,1,2,James Stone,5,000101000,ss,NA,2b,rf,lf,c,dh,1b,cf,3b,Luke Probasco," P Cldy, 63; Wind N at 12-19",Luke Probasco
60,"Apr 17, 2010",coedbq3,2,Nick Stein,NA,Adam Nisenson,Pat Richmond,Ryan Schisler,Kevin Schuver,Ryan Velvick,John Logan,Kaileb Armbruster,Scott DeAngelis,0,5,Sean Raisch,5,002210X,cf,NA,rf,1b,lf,c,ss,dh,3b,2b,Cody Raisch,"coe college
",Coe College,Mark Hennessy,,7.0,Y,,"Cedar Rapids, IA (Daniels Park)",3:25 pm   ,1:25   ,HP: Dennis Schroeder  1B: Steve Schroed,"dubuque, univ. of","Dubuque, Univ. of",Nicholas Martin,NA,Bobby Shepherd,Andrew Danna,Todd Whited,Philip Elking,Alexander Larson,Jeffrey Stevens,R.J. Aubert,Kyle Duggan,2,1,Mark Hennessy,3,0010000,2b,NA,dh,ss,lf,3b,c,rf,1b,cf,Mark Hennessy," 59 & sunny, slight breeze",Cody Raisch
65,"Mar 12, 2010",warcuw2,,"Schilter, M.",NA,Sarauer,Olla,Shea,Martz,Pankow,Mueller,"Schilter, R.",Mayer,0,3,Perlewitz,4,000120X,2b,NA,ss,cf,dh,rf,1b,3b,c,lf,Perlewitz,concordia (wis.),Concordia (Wis.),Ryan Doty,,7.0,Y,,"Phoenix, Ariz.",3 p.m.   ,1:55   ,,"wartburg college
",Wartburg College,Collin Frampton,NA,Danny Rose,Drew Yoder,Nate Lahr,Ben Roemmich,Levi Montague,Matt Knabel,Andrew Krehbiel,Steve Chamberlin,1,1,Scott Benson,3,1000000,lf,NA,ss,1b,dh,rf,3b,c,cf,2b,Ryan Doty,,Perlewitz
100,"May 02, 2010",bvudbq3,,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Mark Blum,Brett Wilson,Tyler Case,Brock Yossi,0,10,Tyler Case,10,31120201X,ss,NA,2b,rf,lf,c,1b,dh,cf,3b,Michael Dirkx,"buena vista university
",Buena Vista Univ.,Todd Whited,,9.0,Y,,"Storm Lake, Iowa (BVU/Sl Complex)",1:00pm   ,2:04   ,,"dubuque, univ. of","Dubuque, Univ. of",Nicholas Martin,NA,Austin Linderwell,Andrew Danna,Todd Whited,Alexander Larson,Bobby Shepherd,Klayton Breitbach,Kyle Duggan,Jesse Lawler,3,1,Julian Cantu,3,000100000,2b,NA,3b,ss,p,c,1b,rf,lf,cf,Todd Whited,,Michael Dirkx
150,"Apr 01, 2010",loruwp1,1,Benesh,NA,Ney,"Jacobson, J.",Hopson,Nartowicz,Bomkamp,"Osmanski, K.",Rice,Axelson,4,15,Oldenburg,24,20125010103,2b,NA,lf,ss,3b,1b,rf,dh,cf,c,Byrne,"university of wisconsin-plateville
",UW-Platteville,Spencer Radabaugh,"Canevello hits 3 run double, giving Loras 12-11 lead in the 8th inning...Nartowicz tied the game in the bottom of the 9th with a RBI double...Mallonee hit 2 run double in the 11th inning...Hopson hit a game winning 3 run home run in the 11th inning...",11.0,Y,,"Platteville, WI (Kendall Murray Field)",1:00   ,3:40   ,HP: Nick Betts  1B: Kyle Klink,"loras college
",Loras College,Ben Kuebel,NA,Clay Henricksen,John Schroeder,Calvin Rea,BJ Juergens,Kyle Barton,Kyle Soeder,Mike Canevello,Danny Lee,2,14,Spencer Radabaugh,15,00022143002,3b,NA,dh,c,lf,1b,2b,rf,ss,cf,Austin Safranski," 76, sunny",Oldenburg
131,05/19/10,bvuncaa1,,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Mark Blum,Ryan Scheetz,Tyler Case,Brock Yossi,2,1,Luke Probasco,4,100000000,ss,NA,2b,rf,lf,c,1b,dh,cf,3b,Luke Probasco,"buena vista university
",Buena Vista Univ.,Luke Probasco,,9.0,Y,,"Moline, Illinois (Swanson/Brunner)",12:01 pm   ,1:37   ,HP: Kevin Ferris  1B: Rick Allen  2B: Ron Vigder  3B: Rob Mohl,"illinois wesleyan
",Illinois Wesleyan,"Moore, B.",NA,Morrissey,McIntosh,"Sullivan, K.","Hopp, R.",Grodecki,"Scott, Z.","McDermott, M",Ladd,0,2,Pankau,6,100010000,2b,NA,dh,1b,rf,cf,3b,ss,c,lf,Pankau,,Pankau
100,"Mar 16, 2010",simjhu,,D Kahn,NA,C Huisman,B Youchak,L Bolyard,J Sikorski,J Swarr,B Walsh,A Borenstein,J Teta,3,8,A Pevsner,10,012000500,cf,NA,1b,2b,3b,lf,c,rf,dh,ss,L Henneman,#30 johns hopkins univ.,#30 Johns Hopkins Univ.,L Henneman,,9.0,Y,,"Chandler, AZ (Snedigar #1)",12:00 pm   ,3:11   ,HP: Rick Castorena  1B: Matt Fromelt,"simpson college
",Simpson College,Corey Rasmussen,NA,Dave Johnson,Scott Ethell,Brad Agan,Colton Calvert,Justin Svehla,Grant Thomas,Tyler Pearson,Zach Smith,3,13,Clint Rhodes,16,104204200,cf,NA,ss,3b,dh,rf,1b,c,lf,2b,Chris Dorff, 75 degrees and sunny.,Chris Dorff
,"Feb 24, 2010",bvusto2,2,C. Jones,NA,E. Klefsaas,Tyler Jones,Erik Nelson,Sam Baltes,L. Peterson,Sean Dube,Andy Bartz,Brady Sand,1,5,Dan Lee,7,000311X,cf,NA,2b,c,1b,dh,rf,3b,lf,ss,B. Agneberg,"st. olaf college
",St. Olaf College,Ryan Wuebker,,7.0,Y,,"Minneapolis, Minn. (H.H.H. Metrodome)",12:30pm   ,  ,,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Brock Yossi,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Andy Compton,Mark Blum,Tyler Case,Michael Stephenson,0,3,James Stone,6,1020000,ss,NA,3b,rf,lf,c,dh,1b,cf,2b,Ryan Wuebker,,A. Dzurak
120,"Mar 28, 2010",dbqnlnd2,2,Andrew Danna,NA,Nicholas Martin,Nathan Lucas,Todd Whited,Brock Grubbs,Aaron Laskowski,Kyle Duggan,Jesse Lawler,Mark Hennessy,3,18,Louis Dettorre,14,106560X,ss,NA,2b,1b,rf,dh,3b,lf,cf,c,Louis Dettorre,"dubuque, univ. of","Dubuque, Univ. of",Aerts,,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",3:40 pm   ,2:30   ,HP: Mike Gansemer  1B: Paul Keitel,"northland college
",Northland College,Salewski,NA,Tanneberg,Carroll,Szymanski,J. Snow,Spiegel,Turner,Johnson,,4,5,Buckley,11,2100020,2b/c,NA,ss,1b/2b,cf,3b/2b,lf/1b,rf,c,,Aerts, partly sunny 50,Louis Dettorre
227,"May 01, 2010",simwar2,2,Corey Rasmussen,NA,Dave Johnson,Scott Ethell,Colton Calvert,Drew Yarkosky,Ethan Hale,Justin Svehla,Tyler Crandell,Zach Smith,1,5,Kyle Ruehle,5,2002001,cf,NA,ss,3b,rf,c,2b,1b,lf,dh,Paul Brown,"simpson college
",Simpson College,Paul Brown,,7.0,Y,,"Indianola, Iowa (McBride Field)",4:02 pm   ,1:57   ,HP: Ryan Farnsworth  1B: Matt Badeaux,"wartburg college
",Wartburg College,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Billy Schmitt,Nate Lahr,Ryan Doty,Jacob Miksell,Dan Marshall,3,6,Nate Rost,8,0006000,rf,NA,ss,cf,dh,1b,lf,2b/3b,c,3b,Nate Rost, PCldy 69; Wind SSW 23 mph,Nate Rost
,"Mar 24, 2010",luthope1,1,"Snyder,Scott",NA,"Curry,Wyatt","Ponte,Jon","Bodrie,C","Mattson,C","Zessin,Pete","Lewis,Steve","Carmody,Drew","Fryer,Alex",3,10,"Klinkman,A",12,101125X,cf,NA,rf,c,3b,ss,1b,dh,lf,2b,"Poll,Robby",hope college,Hope College,Jerrod Torkelson,,7.0,Y,,"Winter Haven, Fla. (Lake Myrtle #1)",  ,  ,,"luther college
",Luther College,Jeff Riddle,NA,Chris Reynolds,Mark Weber,Zack Topping,Ben Schott,Joe Thompson,Ryan Bahnemann,Mitchel Obey,Steve Beckman,1,9,Chris Erickson,14,1210104,2b,NA,cf,dh,c,1b,rf,3b,lf,ss,Greg Siems,,"Poll,Robby"
286,"Mar 31, 2010",coewiu,,Lilja,NA,Dispensa,Summers,B.Jordan,Waddell,Koszulinski,Depenbrock,Giglio,Kaskadden,1,18,Fuchs,20,41081301X,rf,NA,cf,1b/3b,dh,2b,c,ss,3b/2b,lf/cf,Smith,western illinois,Western Illinois,Kevin Baranowski,,9.0,Y,,"Macomb, Ill. (Al Boyer Stadium)",3:33 pm   ,2:34   ,HP: Steve Dunahue  1B: Ryan Wyckoff,"coe college
",Coe College,Nick Stein,NA,Adam Nisenson,Pat Richmond,Ryan Schisler,Ryan Velvick,Kevin Schuver,Nick Robertson,Wade Morris,Scott DeAngelis,3,3,Sean Raisch,6,100000200,cf,NA,rf,1b,dh,3b/ss,c,lf,ss,2b,Kevin Baranowski," 75 degrees, clear",Lingle
481,"Apr 10, 2010",dbqwar3,2,Andrew Danna,NA,Nicholas Martin,Nathan Lucas,Brock Grubbs,Todd Whited,Philip Elking,Alexander Larson,Matthew Gaddis,Kyle Duggan,0,5,Mark Hennessy,7,0040100,ss,NA,2b,1b,dh,lf,3b,c,rf,cf,Mark Hennessy,"dubuque, univ. of","Dubuque, Univ. of",Mark Hennessy,,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",3:50 pm   ,1:55   ,HP: Blaire Gleason  1B: Mik,"wartburg college
",Wartburg College,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Billy Schmitt,Nate Lahr,Dan Marshall,Matt Knabel,Steve Chamberlin,1,7,Ryan Doty,11,2030101,rf,NA,ss,cf,dh,1b,lf,3b,c,2b,Dan Grosser," sunny, partly cloudy",Ryan Doty
115,"Mar 21, 2010",lorsmu2,2,Mike Canevello,NA,Ben Kuebel,John Schroeder,Calvin Rea,Kyle Barton,BJ Juergens,Austin Brown,Clay Henricksen,Alex Mallonee,1,1,Cole Boge,6,0000010,ss,NA,3b,c,lf,2b,1b,cf,dh,rf,Kevin Moriarity,"loras college
",Loras College,Cole Boge,,7.0,Y,,"Minneapolis, MN (HHH Metrodome)",9:15   ,2:00   ,,saint mary's (minn.),Saint Mary's (Minn.),Dwyer,NA,Ryan,Olberding,Swanson,C. Bogie,Warren,Pfennig,Archambault,Lechner,0,3,C. Jacobson,6,0001020,rf,NA,ss,dh,c,1b,lf,2b,3b,cf,VanRanst,,C. Jacobson
25,"Mar 30, 2010",lormonm2,2,Shaver,NA,Kamm,Hinkle,Donnan,Underwood,Gerrard,Baggio,Higginson,Ulman,2,8,Milsteadt,11,020400002,2b,NA,3b/1b,cf/lf,lf,dh,rf,1b,c,ss,Young,"monmouth college
",Monmouth College,Gruber,Suspended due to darkness in top of the 5th. Loras' Keubel to lead off.Game resumed April 20 at Augustana College.Gruber faced 1 batter in the 8th.Cottrell faced 3 batters in the 9th.,9.0,Y,,"Monmouth, Ill. (Glasgow Field)",5:15 pm   ,3:05   ,HP: Forrest Miller  1B: Paul Keitel,"loras college
",Loras College,Ben Kuebel,NA,John Schroeder,BJ Juergens,Kyle Soeder,Clay Henricksen,Kyle Barton,Travis Olson,Danny Lee,Alex Mallonee,0,11,Spencer Radabaugh,15,000434000,ss/3b,NA,dh,1b,rf,c,2b,3b,lf,cf,David Nowaczyk,,Ben Cottrell
250,"Mar 15, 2010",simaugs1,1,Corey Rasmussen,NA,Dave Johnson,Scott Ethell,Brad Agan,Zach Smith,Justin Svehla,Tyler Pearson,Drew Yarkosky,Colton Calvert,2,5,Chris Dorff,7,003020X,cf,NA,ss,3b,dh,2b,1b,lf,c,rf,Mike Huyser,"simpson college
",Simpson College,M.Nelson,,7.0,Y,,"Phoenix, Ariz. (Gene Autry Park)",  ,  ,,augsburg college,Augsburg College,Blunt,NA,Demgen,Henry,Pierce,Seaman,Olson,Holmquist,Butler,Gerding,3,4,Farah,5,1001200,ss,NA,rf,c,1b,dh,2b,3b,lf,cf,M.Nelson,,Mike Huyser
125,"Mar 07, 2010",cenwcmo2,,Young,NA,Genetti,Jett,Reynolds,White,Beasley,Lincalis,Gibbs,"Gesling, J.",2,1,Davidson,7,100000000,cf,NA,dh,1b,rf,3b,lf,c,ss,2b,Brotherton,westminster (mo.),Westminster (Mo.),Brotherton,,9.0,Y,,"Fulton, Mo. (Saucier Field)",4:10 pm   ,2:45   ,,"central college
",Central College,Mike Furlong,NA,Anthony Miller,Caleb Rangel,Jarred Lackey,Ryan Allison,Ben Chestnut,Jason Hassman,Blake Smith,Ben Tressel,2,6,Doug Eisenman,8,001011201,ss,NA,3b,lf,rf,cf,dh,1b,c,2b,Ryan Goetzinger,,Ryan Goetzinger
103,"Mar 9, 2010",lutcarl1,1,Jeff Riddle,NA,Chris Reynolds,Ben Schott,Zack Topping,Mark Weber,Joe Thompson,Steve Beckman,Matthew Bruhn,Kevin Bradley,0,13,Darin Schneider,13,331006X,2b,NA,cf,1b,dh,3b,rf,ss,lf,c,Max Flaig,"luther college
",Luther College,Troyansky,,7.0,Y,,"Minneapolis, MN (Metrodome)",9:25   ,2:45   ,HP: Dean Asgaard  1B: Kurt,"carleton college
",Carleton College,Wirta,NA,Philley,Fujisawa,Fabry,Lojovich,Ames,Zweber,Bowen,D-Valentine,3,3,Matthews,7,0000021,3b,NA,2b,lf,cf,1b,ss,c,dh/c,rf,Troyansky,,Max Flaig
60,"Feb 26, 2010",warmac2,2,Collin Frampton,NA,Danny Rose,Patrick Grau,Drew Yoder,Ben Roemmich,Nate Lahr,Scott Benson,Jacob Miksell,Steve Chamberlin,2,1,Ben Roemmich,6,1000000,dh,NA,ss,cf,1b,rf/p,lf,3b,c,2b,Nate Rost,"wartburg college
",Wartburg College,Nate Rost,,7.0,Y,,"Minneapolis, Minn. (Metrodome)",12:00 am   ,1:45   ,,"macalester
",Macalester,Mitch Glasser,NA,Devin English,Nate Wilson-Traisman,Robert Williams,Garrett Salzman,Roberto Capriotti,Michael Kennedy,Nathan Rubin,Jason Friedman,1,5,Jack Cooper,4,2020010,2b,NA,1b,ss,c,dh,3b,rf,lf,cf,Nick Meerson,,Nick Meerson
481,"Apr 10, 2010",dbqwar2,1,Andrew Danna,NA,Alexander Larson,Nathan Lucas,Brock Grubbs,Nicholas Martin,Todd Whited,Philip Elking,Jeffrey Stevens,Mark Hennessy,0,7,Nicholas Martin,9,000070000,ss,NA,rf,1b,dh,2b/p,lf,3b,cf,c,Kalen Mace,"dubuque, univ. of","Dubuque, Univ. of",Nicholas Martin,,9.0,Y,,"Dubuque, Iowa (Chlapaty Field)",1 p.m.   ,2:27   ,,"wartburg college
",Wartburg College,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Billy Schmitt,Nate Lahr,Dan Marshall,Matt Knabel,Steve Chamberlin,2,8,Scott Benson,16,013030001,rf,NA,ss,cf,dh,1b,lf,3b,c,2b,Nate Rost," sunny, partly cloudy",Scott Benson
157,"May 02, 2010",simwar3,,Corey Rasmussen,NA,Dave Johnson,Scott Ethell,Colton Calvert,Drew Yarkosky,Justin Svehla,Tyler Crandell,Ethan Hale,Zach Smith,1,6,Kyle Hanna,15,001022001000,cf,NA,ss,3b,rf,c,1b,lf,2b,dh,Mike Huyser,"simpson college
",Simpson College,Chris Dorff,,12.0,Y,,"Indianola, Iowa (McBride Field)",1:14 pm   ,4:31   ,HP: Matt Badeaux  1B: Ricardo Alverio,"wartburg college
",Wartburg College,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Billy Schmitt,Nate Lahr,Ryan Doty,Matt Knabel,Steve Chamberlin,3,9,Ryan Doty,14,000203010003,rf,NA,ss,cf,dh,1b,lf,3b/p,c,2b,Brad Watson, PCldy 69; Wind SSW 12 mph,Ryan Doty
115,"Mar 11, 2010",coewlc2,2,Pollesch,NA,Edlhuber,Barkhurst,Lang,Ferrell,Marshall,"Glasel, S.",Schoen,Braaten,1,4,Edlhuber,10,1002001,lf/p,NA,2b/p,ss,rf,1b,3b,c,dh,cf,Backhaus,"wisconsin lutheran
",Wisconsin Lutheran,Pollesch,,7.0,Y,,"Vero Beach, Fla. (Dodgertown Field 6)",2:15 pm   ,2:25   ,,"coe college
",Coe College,Nick Stein,NA,Pat Richmond,Ryan Velvick,Ryan Schisler,Kevin Schuver,Nick McKenzie,Joe Swanson,Kaileb Armbruster,Scott DeAngelis,3,6,Alec Lewis,12,2100030,cf,NA,1b,ss/2b,dh,c,lf,rf,3b,2b,Alec Lewis, 74 Degrees and Cloudy,Alec Lewis
278,"May 13, 2010",iiacbb01,,Adam Nisenson,NA,Pat Richmond,Nick Stein,Ryan Schisler,Ryan Velvick,Kevin Schuver,Jacob Schwind,Kaileb Armbruster,Scott DeAngelis,6,8,Ben Strellner,11,060000020,rf,NA,1b,cf,lf,ss,c,dh,3b,2b,Kevin Baranowski,"coe college
",Coe College,Kevin Baranowski,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",3:00 pm   ,2:30   ,HP: Scott Behn  1B: Woody Miller  3B: Paul Keitel,"simpson college
",Simpson College,Corey Rasmussen,NA,Dave Johnson,Scott Ethell,Colton Calvert,Drew Yarkosky,Justin Svehla,Ethan Hale,Tyler Crandell,Zach Smith,1,14,Chris Dorff,19,001310522,cf,NA,ss,3b,rf,c,1b,2b,lf,dh,Clint Rhodes," 58, cloudy, winds W at 14 mph",Kyle Ruehle
110,"Apr 24, 2010",bvulor1,1,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Mark Blum,Brett Wilson,Tyler Case,Brock Yossi,0,11,Reggie Kock,14,140042X,ss,NA,2b,rf,lf,c,1b,dh,cf,3b,Ryan Wuebker,"buena vista university
",Buena Vista Univ.,Kyler Laurie,,7.0,Y,,"Storm Lake, Iowa (BVU/S.L. Complex)",1:30pm   ,1:42   ,,"loras college
",Loras College,Ben Kuebel,NA,Clay Henricksen,John Schroeder,Calvin Rea,BJ Juergens,Kyle Barton,Austin Brown,Kyle Soeder,Derek Bergan,0,3,Greg Farrey,8,0010020,3b,NA,dh,c,lf,1b,2b,cf,rf,ss,Kyler Laurie,,Ryan Wuebker
