attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
,"Mar 27, 2015",lutsim1,1,Jake Esdohr,NA,Taylor Harmon,Gage Reis,Austin Burlin,Jonathan Greiner,Jake Scieszinski,Bud Smith,Jeremy Roehrick,Devan Wicks,2,2,Matt Pennings,2,000002X,cf,NA,2b,1b,rf,3b,ss,c,dh,lf,Matt Pennings,"simpson college
",Simpson College,Knop (1-2),,7.0,Y,,"Indianola, Iowa (McBride Field)",3:00 pm   ,1:39   ,HP: Mike Kelly  1B: Danny Duskin,"luther college
",Luther College,Alex Weber,NA,Jon Opdahl,Mitch Knippenberg,Matt Larson,Carlos Pineda,David Lowe,Aldon Severson,Joe Silversmith,Ryan Vijums,0,1,Alec Knop,5,0001000,cf,NA,2b,c,lf,dh,3b,1b,ss,rf,Alec Knop,Pennings (1-4)
78,"Mar 14, 2015",warsto2,2,Tyler Willis,NA,Jacob Thumann,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Jackson Litterer,Clay Henning,Matt Kruger,0,6,Michael Knouse,9,00210030X,2b,NA,rf,cf,1b,dh,c,3b,ss,lf,Michael Knouse,"wartburg college
",Wartburg College,R,,9.0,Y,,"Waverly, Iowa (Hertel Field)",3:30 pm   ,2:15   ,,"st. olaf college
",St. Olaf College,K. Davis,NA,J. Mathison,T. Maus,N. Denn,R. Iverson,A. Alexander,A. Reiter,N. Bauer,,3,0,W. Gustafson,3,000000000,ss,NA,2b,3b,c,1b,rf,lf,cf,,R. Tapani,Knouse
137,"Mar 13, 2015",coefont1,1,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,Jory Heckenberg,Michael Redmond,Alec Zwanziger,Jack Hoffmann,Thomas Simon,Thomas Schaedel,1,7,Jeremy Santiago,11,212002X,ss,NA,lf,c,1b,cf,2b,dh,rf,3b,Connor Alberhasky,"coe college
",Coe College,Brice Jr,,7.0,Y,1),"Auburndale, Fla. (Lake Myrtle Field #3)",3:00 pm   ,2:40   ,,"fontbonne university
",Fontbonne University,Boyer,NA,"Carter, T",Carel,Wallis,Greenway,Wilson,Hill,Villegas,Shuff,5,6,"Brice Jr., D",7,1012110,ss,NA,2b,dh,rf,1b,lf,cf,3b,c,Laughlin,Santiago (1-0)
202,"May 13, 2015",coencaa1,,Aaron Pfaff,NA,Derek Schiebel,Logan Hershey,Gabe MacDonald,Kurt Jantscher,Mike Stegora,Tom Druk,Patrick Strey,Brett Becker,1,2,Tyler Delwiche,10,100010000,cf,NA,3b,ss,c,dh,rf,lf,1b,2b,Tyler Delwiche,saint john's (mn),Saint John's (MN),T,NCAA Division III Midwest Regional...Coe (Iowa) advances to play winner ofUW-Whitewater/Ripon...Gabe MacDonald (SJU) extends school record hit streakto 27-games...Coe ties school record with 32 wins (2011)...Zwanziger andKonrardy (Coe) back-to-back bases-loaded walks in 2nd.,9.0,Y,e (3-4),"La Crosse, Wis. (Copeland Park)",10:14 am   ,2:13   ,HP: Chris Viverito  1B: Ken Lehner  2B: Jeff Gould  3B: Shane Cannon,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Jory Heckenberg,Grant Henning,Michael Redmond,Cole Tomlinson,Alec Zwanziger,1,4,Jack Hoffmann,10,020200000,ss,NA,lf,1b,dh/p,3b,c,cf,rf,2b,Connor Alberhasky,Alberhasky (5-4)
65,"Apr 11, 2015",lorlut3,1,Matt Larson,NA,Joe Silversmith,Aldon Severson,Carlos Pineda,David Lowe,Alex Weber,Mitch Knippenberg,Zach Hendrikson,Jon Opdahl,0,0,Alec Knop,7,0000000,lf,NA,ss,1b,dh,3b,cf,c,rf,2b,Alec Knop,"luther college
",Luther College,Knop (1-5),,7.0,Y,,Decorah Iowa (LC Baseball Field),1:00pm   ,1:35   ,HP: Larry Allen  1B: David Field,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Danny Fahlgren,Nolan Ritter,1,1,Connor Schreck,7,0000001,cf,NA,dh/3b,3b/ss,1b,rf,lf,2b,c,ss,Alex Steines,Schreck (2-1)
75,"Mar 15, 2015",ceniit1,1,Dakotah Wolken,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Ryan Garrett,Spencer Gritsch,Andy Carr,Michael Reuter,1,6,Dylan Diveney,11,1111011,cf,NA,lf,ss,dh,1b,3b,2b,rf,c,Blake Judkins,"central college
",Central College,A,,7.0,Y,on (0-1),"Tucson, Ariz. (Kino Sports Complex)",4 p.m.   ,1:30   ,,ill. inst. of tech.,Ill. Inst. of Tech.,A. Boos,NA,R. Fitzpatri,M. Malfeo,B. Colon-Rod,S. Pung,A. Babusci,W. Cronin,D. Argumedo,J. Tarala,5,5,M. Malfeo,8,2020100,ss,NA,cf,2b/p,c,1b,lf,rf,dh,3b,E. Chibe,Diveney (1-0)
130,"Apr 18, 2015",bvusim3,1,Neil Marshall,NA,Eric Gurbacki,Tanner Truesdell,Bennett Mann,Bryce Wessels,Kolby Hilgenberg,Thomas Wisecup,Brandon Wessels,Noah Paper,1,5,Wes Onken,11,0102110,cf,NA,1b,lf,rf,2b,dh,3b,c,ss,Wes Onken,"buena vista university
",Buena Vista Univ.,Scieszinski (2-4),,7.0,Y,,"Storm Lake, Iowa (BVU/SL BB Field)",9:00am   ,1:15   ,HP: Brandon Moore  1B: Jeff Kopecky,"simpson college
",Simpson College,Jake Esdohr,NA,Gage Reis,Devan Wicks,Bud Smith,Jonathan Greiner,Taylor Harmon,Zachary Cook,Luke Anctil,,1,2,Jalen Sickels,5,2000000,cf,NA,1b,lf,c,3b,2b,ss,rf,,Jake Scieszinski,Onken (1-0)
100,"Apr 21, 2015",censim4,2,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Michael Reuter,Zach Brown,Dakotah Wolken,Mason Ellis,Noah Stochl,Andy Carr,2,1,Jake Voss,3,000100000,ss,NA,lf,dh,c,3b/1b,cf,1b,2b,rf,Alex Dornacker,"central college
",Central College,Dornacker (1-5),,9.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3:35 p.m   ,2:10   ,HP: Aaron Perez  1B: Dean Kirkpatrick,"simpson college
",Simpson College,Jake Esdohr,NA,Gage Reis,Zeb Noel,Jake Scieszinski,Austin Burlin,Jonathan Greiner,Zachary Cook,Bud Smith,Luke Anctil,0,9,Matt Pennings,13,004230000,cf,NA,1b,dh,2b,rf,3b,ss,c,lf,Matt Pennings,Pennings (2-5)
42,"Apr 03, 2015",coelut2,2,Joe Silversmith,NA,Aldon Severson,Mitch Knippenberg,Carlos Pineda,David Lowe,Alex Weber,Matt Larson,Zach Hendrikson,Jon Opdahl,3,4,Andrew Withers,9,100000003,ss,NA,1b,dh,rf,3b,cf,lf,c,2b,Nate Beckman,"luther college
",Luther College,Beckman (1-2),,9.0,Y,Becker (1),"Decorah, Iowa (LC Baseball Field)",3:30 pm   ,2:35   ,HP: Matt Mullock  1B: David Furru,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,AJ Reuter,Grant Henning,Michael Redmond,Jack Hoffmann,Jory Heckenberg,Alec Zwanziger,1,6,Tony Becker,9,002000103,ss,NA,lf,rf,1b,c,cf,dh/p,3b,2b,Cal Kragenbrink,Hoffmann (3-1)
190,"Mar 14, 2015",bvunwu2,2,"Estudillo, J",NA,"Stocks, J","Orozco, M","McPike, C","Babic, Joe","McKain, J","Hegeholz, D","Powers, C","Bool, C",3,1,"Johnson, J",3,000000001,3b,NA,cf,dh,1b,rf,c,lf/cf,ss,2b,"Schommer, M","nebraska wesleyan university
",Nebraska Wesleyan,"Schommer, M (1-1)",,9.0,Y,L,"Lincoln, Neb. (NWU Field)",3:21 pm   ,2:28   ,HP: Jeff Kopecky  1B: Frank McEntaff,"buena vista university
",Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Michael Zellar,Devon Harms,Noah Paper,2,3,Lucas Hadaway,3,002000100,cf,NA,lf,dh,ss,rf,1b,3b,c,2b,Justin Lange,Lange (2-0)
,"Mar 08, 2015",lutcar,,Bohlman,NA,Freimuth,Tsutsui,Baker,"Zoellmer,Jor",Atterberry,Frerichs,Shaukat,Bolte,0,2,Bohlman,7,000000200,3b/p,NA,ss,cf,p/lf,1b/2b,2b/3b,c,rf,lf,Baker,"carleton college
",Carleton College,Baker (0-1),,9.0,Y,,"Jacksonville, Ill. (Lenz Field)",1:30 pm   ,2:13   ,,"luther college
",Luther College,Alex Weber,NA,Jon Opdahl,Mitch Knippenberg,David Lowe,Aldon Severson,Carlos Pineda,Andrew Burgmeier,Joe Silversmith,Casey Waterman,2,10,Joe Silversmith,12,300010114,cf,NA,2b,c,3b,lf/1b,dh/ss,1b,ss/p,rf,Teddy Klingsporn,Klingsporn (1-0)
,"Apr 11, 2015",coesim3,1,Jake Esdohr,NA,Gage Reis,Austin Burlin,Jonathan Greiner,Nick Anderson,Bud Smith,Keegin Branin,Taylor Harmon,Luke Anctil,2,0,Jalen Sickels,2,0000000,cf,NA,1b,rf,3b,dh,c,ss,2b,lf/rf,Matt Pennings,"simpson college
",Simpson College,,,7.0,Y,Pennings (1-5),"Indianola, Iowa (McBride Field)",1:05 pm   ,1:41   ,HP: Ronald Acuna  1B: Jason Kra,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Grant Henning,Jack Hoffmann,Michael Redmond,Jory Heckenberg,Cole Tomlinson,Alec Zwanziger,1,9,Ben Jacobson,12,0017100,ss,NA,lf,1b,c,dh,cf,3b,rf,2b,Ben Jacobson,"Jacobson, B"
100,"May 01, 2015",bvulut2,2,Neil Marshall,NA,Kolby Hilgenberg,Eric Gurbacki,Tanner Truesdell,Bennett Mann,Bryce Wessels,Thomas Wisecup,Brandon Wessels,Noah Paper,0,5,Kendall Hazel,15,1001010101,cf,NA,dh,1b,lf,rf,2b,3b,c,ss,Justin Lange,"buena vista university
",Buena Vista Univ.,Lowe (1-2),,10.0,Y,,"Storm Lake, Iowa (BVU/SL BB Field)",6:05pm   ,2:30   ,HP: Sean Johnston  1B: Troy Solsaa,"luther college
",Luther College,Matt Larson,NA,Jon Opdahl,Aldon Severson,Andrew Burgmeier,Alex Weber,David Lowe,Joe Silversmith,Mitch Knippenberg,Cody Reimer,0,4,David Lowe,11,0001000210,lf,NA,2b,dh,1b,cf,3b/p,ss,c,rf,Alec Knop,Hazel (4-3)
103,"Mar 27, 2015",lutsim2,2,Jake Esdohr,NA,Gage Reis,Austin Burlin,Jonathan Greiner,Bud Smith,Jeremy Roehrick,Jake Scieszinski,Taylor Harmon,Ethan Kain,1,0,Curt Castenson,5,0000000,cf,NA,1b,rf,3b,c,dh,ss,2b,lf,Zeb Noel,"simpson college
",Simpson College,Noel (0-3),,7.0,Y,,"Indianola, Iowa (McBride Field)",5:15 pm   ,1:55   ,HP: Danny Duskin  1B: Mike Kelly,"luther college
",Luther College,Alex Weber,NA,Joe Silversmith,Mitch Knippenberg,Matt Larson,David Lowe,Aldon Severson,Zach Hendrikson,Jon Opdahl,Michael Wesner,1,14,Cody Reimer,14,0332060,cf,NA,ss,dh,lf,3b,1b,c,2b,rf,Teddy Klingsporn,Klingsporn (3-0)
,"Mar 19, 2015",dbquwp,,"Deboer, Collin",NA,"Schroeder, Casey","Galeazzi, Tanner","Greco, Evan","Meitzler, Max","Jester, George","Iverson, Zack","Frese, Jonny","Wienkes, Todd",0,9,"Hall, Trevor",13,43010001X,2b,NA,ss,cf,rf,1b,dh,lf,3b,c,"Boushley, Mike","university of wisconsin-plateville
",Wis.-Platteville,Van Egtern (1-2),,9.0,Y,,"Fort Myers, Fla.",  ,  ,,"dubuque, univ. of","Dubuque, Univ. of",Will Fogel,NA,Daniel Casanova,Austin McWhite,Dalton Garst,Tyler Lewan,Jacob Evans,Michael Salazar,Gaetano Florio,Will Doherty,1,3,Doug Van Dyke,11,010010100,dh,NA,cf,1b,3b,2b,rf,lf,ss,c,Trent Van Egtern,"Boushley, M (4-4)"
287,"May 08, 2015",iiacgm5,,Neil Marshall,NA,Kolby Hilgenberg,Eric Gurbacki,Tanner Truesdell,Bennett Mann,Bryce Wessels,Thomas Wisecup,Brandon Wessels,Noah Paper,0,1,Lucas Hadaway,10,100000000,cf,NA,dh,1b,lf,rf,2b,3b,c,ss,Wes Onken,"buena vista university
",Buena Vista Univ.,Onken (1-1),,9.0,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",10:02 am   ,2:03   ,HP: Kevin Ferris  1B: Paul Keitel  3B: Josh Mara,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,1,5,Adam Schwoebel,8,203000000,cf,NA,dh,3b,1b,rf,lf,2b,c,ss,Adam Schwoebel,Schwoebel (8-3)
63,"Mar 20, 2015",lorsim1,1,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,1,4,Adam Schwoebel,10,0100201,cf,NA,dh,3b,1b,rf,lf,2b,c,ss,Adam Schwoebel,"loras college
",Loras College,Pennings (0-3),,7.0,Y,,"Dubuque, Iowa (Petrakis Park)",3:30 PM   ,2:31   ,,"simpson college
",Simpson College,Jake Esdohr,NA,Devan Wicks,Gage Reis,Jeremy Roehrick,Austin Burlin,Jonathan Greiner,Bud Smith,Taylor Harmon,Jake Scieszinski,2,3,Matt Pennings,9,2001000,cf,NA,lf,1b,dh,rf,3b,c,2b,ss,Matt Pennings,Schwoebel (3-0)
76,"Mar 14, 2015",warsto1,1,Blake Mahoney,NA,Jacob Thumann,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Jackson Litterer,Clay Henning,Robbie Anstoetter,0,6,Parker Bolt,11,50000001X,2b,NA,rf,cf,1b,dh,c,3b,ss,lf,Parker Bolt,"wartburg college
",Wartburg College,N,,9.0,Y,,"Waverly, Iowa (Hertel Field)",1:05 pm   ,2:00   ,,"st. olaf college
",St. Olaf College,K. Davis,NA,J. Mathison,R. Tapani,T. Maus,N. Denn,M. Kirchoff,R. Iverson,A. Alexander,N. Bauer,7,0,N. Ford,3,000000000,ss,NA,2b,3b,lf,c,dh,1b,rf,cf,N. Gelle,Bolt
130,"Mar 06, 2015",warrhi,,Robbie Anstoetter,NA,Jackson Litterer,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Jacob Thumann,Tyler Mougin,Tyler Willis,2,11,Taylor Gilson,20,41002202X,lf,NA,3b,cf,1b,dh,c,rf,ss,2b,Parker Bolt,"wartburg college
",Wartburg College,Stull (1-1),,9.0,Y,Gilson (2),"Auburndale, Fla. (Lake Myrtle Park)",1:45 PM   ,2:41   ,,"rose-hulman
",Rose-Hulman,Kody Alayon,NA,Patrick Klima,Caleb Kissel,Zach Trusk,Josh Koutnik,Zach Hull,Donnie Waters,Evan Witsken,Cody Sunderhaus,2,7,Ben Menich,12,003030001,ss,NA,cf,2b,c,dh,1b,3b/1b,lf,rf,Andrew Stull,Nadermann (1-0)
137,"Mar 13, 2015",coefont2,2,Boyer,NA,"Carter, T",Greenway,Wallis,Carel,Wilson,Hill,Schocker,Stratton,5,2,"Lloyd, T",4,0200000,ss,NA,3b,1b,c,rf,lf,cf,dh,2b,Tatum,"fontbonne university
",Fontbonne University,Tatum (0-1),,7.0,Y,,"Auburndale, Fla. (Lake Myrtle Park #3)",6:00 pm   ,2:30   ,,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,Jory Heckenberg,Michael Redmond,Alec Zwanziger,Jack Hoffmann,Grant Henning,Andrew Brierton,0,19,Michael Greene,19,(11)053000,ss,NA,lf,rf,1b,cf,2b,dh,c,3b,Cal Kragenbrink,Kragenbrink (1-1)
75,"Mar 25, 2015",cengrn,,Niko Takayesu,NA,Ryan Penaflor,Anthony Mack,Graham Fisher,Walker Bell,Matt Hammond,Matt Godinsky,Michael Slattery,Teague Towner,2,9,John Essig,8,02004030X,2b,NA,lf,cf,dh,1b,c,rf,3b,ss,Sam Tinkham,"grinnell college
",Grinnell College,Dornacker (0-2),,9.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3 p.m.   ,2:29   ,HP: Pat McIlhon  1B: Todd Savag,"central college
",Central College,Spencer Gritsch,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Michael Reuter,Dakotah Wolken,Mason Ellis,Andy Carr,2,8,Mark Schroeder,7,020021210,2b,NA,lf,ss,dh,3b/1b,c,cf,1b,rf,Matt Schissel,Essig (1-2)
82,"Mar 21, 2015",cencuw,,Spencer Gritsch,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Ryan Garrett,Michael Reuter,Jacob Hirst,Mason Ellis,2,9,Matt Schissel,13,20411000010,2b,NA,lf,ss,rf,3b,dh,c,cf,1b,Dakotah Wolken,"central college
",Central College,Schissel (0-1),,11.0,Y,,"Tucson, Ariz. (Kino Sports Complex)",9:00 am   ,2:49   ,HP: Sean Hicks  1B: Don Rolf,concordia wisconsin,Concordia Wisconsin,Thomas,NA,Seifert,Thyssen,Schubert,Barney,Hegeman,Greenberg,Hilliard,,3,10,Heideman,16,00100141111,cf,NA,3b,lf,ss,rf,1b,2b,c,,Sharon,Heideman (1-2)
419,"Apr 18, 2015",cencoe3,1,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Grant Henning,Jack Hoffmann,Michael Redmond,Cole Tomlinson,Jory Heckenberg,Jack Strellner,0,0,Thomas Schaedel,7,0000000,ss,NA,lf,1b,c,dh,cf,rf/2b,3b,2b,Ben Jacobson,"coe college
",Coe College,"Jacobson, B",,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",11:03 am   ,2:04   ,HP: Mark Beerends  1B: Dennis Schroed,"central college
",Central College,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Michael Reuter,Spencer Gritsch,Zach Brown,Dakotah Wolken,Mason Ellis,Tyler Frideres,0,8,Dylan Diveney,15,2005010,ss,NA,lf,rf,dh,2b,3b,cf,1b,c,Dylan Diveney,Diveney (3-3)
105,"Apr 21, 2015",dbqlor4,2,James Workman,NA,Daniel Casanova,Dalton Garst,Michael Salazar,Michael Riordan,Tyler Lewan,John Henderson,Will Doherty,Gaetano Florio,1,6,Doug Van Dyke,6,000103020,dh,NA,cf,1b,lf,rf,3b,2b,c,ss,Trent Van Egtern,"dubuque, univ. of","Dubuque, Univ. of",Van Egtern (2-4),,9.0,Y,Schreck (4),"Dubuque, Iowa (UD Baseball Field)",3:57 pm   ,6:29 pm   ,HP: David Fields  1B: Paul Keitel,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,2,7,Connor Schreck,12,000024100,cf,NA,1b,3b,dh,rf,lf,2b,c,ss,Will Petrosky,Petrosky (2-4)
150,"May 14, 2015",coencaa2,,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Jory Heckenberg,Grant Henning,Michael Redmond,Cole Tomlinson,Alec Zwanziger,0,5,Jack Hoffmann,8,00021110X,ss,NA,lf,p/1b,rf/p,1b/3b,c,cf,3b/rf,2b,AJ Reuter,"coe college
",Coe College,Zahn (5-3),NCAA III Midwest Regional...Coe advances to play winner of WashU/UW-L...Ripon plays Concordia-Chicago Friday in elimination game...Heckenberg (Coe)go-ahead HR in 6th (first HR of season)...Goerdt (Coe) RBI single in 7th...Polcyn (Ripon) 3 HR's (12 HR's in last 13 games); on-deck in game ended.,9.0,Y,Hoffmann (4),"La Crosse, Wis. (Copeland Park)",4:21 pm   ,2:10   ,HP: Shane Cannon  1B: Chris Viverito  2B: Ken Lehner  3B: Jeff Gould,ripon college,Ripon College,Kirchenwitz,NA,Kita,Polcyn,Schmitt,Siudak,Busch,Uhen,Knoblock,Reinke,4,4,Anderson,9,100011010,cf,NA,3b,ss,2b,1b,c,dh,rf,lf,Zahn,Reuter (7-1)
94,"Apr 21, 2015",bvucoe4,2,Tanner Truesdell,NA,Bryce Wessels,Eric Gurbacki,Bennett Mann,Neil Marshall,Thomas Wisecup,Brandon Wessels,Noah Paper,Devon Harms,0,2,Lucas Hadaway,7,001001000,dh,NA,2b,1b,rf,cf,3b,lf,ss,c,Kendall Hazel,"buena vista university
",Buena Vista Univ.,Alberhasky (3-3),,9.0,Y,L,"Storm Lake, Iowa (BVU/SL BB Field)",5:55pm   ,1:45   ,HP: Anthony Abboud  1B: Matt Oosenfort,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Grant Henning,Jory Heckenberg,Brandt Ames,Cole Tomlinson,Michael Redmond,0,1,Tony Becker,4,000000100,ss,NA,lf,1b,rf,c,3b,dh,2b,cf,Connor Alberhasky,Hazel (3-2)
100,"Apr 10, 2015",dbqwar1,1,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Robbie Anstoetter,1,0,Parker Bolt,2,0000000,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Parker Bolt,#11 wartburg college,#11 Wartburg College,Bolt (3-3),,7.0,Y,,"Waverly, Iowa (Hertel Field)",3:30 pm   ,1:16 hr   ,HP: Bret Miell  1B: Ryan Farnsworth,"dubuque, univ. of","Dubuque, Univ. of",Ryan Karrick,NA,Daniel Casanova,Dalton Garst,Michael Salazar,Matt Hogan,Trace Florek,John Henderson,Gaetano Florio,Will Doherty,2,2,Josh Eastman,5,0001010,ss,NA,cf,1b,dh,rf,lf,2b,3b,c,Josh Eastman,Eastman (2-4)
25,"Apr 07, 2015",coemon,,Sparks,NA,Kemmer,Brucker,Abbott,Bair,Fox,Stevens,Harroun,,3,6,Giertz,11,0030030,2b,NA,cf,c/1b,3b,lf,rf,1b,ss,,Hardy,"monmouth college
",Monmouth College,Hardy (2-3),,7.0,Y,,"Monmouth, Ill. (Glasgow Field)",3:15 pm   ,2:23   ,HP: Paul Keitel  1B: Larry Allen,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Grant Henning,Jory Heckenberg,Michael Redmond,Cole Tomlinson,Alec Zwanziger,,0,19,Michael Greene,16,0144631,ss,NA,lf,1b,c,3b,cf,rf/3b,2b,,Jack Hoffmann,Hoffmann (4-1)
309,"Apr 18, 2015",dbqlut4,2,James Workman,NA,Daniel Casanova,Michael Salazar,Jacob Evans,Ryan Karrick,John Henderson,Gaetano Florio,Tyler Lewan,,4,3,Doug Van Dyke,10,000102000,c,NA,cf,lf,rf,ss,1b,2b,3b,,Dalton Garst,"dubuque, univ. of","Dubuque, Univ. of",Garst (3-2),,9.0,Y,,"Dubuque, Iowa (UD Baseball Field)",3:55 pm   ,6:34 pm   ,HP: Larry Allen  1B: Rod Rigg,"luther college
",Luther College,Matt Larson,NA,Joe Silversmith,Aldon Severson,Andrew Burgmeier,Zach Hendrikson,Alex Weber,David Lowe,Jon Opdahl,Cody Reimer,2,10,Nate Beckman,20,002112013,lf,NA,ss,1b,dh,c,cf,3b,2b,rf,Nate Beckman,Beckman (3-2)
129,"Mar 08, 2015",coerwu2,2,Caulin Rogers,NA,Shane Nowak,Jamie Timothy,Chris Travers,Reid Nelson,Shawn Cariglio,Zach Tavano,Matt Moskal,Kevin Baker,0,6,Brendan Telfer,8,5001000,rf,NA,3b,cf,c,1b,dh,lf,2b,ss,Eric Proulx,roger williams univ.,Roger Williams Univ.,,,7.0,Y,Telfer (0-1),"Winter Haven, Fla. (Chain of Lakes #1)",3:15 pm   ,2:57   ,,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,Jory Heckenberg,Alec Zwanziger,Michael Redmond,Grant Henning,Thomas Simon,Ben Jacobson,1,7,Ben Jacobson,14,0004012,ss,NA,lf,c,1b,2b,cf,dh,rf,3b/p,David Keaton,"Schaedel, T"
,"Mar 09, 2015",bvublc1,1,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Devin Wagenman,Michael Zellar,Ben Giebler,2,13,Charlie Ruff,15,502411X,cf,NA,c,dh,ss,rf,1b,lf,3b,2b,Jacob Hadaway,"buena vista university
",Buena Vista Univ., (1-0),,7.0,Y,Olsen (),"Tucson, Ariz. (Kino Complex #7)",6:00pmCT   ,  ,,"bethany lutheran
",Bethany Lutheran,Joe Tuholsky,NA,Danny Kneeland,Lucas Herd,Tyler Hebrink,Adam Geiger,Nolan Grose,Jordan Grams,Clay Anderson,,3,5,Collin Risting,6,0030002,2b,NA,c,cf,1b,lf,rf,ss,3b,,Brandyn Olsen,J
538,"May 09, 2015",iiacgm9,,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Mike Brown,Tyler Mougin,0,4,Parker Bolt,11,001000003,lf,NA,2b,cf,1b,rf,c,dh,3b,ss,Parker Bolt,#14 wartburg college,#14 Wartburg College,Carr (5-2),,9.0,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",10:00 am   ,2:10   ,HP: Josh Mara  1B: Kevin Ferris  3B: Brett Miell,"central college
",Central College,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Michael Reuter,Seth Griffiths,Zach Brown,Mason Ellis,Spencer Gritsch,Jacob Hirst,1,3,Matt Schissel,9,000200100,ss,NA,lf,dh,c,rf,3b,1b,2b,cf,Alex Dornacker,Bolt (6-4)
310,"Mar 27, 2015",bvudbq1,1,Will Fogel,NA,Gaetano Florio,Daniel Casanova,Dalton Garst,Austin McWhite,Trace Florek,Jacob Evans,Ryan Karrick,Will Doherty,2,4,Trent Van Egtern,6,1102000,2b,NA,3b,cf,dh,1b,lf,rf,ss,c,Josh Eastman,"dubuque, univ. of","Dubuque, Univ. of",Eastman (1-2),,7.0,Y,L,"Dubuque, Iowa (UD Baseball Field)",1:00 pm   ,3:01 pm   ,HP: Kevin Ferris  1B: Joe Saldiva,"buena vista university
",Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Devin Wagenman,Ryan Duncan,Thomas Wisecup,2,7,Lucas Hadaway,7,0004030,cf,NA,c,dh,ss,rf,1b,lf,3b,2b,Justin Lange,Lange (4-0)
